,original_title,translated_title,author,article_id,date,text
1659,"Vaabenbrødrene, RidderSørgespil i 5 Acter","The Brothers in Arms, A Knight's Tragedy in 5 Acts",Bernhard Stein,aal_021937,1821-08-04,"Mandagen den 6te August : Vaabenbrødrene, RidderSørgespil i 5 Acter af Bernhard Stein, oversat af Adolph. Steiner. Skuepladsen er i det dramatiske Selskabs Locale. Entreen er for billetten 3 Mk., Børn og Domestikker 2 Mk. Billetter faaes hos Hr. Muurmester Ludvig i Bispensgade og ved Jndgangen; samme gielde kun for den Dag de blive tagne. - Indgangen aabnes Kl. 6 1/2 og Begyndelsen skeer Kl. 7 slet. Steiner."
1662,Nomenclator omnium retum nomina propria variis lingsexplicata,Nomenclator of All Proper Names Explained in Various Languages,H. Junio,aal_022047,1821-08-10,Nomenclator omnium retum nomina propria variis lingsexplicata indicans c. H. Junio. Antverp. 1567. Schirach clauis poetarum. Tom. 12.
1663,Schirach clauis poetarum,Schirach's Key to Poets,NO_AUTHOR,aal_022047,1821-08-10,Nomenclator omnium retum nomina propria variis lingsexplicata indicans c. H. Junio. Antverp. 1567. Schirach clauis poetarum. Tom. 12.
1664,Oeuvres,Works,Molière,aal_022049,1821-08-10,"Forrichs Ditterte s. orationes academien ed. S. LinupHafn. 1715. F. Falsteri amonitates philologiæ Tom. 12 Amst 172931, i 1 Bind. Ha pucelle dorleans av, sig par Ponce. Tom. 12, i Paris An vil, i 2 Bind. Molieres Oeuvres, Paris 1820."
1665,amonitates philologiæ,Philological Annotations,F. Falster,aal_022049,1821-08-10,"Forrichs Ditterte s. orationes academien ed. S. LinupHafn. 1715. F. Falsteri amonitates philologiæ Tom. 12 Amst 172931, i 1 Bind. Ha pucelle dorleans av, sig par Ponce. Tom. 12, i Paris An vil, i 2 Bind. Molieres Oeuvres, Paris 1820."
1666,"av, sig par Ponce","of, by Ponce",NO_AUTHOR,aal_022049,1821-08-10,"Forrichs Ditterte s. orationes academien ed. S. LinupHafn. 1715. F. Falsteri amonitates philologiæ Tom. 12 Amst 172931, i 1 Bind. Ha pucelle dorleans av, sig par Ponce. Tom. 12, i Paris An vil, i 2 Bind. Molieres Oeuvres, Paris 1820."
1667,Ditterte s. orationes academien,Academic Orations,S. Linup,aal_022049,1821-08-10,"Forrichs Ditterte s. orationes academien ed. S. LinupHafn. 1715. F. Falsteri amonitates philologiæ Tom. 12 Amst 172931, i 1 Bind. Ha pucelle dorleans av, sig par Ponce. Tom. 12, i Paris An vil, i 2 Bind. Molieres Oeuvres, Paris 1820."
1668,"Rosen, en Kriminalhistorie","The Rose, a Criminal Story",Professor L. Kruse,aal_022107,1821-08-11,"Udkommet er : o. 2 af den cimbriske Merkur, et Politie= og Moerskabsblad. Det indeholder: 1. Jndsendte Stykker: Er indring; Spørgsmaal, et Dusin Faddere; Bemærkninger ved det nye offentlige Monument paa Kirkegaarden; nødtvungen Æresredning. 2. Rosen, en Kriminalhistorie af Professor L. Kruse, fortsat; Bekiendtgiørelse. - Abonnenterne vorder det tilbragt. - Jkke=Subskribenter kunne erholde dette No., ligesom det forrige, for 8 Rbs. Aalborg den 11te August 1821. Albert Borch."
1669,Sorger uden Nødog Nød uden Sorger,Sorrows Without Need and Need Without Sorrows,A. v. Kotzebue,aal_022109,1821-08-11,"Søndagen den 12te August opføres: Sorger uden Nødog Nød uden Sorger, Lystspil i 5 Acter af A. v. Kotzebue, oversat af N. T. Bruun. Skuepladsen er i det dramatiske Selskabs Locale. Entreen er for Billetten 3 Mk., Børn og Domestikker 2 Mk. Billetter faaes hos Hr. Muurmester Ludvig i Bispensgade og ved Jndgangen; samme gielde kun for den Dag de blive tagne. - Indgangen aabnes Kl. 6 1/2 og Begyndelsen skeer Kl. 7 slet. Steiner."
1671,Korsridderne,The Crusaders,A. v. Kotzebue,aal_022237,1821-08-15,"Fredagen den 17de August opføres paa Dansk Korsridderne, Ridder=Skuespil i 5 Acter af A. v. Kotzebue, oversat ved N. T. Bruun. Handlingen foregaaer i Aaret 1097. Skuepladsen er i det dramatiske Selskabs Locale. Entreen er for billetten 3 Mk., Børn og Domestikker 2 Mk., Billetter faaes hos Hr. Muurmester Ludvig i Bispensgade og ved Indgangen; samme gielde kun for den Dag de blive tagne. - Indgangen aabnes Kl. 6 1/2 og Begyndelsen skeer Kl. 7 slet. Steiner."
1672,Elskovs=Barnet,The Love Child,A. v. Kotzebue,aal_022398,1821-08-25,"Mandagen den 27de August opføres: Elskovs=Barnet, Skuespil i 5 Akter af A. v. Kotzebue, oversat af C. C. W. Steiner."
1673,"Constanze, Grevinde de Rossan","Constanze, Countess de Rossan",NO_AUTHOR,aal_022399,1821-08-25,"Augustheftet af Elmquists Læsefrugter har jeg nylig faaet hidsendt fra Aarhuus. Det indeholder: Constanze, Grevinde de Rossan. - Vanvid og Død. - Breve over Jtalien. - Prinds Frederik (sluttet). - Hvorgammel er Agerbrugen? – Sære Skikke. - Redelighed til det Yderste. Fremdeles modtages Subskription paa Værket hos Aalborg den 23de August 18221. - Vogelius, Boghandler og Bogbinder."
1674,Vanvid og Død,Madness and Death,NO_AUTHOR,aal_022399,1821-08-25,"Augustheftet af Elmquists Læsefrugter har jeg nylig faaet hidsendt fra Aarhuus. Det indeholder: Constanze, Grevinde de Rossan. - Vanvid og Død. - Breve over Jtalien. - Prinds Frederik (sluttet). - Hvorgammel er Agerbrugen? – Sære Skikke. - Redelighed til det Yderste. Fremdeles modtages Subskription paa Værket hos Aalborg den 23de August 18221. - Vogelius, Boghandler og Bogbinder."
1675,Breve over Jtalien,Letters from Italy,NO_AUTHOR,aal_022399,1821-08-25,"Augustheftet af Elmquists Læsefrugter har jeg nylig faaet hidsendt fra Aarhuus. Det indeholder: Constanze, Grevinde de Rossan. - Vanvid og Død. - Breve over Jtalien. - Prinds Frederik (sluttet). - Hvorgammel er Agerbrugen? – Sære Skikke. - Redelighed til det Yderste. Fremdeles modtages Subskription paa Værket hos Aalborg den 23de August 18221. - Vogelius, Boghandler og Bogbinder."
1676,Prinds Frederik,Prince Frederik,NO_AUTHOR,aal_022399,1821-08-25,"Augustheftet af Elmquists Læsefrugter har jeg nylig faaet hidsendt fra Aarhuus. Det indeholder: Constanze, Grevinde de Rossan. - Vanvid og Død. - Breve over Jtalien. - Prinds Frederik (sluttet). - Hvorgammel er Agerbrugen? – Sære Skikke. - Redelighed til det Yderste. Fremdeles modtages Subskription paa Værket hos Aalborg den 23de August 18221. - Vogelius, Boghandler og Bogbinder."
1677,Hvorgammel er Agerbrugen?,How Old is Agriculture?,NO_AUTHOR,aal_022399,1821-08-25,"Augustheftet af Elmquists Læsefrugter har jeg nylig faaet hidsendt fra Aarhuus. Det indeholder: Constanze, Grevinde de Rossan. - Vanvid og Død. - Breve over Jtalien. - Prinds Frederik (sluttet). - Hvorgammel er Agerbrugen? – Sære Skikke. - Redelighed til det Yderste. Fremdeles modtages Subskription paa Værket hos Aalborg den 23de August 18221. - Vogelius, Boghandler og Bogbinder."
1678,Sære Skikke,Strange Customs,NO_AUTHOR,aal_022399,1821-08-25,"Augustheftet af Elmquists Læsefrugter har jeg nylig faaet hidsendt fra Aarhuus. Det indeholder: Constanze, Grevinde de Rossan. - Vanvid og Død. - Breve over Jtalien. - Prinds Frederik (sluttet). - Hvorgammel er Agerbrugen? – Sære Skikke. - Redelighed til det Yderste. Fremdeles modtages Subskription paa Værket hos Aalborg den 23de August 18221. - Vogelius, Boghandler og Bogbinder."
1679,Redelighed til det Yderste,Integrity to the Utmost,NO_AUTHOR,aal_022399,1821-08-25,"Augustheftet af Elmquists Læsefrugter har jeg nylig faaet hidsendt fra Aarhuus. Det indeholder: Constanze, Grevinde de Rossan. - Vanvid og Død. - Breve over Jtalien. - Prinds Frederik (sluttet). - Hvorgammel er Agerbrugen? – Sære Skikke. - Redelighed til det Yderste. Fremdeles modtages Subskription paa Værket hos Aalborg den 23de August 18221. - Vogelius, Boghandler og Bogbinder."
1680,Den gamle Frier,The Old Suitor,A. Steiner,aal_022449,1821-08-27,"Benefice-Forestilling. Torsdagen den 30te August 1821 gives til Fordeel for Hr. Bigum: Den gamle Frier, comisk Syngestykke i 1 Act, efter det Tydske, af A. Steiner, og Qvækerne, Skuespil i 1 Act af Kotzebue, oversat af Liebe. For og efter Stykkerne declameres udvalgte Digte af Øhlenschlager, Baggesen og Flere. Placaterne udviser det nærmere."
1681,Qvækerne,The Quakers,Kotzebue,aal_022449,1821-08-27,"Benefice-Forestilling. Torsdagen den 30te August 1821 gives til Fordeel for Hr. Bigum: Den gamle Frier, comisk Syngestykke i 1 Act, efter det Tydske, af A. Steiner, og Qvækerne, Skuespil i 1 Act af Kotzebue, oversat af Liebe. For og efter Stykkerne declameres udvalgte Digte af Øhlenschlager, Baggesen og Flere. Placaterne udviser det nærmere."
1684,De to Brødre eller Forsoningen,The Two Brothers or The Reconciliation,Kotzebue,aal_022496,1821-08-29,"Fredagen den 31te August opføres: De to Brødre eller Forsoningen, Skuespil i 5 Akter af Kotzebue, oversat af N. T. Bruun. Skuepladsen er i det dramatiske Selskabs Locale. Entreen er for billetten 3 Mk., Børn og Domestikker 2 Mk. Billetter faaes hos Hr. Muurmester Ludvig i Bispensgade og ved Indgangen; samme gielde kun for den Dag de blive tagne. - Indgangen aabnes Kl. 6 1/2 og Begyndelsen skeer Kl. 7 slet. Steiner."
1685,Eremiten paa Formentera,The Hermit on Formentera,A. v. Kotzebue,aal_022775,1821-09-15,"Søndagen den 16de September opføres: Eremiten paa Formentera, Skuespil i 2 Acter, af A. v. Kotzebue, oversat af P. D. Faber. Til Slutning: Den pantsatte Bondedreng, Orginalt-Lystspil i 3 Acter, af Baron Ludvig v. Holberg."
1686,Den pantsatte Bondedreng,The Pledged Peasant Boy,Baron Ludvig v. Holberg,aal_022775,1821-09-15,"Søndagen den 16de September opføres: Eremiten paa Formentera, Skuespil i 2 Acter, af A. v. Kotzebue, oversat af P. D. Faber. Til Slutning: Den pantsatte Bondedreng, Orginalt-Lystspil i 3 Acter, af Baron Ludvig v. Holberg."
1687,Skrivkalder eller daglig Lommebog for 1822,Call to Write or Daily Pocket Book for 1822,Professor Schumacher,aal_022804,1821-09-17,Professor Schumacher har nys udgivet en Skrivkalder eller daglig Lommebog for 1822.
1689,Klosterets eller Aale- og senere Biørnsholms Birks Historie med Optegnelse paa dets Birkefogder og Skrivere,The History of the Monastery or Aale and later Biørnsholm's Birch with Notes on its Birch Officials and Writers,NO_AUTHOR,aal_022822,1821-09-17,"Klosterets oeconomiske Bygninger og Jndretninger; Møller, Ladegaarde, Skove, Jagt og Fiskerie. Klosterets eller Aale- og senere Biørnsholms Birks Historie med Optegnelse paa dets Birkefogder og Skrivere. Klosterets og senere Biørnholms Markeds Historie."
1690,Klosterets oeconomiske Bygninger og Jndretninger,The Economic Buildings and Arrangements of the Monastery,NO_AUTHOR,aal_022822,1821-09-17,"Klosterets oeconomiske Bygninger og Jndretninger; Møller, Ladegaarde, Skove, Jagt og Fiskerie. Klosterets eller Aale- og senere Biørnsholms Birks Historie med Optegnelse paa dets Birkefogder og Skrivere. Klosterets og senere Biørnholms Markeds Historie."
1691,Klosterets og senere Biørnholms Markeds Historie,The Market History of the Monastery and later Biørnholm,NO_AUTHOR,aal_022822,1821-09-17,"Klosterets oeconomiske Bygninger og Jndretninger; Møller, Ladegaarde, Skove, Jagt og Fiskerie. Klosterets eller Aale- og senere Biørnsholms Birks Historie med Optegnelse paa dets Birkefogder og Skrivere. Klosterets og senere Biørnholms Markeds Historie."
1692,Klosterets eller Aale- og senere Biørnsholms Birks Historie med Optegnelse paa dets Birkefogder og Skrivere,The History of the Abbey or Aale and later Biørnsholm's Birch with Notes on its Birch Bailiffs and Writers,NO_AUTHOR,aal_022823,1821-09-17,"Klosterets oeconomiske Bygninger og Jndretninger; Møller, Ladegaarde, Skove, Jagt og Fiskerie. Klosterets eller Aale- og senere Biørnsholms Birks Historie med Optegnelse paa dets Birkefogder og Skrivere. Klosterets og senere Biørnholms Markeds Historie."
1693,Klosterets og senere Biørnholms Markeds Historie,The History of the Abbey and later Biørnholm's Market,NO_AUTHOR,aal_022823,1821-09-17,"Klosterets oeconomiske Bygninger og Jndretninger; Møller, Ladegaarde, Skove, Jagt og Fiskerie. Klosterets eller Aale- og senere Biørnsholms Birks Historie med Optegnelse paa dets Birkefogder og Skrivere. Klosterets og senere Biørnholms Markeds Historie."
1695,"Klosterets Jordebog, eller Optegnelse paa dets Jordeiendomme og Kirker","The Monastery's Land Register, or Record of its Lands and Churches",NO_AUTHOR,aal_022825,1821-09-17,"Klosterets Jordebog, eller Optegnelse paa dets Jordeiendomme og Kirker (saavidt kan samles) fra 1158 til 1573."
1697,Agerdyrkningslære,Agriculture Teaching,John Sinclair,aal_023128,1821-10-03,"John Sinclairs Agerdyrkningslære med bemærkninger om Havedyrkning og Skovanlæg. Udgiven paa Dansk under det Kongl. Landhuusholdningselskabs Bestyrelse, 12 Deel, med Forfatterens Portrait og 9 Kobbertavler, 65 Ark i Octav, indbunden i Velskbind 21 Mk., heftet 3 Rbd., i Materie 15 Mk. hos Rottbøll Sadolin."
1701,Klosterets eller Aale- og senere Biørnsholms Birks Historie med Optegnelse paa dets Birkesogder. og Skrivere,The History of the Monastery or Aale and later Biørnsholm's Birch with Notes on its Birch Parishes and Scribes,NO_AUTHOR,aal_023333,1821-10-15,"Klosterets deconomiske Bygninger og Jndretninger; Møller, Ladegaarde, Skove, Jagt og Fiskerie. Klosterets eller Aale- og senere Biørnsholms Birks Historie med Optegnelse paa dets Birkesogder. og Skrivere. Klosterets og senere Biørnholms Markeds Historie."
1702,Klosterets deconomiske Bygninger og Jndretninger,The Economic Buildings and Arrangements of the Monastery,NO_AUTHOR,aal_023333,1821-10-15,"Klosterets deconomiske Bygninger og Jndretninger; Møller, Ladegaarde, Skove, Jagt og Fiskerie. Klosterets eller Aale- og senere Biørnsholms Birks Historie med Optegnelse paa dets Birkesogder. og Skrivere. Klosterets og senere Biørnholms Markeds Historie."
1703,Klosterets og senere Biørnholms Markeds Historie,The History of the Market of the Monastery and later Biørnholm,NO_AUTHOR,aal_023333,1821-10-15,"Klosterets deconomiske Bygninger og Jndretninger; Møller, Ladegaarde, Skove, Jagt og Fiskerie. Klosterets eller Aale- og senere Biørnsholms Birks Historie med Optegnelse paa dets Birkesogder. og Skrivere. Klosterets og senere Biørnholms Markeds Historie."
1704,"Klosterets Jordebog, eller Optegnelse paa dets Jordeiendomme og Kirker","The Monastery's Land Register, or Record of its Lands and Churches",NO_AUTHOR,aal_023335,1821-10-15,"Klosterets Jordebog, eller Optegnelse paa dets Jordeiendomme og Kirker (saavidt kan samles) fra 1158 til 1573."
1707,"Lovise, eller De ulykkelige Følger af Letsindighed","Lovise, or The Unfortunate Consequences of Carelessness",NO_AUTHOR,aal_023742,1821-11-08,"J Mandags er paa Veien fra gl. Mølle op af Skolegaden tabt anden Deel af Bogen: Lovise, eller De ulykkelige Følger af Letsindighed. Finderen bedes imod en Douceur at aflevere Bogen, der tilhører Thomas Kiergaards Leiebibliothek, paa Addresse-Contoiret."
1708,"Lovise, eller De ulykkelige Følger af Letsindighed","Lovise, or The Unfortunate Consequences of Frivolity",NO_AUTHOR,aal_023743,1821-11-08,"J Mandags er paa Veien fra gl. Mølle op af Skolegaden tabt anden Deel af Bogen: Lovise, eller De ulykkelige Følger af Letsindighed. Finderen bedes imod en Douceur at aflevere Bogen, der tilhører Thomas Kiergaards Leiebibliothek, paa Addresse-Contoiret."
1709,Den Jgiendøde,The Deceased,Herr Vaasemose,aal_023775,1821-11-10,"Det forhen tilfals anmeldte Theater for Børn er af Birtræ, indlagt med Bronze og saaes med samt 3 oliemalede Decorationer og Figurer for 6 Rbd. bestemt Priis paa Konsens Nytorv Nr. 210. - Det gaaer tilagters med KunSkilderiet leverer følgende, saakaldte Epigram over Napoleon. Forfatteren er ikke nævnet, men Man seer strax, at det maa være Herr Vaasemose: Den Jgiendøde."
1710,"Lovise, eller De ulykkelige Følger af Letsindighed","Lovise, or The Unfortunate Consequences of Carelessness",NO_AUTHOR,aal_023790,1821-11-10,"J Mandags er paa Veien fra gl. Mølle op af Skolegaden tabt anden Deel af Bogen: Lovise, eller De ulykkelige Følger af Letsindighed. Finderen bedes imod en Douceur at aflevere Bogen, der tilhører Thomas Kiergaards Leiebibliothek, paa Addresse-Contoiret."
1711,"Lovise, eller De ulykkelige Følger af Letsindighed","Louise, or The Unfortunate Consequences of Carelessness",NO_AUTHOR,aal_023791,1821-11-10,"J Mandags er paa Veien fra gl. Mølle op af Skolegaden tabt anden Deel af Bogen: Lovise, eller De ulykkelige Følger af Letsindighed. Finderen bedes imod en Douceur at aflevere Bogen, der tilhører Thomas Kiergaards Leiebibliothek, paa Addresse-Contoiret."
1712,Chrirines Haab under de nærværende Christenforfølgelser,Chririne's Hope during the Current Christian Persecutions,H. G. Clausen,aal_024005,1821-11-24,"Derimod er i disse Dage paa Opfordring udgivet: Chrirines Haab under de nærværende Christenforfølgelser, Prædiken, holden i Trinitatis Kirke paa Reformationsfesten 1821, af H. G. Clausen."
1714,"Om Opelskning af Birketræer og disses Fortrin for andre Træearter, i Særdeleshed","On the Cultivation of Birch Trees and Their Advantages Over Other Tree Species, Particularly",C. P. Laurup,aal_024358,1821-12-15,"Hvo, som vil sælge et Skjærmbrædt med fire Fløie, og god Bratsch eller Violonce, kan melde sig paa Post-Contoiret Aalborg. Fra Pressen er udkommen: Om Opelskning af Birketræer og disses Fortrin for andre Træearter, i Særdeleshed. skovløse Egne, af C. P. Laurup. Oversat af Bang, Skovrider ved de Kongelige Skovanlæg paa Ahlhden, og faaes heftet for 3 Mk. hos de Herrer Boghandlere Jessen i Aarhuus, Elmenhoff i Randers, RottbølSadolin i Aalborg og her i Viborg hos Roedsted & Dous."
1718,lyriske Digte,Lyrical Poems,Professor Ochlenschlager,aal_024526,1821-12-29,"Til Subskription paa Professor Ochlenschlagers lyriske Digte indbydes paa Kiøbenhavns Boglader, og hos Forfatteren."
1721,Luthers Cathechismus,Luther's Catechism,NO_AUTHOR,aal_024957,1822-01-25,"Den erhvervedes og bestemmer, at hvert Barn skal have, saaledes som Testamentet byder, 1 Exemplar af Bibelen eller afdet nye Testamente, og istedenfor de andre i Testamentet nævnte Bøger, en nye Psalmebog og hvilke gudelige i Skolerne brugelige Bøger man maatte bestemme. Dertil bestemte man Luthers Cathechismus, Balles Lærebog og Thonboes Bibelhistorie."
1722,Balles Lærebog,Balle's Textbook,NO_AUTHOR,aal_024957,1822-01-25,"Den erhvervedes og bestemmer, at hvert Barn skal have, saaledes som Testamentet byder, 1 Exemplar af Bibelen eller afdet nye Testamente, og istedenfor de andre i Testamentet nævnte Bøger, en nye Psalmebog og hvilke gudelige i Skolerne brugelige Bøger man maatte bestemme. Dertil bestemte man Luthers Cathechismus, Balles Lærebog og Thonboes Bibelhistorie."
1723,Thonboes Bibelhistorie,Thonbo's Bible History,NO_AUTHOR,aal_024957,1822-01-25,"Den erhvervedes og bestemmer, at hvert Barn skal have, saaledes som Testamentet byder, 1 Exemplar af Bibelen eller afdet nye Testamente, og istedenfor de andre i Testamentet nævnte Bøger, en nye Psalmebog og hvilke gudelige i Skolerne brugelige Bøger man maatte bestemme. Dertil bestemte man Luthers Cathechismus, Balles Lærebog og Thonboes Bibelhistorie."
1725,Danske Markblomster,Danish Wildflowers,J. Wildt,aal_025876,1822-03-18,"Danske Markblomster, Nytaarsgave for Skuespilyndere, 1822, af J. Wildt, faaes indbunden for 9 Mk. hos Vogelius."
1726,"Nye Kogebog eller Anviisning til at koge, bage, stege, indsylte, henlægge, indslagte, anrette o. s. v.","New Cookbook or Instructions for Boiling, Baking, Frying, Pickling, Preserving, Stuffing, Arranging, etc.",Jacobsen,aal_025878,1822-03-18,"Nye Kogebog eller Anviis ing til at koge, bage, stege, indsylte, henlægge, indslagte, anrette o. s. v. af Jacobsen, Kok, hef. 2 Rbdlr. Rottbøll Sadolin, Boghandler og Bogbinder."
1727,Danske Markblomster,Danish Wildflowers,J. Wildt,aal_026201,1822-04-03,"Danske Markblomster, Nytaarsgave for Skuespilyndere, 1822, af J. Wildt, faaes indbunden for 9 Mk. hos Vogelius."
1728,"Danske Markblomster, Nytaarsgave for Skuespilyndere","Danish Wildflowers, New Year's Gift for Theater Lovers",J. Wildt,aal_026240,1822-04-06,"Danske Markblomster, Nytaarsgave for Skuespilyndere, 1822, af J. Wildt, faaes indbunden for 9 Mk. hos Vogelius."
1730,klygtige og spidssindige Sententser i Rettergang,Clever and Sharp Sentences in Legal Proceedings,Johan Dauw,aal_026464,1822-04-20,"Dersom Nogen her i Byen eller Omegnen maatte NB. være i Besiddelse af, og villig vil overlade følgende 2de smaa Skrifter af en Johan Dauw, forhenværende Præst i Aalborg Stift, nemlig: klygtige og spidssindige Sententser i Rettergang, trykt 1721, og upartiske Domslutninger, trykt 1717, da skeer mig en Tieneste, med at overlade mig samme for Betaling. Aalborg den 20de April 1822. Preetzmann."
1731,upartiske Domslutninger,Impartial Judgments,Johan Dauw,aal_026464,1822-04-20,"Dersom Nogen her i Byen eller Omegnen maatte NB. være i Besiddelse af, og villig vil overlade følgende 2de smaa Skrifter af en Johan Dauw, forhenværende Præst i Aalborg Stift, nemlig: klygtige og spidssindige Sententser i Rettergang, trykt 1721, og upartiske Domslutninger, trykt 1717, da skeer mig en Tieneste, med at overlade mig samme for Betaling. Aalborg den 20de April 1822. Preetzmann."
1733,klygtige og spidsfindige S. tenser i Rettergang,Clever and Subtle Sentences in Legal Proceedings,Johan Dauw,aal_027258,1822-06-08,"Dersom Nogen her i Byen eller i Omegnen, med NB. være i Besiddelse af, og villig vil overlade følge, 2de smaa Skrifter af en Johan Dauw, forhenværet Præst i Aalborg Stift, nemlig: klygtige og spidsfindige S. tenser i Rettergang, trykt 1721, og upartiske Domslutnintrykt 1717, da skeer mig en Tieneste, med at overlade i samme for Betaling. Aalborg den 3die Juni 1822. Preetzmann."
1734,upartiske Domslutnin,Impartial Judgments,Johan Dauw,aal_027258,1822-06-08,"Dersom Nogen her i Byen eller i Omegnen, med NB. være i Besiddelse af, og villig vil overlade følge, 2de smaa Skrifter af en Johan Dauw, forhenværet Præst i Aalborg Stift, nemlig: klygtige og spidsfindige S. tenser i Rettergang, trykt 1721, og upartiske Domslutnintrykt 1717, da skeer mig en Tieneste, med at overlade i samme for Betaling. Aalborg den 3die Juni 1822. Preetzmann."
1735,Don Juan,Don Juan,W. A. Mozart,aal_027360,1822-06-14,"Endagen den 17de. Don Juan, Opera i 4 Acter, bearbeidet til Musik af W. A. Mozart, af Professor L. Kruuse. Billetter til første Plads a 1 Rbdlr. og til Galleriet a 3 Mk., nes i Madame Rostrups Huus ved Østeraae og om Aftei ved Indgangen som aabnes Kl. 6."
1736,Hagbarth og Signe,Hagbarth and Signe,Oehlenschlager,aal_027395,1822-06-17,"Tirsdagen 18de Junii. Hagbarth og Signe, Tragødie 5 Akter, af Ridder Professor Oehlenschlager."
1737,Den lille Rødhætte,Little Red Riding Hood,Theaulon,aal_027396,1822-06-17,"Onsdagen den 19de. Den lille Rødhætte, Lyrisk Tryllespil i 3 Acter, af Theaulon, oversat ved N. T. Bruun. Billetter til første Plads a 1 Rbdlr. og til Galleriet a 3 Mk., faaes i Madame Rostrups Huus ved Østeraae og om Aftenen ved Indgangen som aabnes Kl. 6."
1738,Albertus Julius,Albertus Julius,Ochlenschlæger,aal_027768,1822-07-08,"Ochlenschlæger arbeider i denne Tid paa en Roman, hvorfor den gamle Roman: Albertus Julius skal ligge til Grund. Af hans paa Subskription udgivne Digte kan første Bind om et Par Uger ventes færdig fra Pressen. Han indkalder nu Subskriptionsplanerne."
1740,Camper v. d. Kenmeichen d. Lebens u. Tødes bey neugebohrnen Kindern,Camper on the Relationship of Life and Death in Newborn Children,NO_AUTHOR,aal_027842,1822-07-11,"Camper v. d. Kenmeichen d. Lebens u. Tødes bey neugebohrnen Kindern. Fr. 1777. Rose, Taschenbuch f. gerichtliche Aerste bey Leichense, nungen. Brem. 1801."
1741,"Rose, Taschenbuch f. gerichtliche Aerste bey Leichense, nungen","Rose, Pocket Book for Judicial Physicians at Autopsies",NO_AUTHOR,aal_027842,1822-07-11,"Camper v. d. Kenmeichen d. Lebens u. Tødes bey neugebohrnen Kindern. Fr. 1777. Rose, Taschenbuch f. gerichtliche Aerste bey Leichense, nungen. Brem. 1801."
1742,En nyttig og nødvendig Anviisning til velanstænSager,A Useful and Necessary Instruction for Well-Ordered Matters,NO_AUTHOR,aal_027850,1822-07-11,"En nyttig og nødvendig Anviisning til velanstænSager, fordansket. Kbhn. 1755."
1743,Kant om Opdragelse,Kant on Education,Heger,aal_027852,1822-07-11,"Kant om Opdragelse, oversat af Heger. Kbh. 18, Om den indbyrdes Underviisning, af Abrahamson, Mønster, 1ste Deel. Kbhn. 1821."
1744,Om den indbyrdes Underviisning,On Mutual Teaching,Abrahamson,aal_027852,1822-07-11,"Kant om Opdragelse, oversat af Heger. Kbh. 18, Om den indbyrdes Underviisning, af Abrahamson, Mønster, 1ste Deel. Kbhn. 1821."
1745,"Alvin og Theodor, en Lommebog for Børn","Alvin and Theodor, a Pocket Book for Children",M. Møller,aal_027854,1822-07-11,"Alvin og Theodor, en Lommebog for Børn, af Jaoversat af M. Møller. Kbhvn. 1804."
1746,Robinsons Colonie,Robinson's Colony,NO_AUTHOR,aal_027855,1822-07-11,"Robinsons Colonie, Fortsættelse af Campes Robiaf Hildebrand, oversat af Nygaard. Kbhvn. 18 106 O. Wollis nyttige Kundskab for Ungdommen, over Kbhvn. 1791. Lepetit magazin des ensaus. Paris 1783. And, Kiærbye, af Plum. Kbhvn. 1821."
1747,Campes Robiaf Hildebrand,Camp's Robiaf Hildebrand,NO_AUTHOR,aal_027855,1822-07-11,"Robinsons Colonie, Fortsættelse af Campes Robiaf Hildebrand, oversat af Nygaard. Kbhvn. 18 106 O. Wollis nyttige Kundskab for Ungdommen, over Kbhvn. 1791. Lepetit magazin des ensaus. Paris 1783. And, Kiærbye, af Plum. Kbhvn. 1821."
1748,Wollis nyttige Kundskab for Ungdommen,Wollis' Useful Knowledge for Youth,O. Wollis,aal_027855,1822-07-11,"Robinsons Colonie, Fortsættelse af Campes Robiaf Hildebrand, oversat af Nygaard. Kbhvn. 18 106 O. Wollis nyttige Kundskab for Ungdommen, over Kbhvn. 1791. Lepetit magazin des ensaus. Paris 1783. And, Kiærbye, af Plum. Kbhvn. 1821."
1749,Lepetit magazin des ensaus,The Little Magazine of the Insane,NO_AUTHOR,aal_027855,1822-07-11,"Robinsons Colonie, Fortsættelse af Campes Robiaf Hildebrand, oversat af Nygaard. Kbhvn. 18 106 O. Wollis nyttige Kundskab for Ungdommen, over Kbhvn. 1791. Lepetit magazin des ensaus. Paris 1783. And, Kiærbye, af Plum. Kbhvn. 1821."
1750,Kiærbye,Kiærbye,Plum,aal_027855,1822-07-11,"Robinsons Colonie, Fortsættelse af Campes Robiaf Hildebrand, oversat af Nygaard. Kbhvn. 18 106 O. Wollis nyttige Kundskab for Ungdommen, over Kbhvn. 1791. Lepetit magazin des ensaus. Paris 1783. And, Kiærbye, af Plum. Kbhvn. 1821."
1751,Jllade 3die og 4de Sang,"Iliad, Books 3 and 4",Homer,aal_027857,1822-07-11,"Homers Jllade 3die og 4de Sang, v. Meisling og Petersen. Kbhvn. 1810. loctatis Fanegyricus c. Mori. Lipa. 1804."
1752,Fanegyricus c. Mori,Fanegyric on Death,NO_AUTHOR,aal_027857,1822-07-11,"Homers Jllade 3die og 4de Sang, v. Meisling og Petersen. Kbhvn. 1810. loctatis Fanegyricus c. Mori. Lipa. 1804."
