original_title,count
"Rosen, en Kriminal, historie",1
Nordiske Kæmpe=Historier,1
"Kogebog, eller Anviisning til at koge, bage, stege, indsylte, henlægge, indslagte, anrette o. s. v.",1
Sognefrihed for Menigheden og Lærerfrihed for Præsterne,1
Danmarks National- og StatsHuusholdning,1
Chemie for Landmænd,1
Almanakker 1812,1
Jntriquen,1
"De to Galeislaver, eller: Møllen ved St. Aldervon",1
Skrivkalender 1812,1
Justs ABeillumineret,1
"Michel Perrin, eller: Politispionen, uden at vide det",1
Skovs Register,1
En Oldings Gjentone af Hjertets Følelser,1
Fallesens Magazin for Religions Lærere,1
Skrivkalendere og Almanakker for 1812,1
Mit populære Foredrag over Astronomien,1
Sammes Ariebog,1
Ariebog,1
det græske Ny=Testament,1
Den homoopathiske Huus- og Reiselæge eller uundværlig Hjelpebog for alle Huusfædre paa Landet,1
Endnu et Halvhundreder af Speckters Fabler for Børn,1
"Oversigt over de de Skatter, Border og Paalæg",1
Pariser Drengen,1
"Oversigt over de de Skatter, Byrder og Paalæg",1
Duett for Tenor og Bass,1
Divertimento for Fløite og Piano-Forte,1
Den danske Hof= og Statskalender for 1811,1
Dannerkongen Frederik den Sjettes Historie,1
Regeln uber den rictigen Gebrauch der dentschen Casusso,1
Engelsk Formlære med et Tillæg om Hjelpeverbernes Brug,1
"De mærkeligste Begivenheder under Danmarks Konger, fra de ældste, til vore nuværende Tider",1
Landkortene,1
Jtalienske Noveller,1
"Lyksalighedslære for Menneskets physiske Liv, eller Kunsten at benytte Livet og tillige bevare og uddanne Sundhed, Skjønhed, Legems- og Aandskraft",1
Engelsk Læsebog efter en ny Methode,1
"Samling af Forordninger, Rescripter, Resolutioner, Concellie-Circulairer og Promemorier",1
Grundtvigs Optrin af Norners og AfersKamp 1ste Deel,1
Tankesprog,1
Sportel-Tabeller,1
Digterminder. Allernyeste Ariebog 1833,1
Modelalderens og den nyere Historie,1
Laust Skalles Faaklaring,1
Vinterblomster en Nytaarsgave for begge Kjøn 1812,1
"Konebue, dramatiske Lommebog",1
AVERTIA,1
Huusbonde og Coende Begge bør være,1
ANISTIANISSIIIIIIIIIIIIIIIIIES Sange,1
Muusbonde og Tyende,1
"Huusbonde og Eyende, Beggebør være",1
Hyrdebrev i Anledning af Ritualets Forandring,1
Galingen et Lystspil,1
Skovs Register 1810,1
Ariebog 1833,1
Executores testamenti,1
Chressomathia Ciceroniana,1
"Huusbonde og Tyende, som Begge bor være",1
Selskabssange,1
Dialoger og Skizzer,1
Kogebog for smaa Huusholdninger,1
Grundtvigs Sørgeqvad over Prinds Kristian,1
Svar paa Hr. Pastor Carstens Bemærkninger over mine Berigtigelser ved hans Skrivt om Alheden og dens Colonier,1
Forelæsninger den bibelske Historie,1
Engelstofts Skoleannaler,1
Oekonomiske Annaler,1
Almanaker for Aaret 1841,1
Familienbibel für mahrhafGebildete,1
Nordens Gjenforening,1
Veltrufne. Silhouetter,1
"La parisienne, varieret af H. Herz",1
Er Nordens Forening ønskelig,1
Beckers Anviisning til Tobaksplantning,1
Beckers Dito til Tobaksavl,1
Stochholms Veiledning til Høravl,1
Haandbog for Ungdommen,1
Eunomia,1
Arkiv for Retsvidenskaben og dens Anvendelse,1
Et fortrinligt landekonomisk Skrift,1
Selskabs-Sange,1
Anviisning til Tobaksplantning,1
bemærkninger Horavlen betreffende og dennes Behandling indtil Brydningen,1
Halvtredsindstyve gyldne Regler for unge Hustruer,1
Digt om Byens Tjenestepiger,1
Volks Kalender 1821,1
"Variations concertantes, for 2 Piano-Forte",1
Medicinaltaxt for 1811,1
"Souffleurens Benefice, eller: Opførelsen",1
Broncehesten og Sylphiden,1
Trylle-Bogen,1
Skudsmaalsbøger,1
Den danske Hof- og Statskalender for 1811,1
Tordenskjolds Levnet,1
Aabent Vennebrev til en Engelsk Præst,1
Den danske Hof- og Statskaalender for 1811,1
Flora danica,1
Pontoppidans danske Atlas VII Tom.,1
Bedømmelse over Grundene for udødelighed,1
Beskrivelse over Jylland 2den Deel,1
hellige Daabsvagtallerunderdanigst,1
Drommebilleder eller min Vandring igjennem Livet,1
Lommebog for Lombrespillere,1
Forsøg til at forlkare 1ste Moseb.,1
Samling af blandede Digte,1
Lommebog for Skakspillere,1
flyvende politiske Blade Nr. 26,1
Bugges Lommebog i Materie,1
Birchs Udtog af Bebelhistorien,1
Fordanskning af L. A. Senecas samtlige Værker,1
Heibergs Skuespil Anden Deel,1
"Skrivt og Sangens Historie og Tilstand i Danmark, samt især om Midlerne til at forbedre Kirkesangen",1
Samling af Skuespil for den danske Skueplads,1
Chronologisk Tabel,1
Forklaring over Joh. Aabenbarings13 - 20 Cap,1
Autobiographie,1
Blomsterbedene eller moralske ogsatiriske Tanker,1
Bidrag til Berberissernes Forsvar,1
Betragtninger i Anledning af Professor Dr. VedelSimonsens Forslag til historiske Topegrarbiers Udarbeidelse,1
Allerunterthanigster Bericht an die Königliche Danische Rentekammer,1
Ulrittes Flugt,1
Marioner,1
P. Virgilii Maronis operd,1
P. Virgilii Maronis opera,1
"Prædikener, holdne i Viborg Domkirke i Aaret 18228",1
Rimede Smaaeting og Efterligninger,1
"Bellona, et Tidsskrivt til Kundskab om den nyeste Tids Krige og Krigende",1
Maanedsskrivt for underholdende Æmmer,1
Hudiatur et altere pars,1
Ciceronis orationer selecter,1
Bibliothek for Pianoforte=Spillere,1
Concordancia Bibliorum bebraica & caldaica,1
"Thelia, en Lommebog for Skuespilyndere",1
Sammel nyeste A B C,1
Concordancia Bibliorum hebraica & caldaice,1
Justs Gode Raad,1
Rummer 777,1
"Sangeren og Skræderen, eller: Tonekunstens Magt",1
Bjørnene og Bassaen,1
"Prædikener, holdne i Viborg Domkirke i Aaret 1828 og 1829",1
Nyt Repertorium for Moerskabslæsning,1
Alphabetiske Real-Register til Juridisk Arkiv,1
Michaelis Oversættelse af det gamle og nye Testamente,1
Nye Katekismer,1
Hertha,1
"Plettebog, eller Underretning om at tage ved sikkre Midler alle Slags Pletter af Silke, Fløil og Klæde",1
Hjertets Følelser i Livets vexlende Forhold,1
Haandbog for denlæsende Ungdom,1
liden Cathechismus,1
Privattheatret i Maanedsroserne,1
Samling af Prædikener,1
Haandbog i den danske Kriminairet,1
Sørgespil,1
Det betlehemste Parnemord,1
Platos Eutyphron,1
Herren og Slaven,1
Kalkbrænderen,1
Bruddommen fra Hamborg,1
"Blomster=Gartneren eller Anviisning til at anlægge Blomsterhauger, opelske og pleie de skjønneste og mees yndede Blomsterverter",1
de Udvalgtes Krone,1
"Supplement til Haandbogen for Præster især deleshed med Hensyn til de Embedspligter, Lovgivningen foreskriver dem, med et Anhang om Præsten som Beneficiarius",1
Møllers Huuspostil,1
"Nattevandrersken, eller: Søvngjængerinden",1
Birchs Udtog af Bibelsk Historie,1
Thonboes Bibelske Historie,1
"Discipel-Streger, eller : De smaa Vildttyve",1
falbuden,1
"Latinsk Primitiv=Lexicon, Sprogets Røgle",1
De to smaae Savoyarder,1
Fesus i Gethsemane,1
Bibelskhistorie Vo. 2,1
Fesus i Gethsemanne,1
NetFesus i Gothsemane,1
Anmærkninger til Anordningerne ang. Almueskolevæsenet,1
den velmenende Raadgiver,1
Akademiske Tidender,1
Historisk Vademecum 1833,1
Vorchristelige Troes Forsvar,1
Schous Chronologiske Register for 1812,1
En Svenskers Søndebrev,1
Forsøg til en almeenforstaaelig Oversættelse af Pauli mindre Breve,1
"Prædikener, holdne i Viborg Domkirke i Aaret 1828 og 1819",1
Jodefeiden og Taarups aftvungne Svar til Etatsraad Bærens,1
Bastholms Tanker,1
Allerupeste Ariebog 1833,1
Anecdot-Samlingen,1
Syv militaire Piger,1
Vor Tids Mennesker,1
maandbog for den læsende Ungdom,1
Moses og Jesus,1
"Sex almeennyttige, probat befundne Recepter",1
Seerjer i Speil,1
De to Galleislaver,1
Maandbog for den læsende Ungdom,1
Pansk Ordbog,1
Molbeks Ditmarskens Historie,1
den slesvigholstenske Historie fra Aar 1523 til 1823,1
"Mulvarpejægeren. eller Kunsten at fange Muldvarpe paa en tilforladelig, ganske sikker og mørende Maade i Haver og paa Enge",1
"Huus, og Kunstbog, eller Samling af udsøgte Forskrifter til Brug for Huus, og Land=Oeconommer, Profesionister, Kunstnere og Kunstelskere",1
Latinsk Grammatik,1
Skolemesteren og hans Kone,1
"Adolphog Clara, eller: de to Arrestanter",1
Troldkjærlingen,1
"Boghandler Brækvand, eller Jllumination og Stokkeprygldandsen i Ratzeburg",1
Regnskab over Aalborg Kjøbstads Fattigvæsen,1
Lærebog i Bibelhistorien,1
"Huus, og Kunstbog, eller Samling af udsøgte Forskrifter til Brug for Huus, og Land=Occonomer, Profes sionister, Kunstnere og Kunstelskere",1
Vennernes Fest eller Testamentet,1
Herslebs Lærebog i Bibelhistorien,1
Lærebog i Bibelhestorien,1
Den lille Landvæsensskole eller de vigtigste Regler for Dem som forberede sig til Landvæsenet,1
Biblioteca Danorum Medica,1
"Huus- og Kunstbog, eller Samling af udsøgte Forskrifter til Brug for Huus, og Land Oeconomer, Professionister, Kunstnere og Kunstelskere",1
Cholera indica,1
"Danmarks Handel, Skibsfart og Pengevæsen",1
Skriftet,1
"Bidrag til at besvare Spørgsmaalet, om Valgret og Valg: barhed til de raadgivende Stændemøder bør tilstaaes",1
den sidste Mohikaner,1
Skjærsilden,1
Undersøgelses-Reise til Østkysten af Grønland,1
Politische Freiheit,1
Conradsenske Overfaldsag,1
Briefe eines Verstorbenen,1
Fibelbræt for Børn som begynde at læse,1
Læsetabellerne til den forkortede indbyrdes Underviisningsmethode,1
Sognepræstens og Bondens gjensidige Forhold,1
Tønders Morder,1
Nye Samling af Prædikener,1
Udvalgte Psalmer,1
Den danske Bondeven,1
Jacobsens meget yndede Kogebog,1
Himmelen og Jorden,1
Om Troesbekjendelsens Form i den danske Kirke,1
Ligningen,1
Herschel populaire Astronomie,1
De første Grunde i den almindelige Mathematik,1
"Grundtræk af det dobbelte Bogholderies Methode, samt Anviisning til dens Anvendelse ved danske Amtstuer",1
Christendommens Trøst i mørke og mødefulde Timer,1
Haandbog for mindre Godseiere og samtlige Jordbrugere,1
"Kort Anviisning til, paa en let fattelig Maade at ordne Træer, Buske og urteagtige Planter",1
Samling af danske Sange,1
"Udvalgte Sange af fremmede Componister, med Accompagnement af Pianoforte",1
Leitfaden für angehende Lehrer und Lehrerinnen im Clavierspielen,1
"Vinter-Salonen 1812 & 1813, udvalgte nye Dandse for Pianoforte",1
"Folke-Sange og Melodier, fædrelandske og fremmede",1
"Pracht-Ausgade, Pianoforteschule des Conservatoriums der Musik in Paris",1
"Ny Enterpe, Visebog for Damer og Herrer",1
Thorvaldsen og hans Værker,1
Læseskolen,1
Den norske Constitutions Historie lige fra dens Oprindelse indtil den nærværende Tid,1
"Hanna, Digt i ti Sange",1
Dansk Grammatik med Opgaver til Øvelse,1
Monologer,1
"En Sygehistorie, fortalt af en Læge",1
"Om Valget, Brugen og Nytten af Briller",1
Planterigets Naturhistorie,1
Regneskolen,1
Hjorts danske Læsebog,1
Das gerettede Malta,1
Sørgetale over Geheime-Statsminister Ove Malling,1
Processen,1
Kongen og Historieskriveren,1
En lille Feil,1
Moncris,1
Borhours og Boileau,1
Almeennyttig Haandbog for mindre Godseiere og samtlige Jordbrugere,1
Hverken Kone eller Pige,1
Sielden Høimodighed,1
Cooks Død,1
De ostindiske Conjurorer,1
Persernes Ceremoniel ved at skrive og aflevere Breve,1
Blandinger: En Morgen i Madrid,1
Henrik den Fjerdes første Kjærlighed,1
Breve fra en kjærlig Moder til hendes ulykkelige Datter,1
Curiosa,1
Icones Amphibiorum,1
Icones Piscium,1
Anviisning til at mergle,1
Udtog af Forordninger pro 1833,1
Agnete og Havmanden,1
Nød= og Hielpebog,1
En Hverdagshistorie,1
"Professor og Ridder Rasmus Nyerups Levnetsløb, beskrevet af ham selv",1
"Hvilken Regjeringsform er den bedste, En Tale",1
"Juridisk Stat, eller Fortegnelse over de Kandidater, som have underkastet sig latinsk juridsk Embeds=Exammen ved Kjøbenhavns Universitet efter 7 Mai 1788",1
"Grever og Baroner, Piger og Matroner, Herremænd og Bønder, Kjældermænd og - Synder, Nye Samling af Gaader og Charader",1
Drei Tage aus dem Lebenslaufe eines Spielers,1
Et hjærligt Karvel til mine Konfirmander,1
"Prædikener, holdne i Aaret 1829 i Viborg Pomkirke",1
Almindeligt Varelexion,1
Dansk Synonymik eller Forklaring af eenstydige danske Orved,1
"Tale, holden i Selskabet Polyhymnia paa Hs. Majestæt Kongens Fødselsdag den 28 Jan. 1830",1
Lady of theLake,1
"Syv Aar, et Bidrag til et nordisk Hofs hemmelige Historie",1
Palmer og Sørgeprædiken,1
Dansk homletisk Magazin,1
Landoeconomisk Maanedsskrift,1
Fløten Schule von Fürstenau,1
Lille Fløite=Skole,1
"Romance af Operaen Wilhelm Tell, for Planoforte",1
Vene praktiske Guitarre=Schule,1
Theoretisk-praktisk Violin=Skole for Begyndere,1
P. Balliots praktiske Violin=Schule,1
Nene praktiske Violinschule,1
Praktisk Skole for Clarinet,1
Anviisning til i kort Tid at lære Børn Noder,1
Nene practiske Pianoforte-Schule,1
Nene Pianoforte=Schule,1
Praktisk Sang= og Guitar=Skole for Folket,1
Ridder-Romaner,1
dansk og norsk almindelig ældgammel Moerskabslæsning,1
"Gustav og Theodore, eller Grev Rosen og hans Families Hændelse før, under og efter Pesten i Kbhavn 1711",1
Grave og Minde-Sange,1
den kongelige Lands Overrets samt Hof= og StadsRets Kiendelse og Dom i Sagen Dr. Prof. Theol. H. N. Clausen contra Pastor N. F. S. Grundt,1
the Chronicle of the Canongade,1
Korsfarernes Eventyr,1
the Lay of the last minstrel,1
Douglas,1
Guy Mannering,1
Wawerley,1
Breve til hans Beslægtede,1
the border antiquities of England,1
Øernes Herre,1
Rokeby,1
DonRoderiks Syn,1
Røde No. bin,1
Engelsk dansk og dansk engelsk Lommeordbog,1
Wessels samtlige Skrifter,1
Peder Paars,1
24 tostemmige Sange til Skolebrug,1
Lov og Ret for Hvermand og Bønder,1
Dansk Huusret for Hvermand,1
Formularbog for Hvermand,1
Kinder=Klavierschule,1
Forsynets Vei,1
Prinds Otto af Danmark,1
Kong Erik og de Fredløse,1
Waldemar Seier,1
Waldemar den Store og hans Mænd,1
Jngemanns samlede historiske Digte og Romaner,1
"Flovn, eller almeennyttig Haandbog for Blomsteryndere",1
"Napoli, Ballet-Pantomime, 11. Tarentelle",1
Brevbog for Hvermand,1
Praktisk-theoretisk Pianoforte=Skole,1
Pastor J. C. Jensens Anviisning til et velindrettet Landbrug for Bondestanden,1
Lov- og Retstidende for Hvermand,1
Maanedstidende for Lov og Retfor Herremænd og Bønder,1
Leths Huuspostil,1
Anordning om Vands Afledning eller Afbenyttelse til Jordens Forbedring,1
Strikkebog til Skole= og Huusbrug,1
Maanedsskrift for Børn,1
Bonden i Tivoli,1
Haandbog i Vexelretten for Kongeriget Danmark og Staden Flensborg,1
Engelsk Læsebog for Begyndere,1
Tydske Stiløvelser til Skolebrug og Privatunderviisning,1
Prøver af en ny dansk Oversættelse af det gamle Testament,1
Kommentar til andet Korinthierbrev,1
Liebigs chemiske Breve,1
praktiske Anviisning til Meieriekøers fordeelagtigste Vinterpleie,1
Fem Comoedier af Holberg,1
Consulatets og Keiserdommets Historie,1
En retskaffen Bestyrelse det værdigste Offerpaa Velgjørenheds Alter,1
"En Tale, holden i LahusStiftelse forhjelpeløse Børn",1
Anden Deel af Pastor Grundtvigs Oversættels af Saxo og Snorro,1
"Keiser Frederik den 1ste og Gela, de tvende Brødre",1
Sagn fra Rhinegnene fra Midten af det tolvte Aarhundrede,1
Frøken Scuderi,1
"Afhandling om Sjælens Udødelighed og Bibe, lens Ægthed",1
Vaudeville Digteren Scribe,1
"Harmonia, eller nyeste Visebog for Damer",1
Skoleforskrifter til Underviisning i Skjønskrivning,1
"Franske Sprogøvelser, Choir d'entretiens francais Pusage de la jennesse et surtout des damer",1
Huusvennen. Underholdninger i Familiekredse,1
Løvtale over Daniel Ranzau,1
Galningen,1
"Noveller, berg, første Bind",1
Toiletkunstrecepter,1
Poetisk Lommebog for 1820,1
"Fortællinger, tildeels efter Kriminalakter",1
Tidsskrivt for Naturvidenskaberne,1
Erstes und zweites Buch für Kinder,1
"Schilderungen ans Natur, Welt und Menschenleben",1
Ein Bilderbuch für gute Töchter,1
Euphrosyne oder deutsches Lesebuch zur Bildung des Geistes und des Herzens,1
Das Buch der Mährchen für Kindheit und Jugend,1
SaraSmorros Troniken,1
"Euphrasia, Taschenbuch for geselschaftliches Spiel und Vergnugen",1
Cornelia 1822,1
Beckers Taschenbuch zum geselligen Vergnuger 1822,1
Taschenbuch der Liebe und Freundschaft gewidmet 1822,1
Taschenbuch zum geselligen Vergnugen 1822,1
Minerva 1822,1
Frauentaschenbuch 1822,1
Kortfattet paa Erfaring grundet Anviisning til en simpe og ubekostelig Anvendelse af den indbyrdes Underviisning i Landsbyskolernes 1ste Klasse,1
Sammlung neuer Muster zum Stikken in Plattstiund Tambourin 1832,1
"drei Gebete eines Freigeistes, eines Christen und eines guten Kønigs",1
"Figurer til Tegneøvelser, efter Thorvaldsen",1
Efterretning om nogle af Fyens Stifts Leagter og offentlige Stiftelser,1
Kongeriget Danmark chordgraphiske Beskrivelse,1
"Historie om Ditmarsker=Krigen, Aar 1500, og Ditmarskens Erobring under Kong Frederik den 2den",1
Prindsesse Scheherazades Fortællinger 1ste Deel 3die og 4de Hefte,1
"Om Fattigvæsene, i Sønder-Tranders Sogn, fra Begyndelsen af 1804 til Slutningen af 1808",1
En Reise fortalt i Breve til mit Hjem,1
Jdeale weiblicher Anmuth,1
Taschenb. fun1842,1
Taschenbuch für religiøse Dichtungen,1
Taschenb. für dentsche Frauen,1
Geschichte der franz. Revolution,1
Denkmaler,1
Elisabeth on les exiles de Siberie,1
Oeuvres completes,1
dramatische Werke,1
"Prindsesse Scheherazades Fortællinger, eller de saakaldte Tusind og een Nat",1
"Pigernes Paradis, en østerlandsk Fortælling efter det Franske",1
"De tvende Mestertyve eller Tvillingbørnene fra San Fiorenzo, en sand Tildragelse",1
"Forsvarstale for Philosophien, med Tilbagedrivelse af N. T. S. Grundtvigs Angreb paa samme",1
Udsigt over Verdenskrøniken fornemmelig i det Lutherske Tidsrum,1
Almindelig Kirkebøn og Kolletter paa Jubelfesten den 31 Octbr. og 2 Novbr. 1817,1
"Reformationsfesten 1817 eller Dr. Morten Luthers Levnet, samt Efterretninger og Jubelfesten 1717",1
Fuldstændig og authentisk Beskrivelse oversamtlige Høitideligheder i Kongeriget Danmark ved Reformationsfesten Aar 1817,1
Die deutscher Schriftsteller,1
Dr. Morten Luthers Levnet og Reformationens Begyndelse,1
Den augsburgske Troesbekiendelse,1
Falsk Undseelse,1
L. A. Senecas Breve,1
Bibelske Prædikoner efter Tidens Tarv og Leilighed,1
Wallenstein,1
Ueber die endliche Erhebung Germansens,1
En twureiner deutschen Gesellschaft,1
Udsigt over den danske Reformationshistorie,1
Danrigets Lykønskninger,1
Plakaten,1
Fattig Reglementerne,1
Dansk og norsk Nationalværk eller almindelig og ældgammel Moerskabslæsning,1
Clotilde eller den ulykkelige Skat,1
Kjolen paa Vandring eller Jøden som Underofficeer,1
Nye Moerskabsblomster,1
C. F. Ebers kortfattet Syngeskole,1
Attestats og Forlovelse,1
Der Arztals Hausfreund,1
Anmærkninger til Jndberetningen af den 1827 allernaadigst anordnede Kommission til at undersøge det Kongel. Frederiksborgske Stutterie,1
Polstorffs skjønne Opbyggelsesbog,1
Christelig Trøst og Opmuntrings=Bog,1
Baggesen,1
Robin Hod,1
En Aftenunderholdning paa Dagbjerg Dos,1
Ny original dansk Kage- og Konditorbog,1
"Et Mord, begaaet paa Lærredshandleren Valentin Zau",1
Abbed de Choisysom Fruentimmer,1
"En høimodig Handling, af den nyeste Historie",1
Mateo Falcone,1
Gyldencrones Reise i Sverrig i Aarene 1697. og 1698.,1
Doctor Francia,1
Maanedsskrivt for underholdende Æmner,1
"Reinhold, eller den hemmelige Opdragelse",1
Søemands Tidsfordriv eller ny Samling af Orlogs= og Søemands=Sange,1
Tale og Prædiken ved Deres Kongelige Høiheders Kronprindsesse Carolines og Prinds Frederik Ferdinands Formæling,1
"Digtninger, bestaaende af Kantater, elegiske og blandede Digte",1
Fødselsdags=Foræringen,1
Defalske Nøgle,1
Den dovne Laurence,1
Almindelig dansk Husret,1
Haandbog for Blomsteryndere,1
"Den oprigtige Almanakmand, en saare kuris og nyttig Bogfor Ungdommen, Borgerfolk og Landmanden",1
Tredie Aars=Beretning fra det danske Missionsselskab,1
"Traktatselskabs Skrifter No. 27, 28 og 29",1
Nye almeennyttig Samler,1
"Holbergs Komedier, nye Udgave",1
"Om Jordklodens Forhold til Alverdenen, og om Hovedforandringerne paa Jordens Overflade",1
Ridder Peveril paa Høien,1
Fire Prædikener,1
"Pierre leGrand, den første Flibustier",1
"Ny Kogebog eller Anviisning til at kogebage, stege, indsylte, henlægge, indslagte, anrette o. s. v.",1
Robinson den Yngres Tilbagereise til sin Oi Selskab med sine Børn,1
"Den lille Blomsterhave, eller mørende Fortællinger af det virkelige Liv",1
Huusdyrenes Naturhistorie,1
Harejagten,1
"Mandfolkene og Fruentimmerne som de vare, som de ere og som de ville blive",1
Et fædrelandsk Sørgespil,1
Etatsraad Schouschronologiske Register og Udtog af de Kongel. Forordninger,1
Grynposen,1
Den pavelige Soldat,1
Scener af Bastillen,1
Femten Fangers Flugt af Revolutionsfængslerne i Lyon,1
Aline,1
Forsøg til en Beskrivelse over Ringe Sogn,1
Adam og Ana,1
Adam og Eva,1
Kong Christian den 4des Dagbøger,1
"Taschenbach, der Liebe und Freundschaft gewidmet",1
Veiledning til et godt Jordbrug for den danske Bondestand,1
Vergismennicht,1
Taschenbuch der Liebe,1
Taschenbuch dramatische Blüthen,1
Monsrosen,1
Kleiner Geschenk,1
Huldiging den Frauen,1
Gothaische Almanach,1
Magazin for Reiselagttagelser,1
Om Sognebaandets Løsning,1
"Ariston, eller danske historiske Skildringer af menneskelig Sjelstorhed og Hjertensgodhed",1
"Det muntre Reiseselskab, eller flere Hundrede moersomme Anecdoter og vittige Jndfald",1
"Hulda, eller nyeste Samling af Opera-Sange",1
"Hedningemaren, eller Bennedictinerne",1
Tale om den angsburgske Troesbekjendelse,1
"Fiskerpigen, eller Had og Kjerlighed",1
"Vilhelmine og Philippine, eller de gamle Jomfruer",1
"Beretning om mine ulykkelige Hændelser paa Jsen, den 2den Januar 1830 og et Par Alvorsord til Gjendrivelse af nogle Rygtesmedes løgnagtige Fortællinger",1
Dansk Grammatik med Læsebog for Engelændere,1
Erik den Fjorteende,1
Til mig som Konge,1
Digte af Kong Ludvig af Bayern,1
Forsvar for Frimurer=Samfundet,1
"Coustos Lidelser, i den gyselige Jnqvisition i Portugal",1
En Beretning om Frimureren,1
Avis aux lectrices,1
Abeilard og Helvise,1
St. St. Blichers Noveller 5te Deel,1
J. F. W. Herschels populaire Astronomie,1
"Kunsten at forbedre en fra Fødselen af svagelig Legemsbeskaffenhed, og saaledes udrydde Anlægene til fremarvende Sygdomme",1
"Guldmageren, en romantisk Begivenhed fra det forsvundne Aarhundrede",1
Om Landmilitairvæsenet og Søeindrulleringen i Danmark,1
Lægmand taler til Lægfolk om Krigen imellem Lægerne,1
Naturhistorisk Lærebog for de første Begyndere,1
Samling af fædrelandske Digte,1
Frimodig Gjendrivelse af Hs. Høiærv. Hr. Biskop Dr. J. P. Mynsters Forsvar for den privilegerede Vaisenhuus=Catechismus,1
Om forberedende og høiere Realskoleunderviisning,1
Kongebruden,1
Brandes Forelæsninger over Naturlæren,1
den pract ske Landmands Haandbog,1
Sange til Skolebrug,1
"Mineralvandenes Nytte og Anvendelse, med nærmest Hensyn paa Rosenborg Sundhedsbrønde",1
"Den handlyste Kjærlighed, eller Gravhve vingen under Frue Kirke i Kjøbenhavn",1
"Den Forliebtes Omvendelse, Comedie 12 Acter",1
Den Jørgen Ulrik (Christian den Fjerdes og Kirstine Munk Søn),1
"En Christens Pligt at prøve Aanderne, om de ere af Gud",1
Bidrag til en Udsigt over dansk Digterkunst under Kong Christian den Syvende,1
"Børsums Reise til Constantinopel, Palæstina og Ægypten",1
Sybellarium Minervæou Cours de Lecture,1
Petites remarques sur la grammaire frangaise,1
Om det videnskabelige Liv,1
"Eyr, et medicinsk Tidsskrivt, 1828, 3die Binds 4de Hæfte",1
"Sane Valentiins Dag, eller den smukke Pige i Perth",1
"Valgte Stykker af den græske Anthologie, 1ste Hæfte",1
"Reinhard, eller den hemmelige Opdragelse",1
Barselstuen,1
Jacob v. Thyboe,1
den politiske Kandestøber,1
"Holbergs Gallerie, 1ste Hæfte",1
Hrolf Krake,1
"Bagerdrengen, som Minister",1
Formularhaandbog,1
Nydansk Læsebog for de første Begyndere,1
Kortfattet engelsk Sproglære,1
Kortfattet tydsk Sproglære,1
"Dr. Johannsens Religionsforedrag, oversat af Etatsraad Rahbek, 1ste og 2den Deel",1
Tvende mærkværdige Omvendelseshistorier,1
Brudegave til alle elskværdige Huustroer,1
"Sisland, Lommebog for 1829",1
"Samling af Kunst-Stykker, Gaader og Charader",1
Veiledning til at gaae irette og føre Sager,1
"Hans Nielsen Hauges Liv, Virksomhed, Lære og Skrivter",1
Et Udvalg af Sange,1
Nytaarsgave for Damer 1829,1
Jesu Moral,1
Haandbog for Mødre,1
Pastor Brasens Afskedsprædiken,1
Regne Tabeller for Begyndere,1
Min A. B. C.,1
"Antitheser eller Bidtag til rigtigt Begreb om Grundeiernes og Kapitalisternes betænkelige, og Debitorernes skrækkelige Stilling",1
Krusens allgemeiner und besønders Haburger Contorist,1
Min ABC. for Begyndere,1
"Blomsterbedene, eller moralske og latinske Tanker",1
Theoretisk practisk Regnebog,1
Maria,1
"Eders Hjerter forfærdes ikke, og forsageikke Prædiken paa 1ste Pintsedag 1848",1
Begivenhederne i Fyen under de franske og spanske Troppers Ophold her i Landet i Aaret 1808,1
RegensVisebog samlede af Hostrup og Lyngby,1
"Niels Juul og hans Samtid, et historisk Maleri fra Midten af det 17de Aarhundrede",1
Grundtvigs danske Kæmpeviser,1
"Holger Danske, et Digt i fem Sangkredse",1
Jensens Anviisning til et velindrettet Landbrug for Bondestanden,1
"Nyeste Farvebog, eller Anviisning til paa en let og billig Maade at farve saavel Linned og Uldent, som og flere andre Slags Tøier",1
"Prædiken, holdt ved Landemødet i Aalborg den 5te Juli 1818",1
Poester,1
Svar paa Hr. Pastor Carstenss bemærkninger over mine Berigtigelser ved hans Skrivt om Alheden og dens Colonier,1
"Tredive Sange til Brug, for Asyler og Almueskoler",1
"Taktik for Subalterne-Officerer af Jnfanteriet og Cavalleriet, 1ste Hefte",1
Napoleons Felttog i 1815,1
"Klausenburg, en Spøgelse Historie",1
bibelske Sange,1
Anviisning for Kudske og Enhver,1
"40 Taktik for Subalterne-Officerer af Jnfanteriet og Cavalleriet, 1ste Hefte",1
"Fuldstændig Formularbog, eller Anviisning til at affatte og prøve de vigtigste og sædvanligste Dokumenter",1
Liftige Paafund af Smuglere,1
nyeste Dyrlægebog,1
Molboen i Kjøbenhavn,1
Holstes Lidetraad,1
Om Malkekøers Pleie og Røgt,1
Hestens Behandling paa Reiser og i Krigen,1
Tredive Sange til Brug for Asyler og Almueskoler,1
Samling af 1300 danske Ordsprog,1
Nytaarsgave fra danske Digtere,1
Brødrene Grønning,1
nyeste Billed=ABC,1
Børnelege efter det Franske med Kobbere,1
Billedbog for Drenge med 7 Kobbere,1
"Augusts Forvandlinger, eller Drengen i 6 Skikkelser",1
Ulfeldt og hans Samlid,1
"Jsabellas, Forvandlinger eller Pigen i 6 Skikkelser",1
"Lehrs nye billedbog, indeholdende Eventyr og Fortællinger for Ungdommen",1
