;article_id;date;predicted_category_tf_idf;evaluation_tf_idf;predicted_category_embs;evaluation_embs;category;true_label;bog_teater;text
354204;ode_198230;1848-04-18;Jndenlandsk;t;Jndenlandsk;t;(Jndsendt.);;;(Jndsendt.) J Lollands-Falsters Avis skrives fra Nykjøbing den 2 April, at Godseier Tesdorph haver skjænket samtlige Fæstere paa alle sine Bøndergodser Jagtrettighed paa deres Marker. Det var at ønske, at alle Godseiere vilde følge Hr. TesdorphsExempel, saa kunde vi ansee dem som fædrelandskindede Mænd. Den Maade, hvorpaa enhver Uøvet i denne Farens Stund, der kræver at alle Danske gribe til Vaaben til Fædrelandets Forsvar, snarest vilde lære at bruge et Gevær, var fri Jagt. Hidtil har den strænge Jagtforordning maattet afskrække fra at see til et Gevær, langt mindre at tage fat paa det til Brug. En Fæstebonde af Svendborg Amt.
219195;ode_063001;1822-09-02;Udenlandsk;t;Udenlandsk;t;Blandinger;;;Statspapirerne, som paa nogen Tid vare drevne høit i Veiret i Wien, faldt strax 5 PC. ved Efterretningen omLondonderrys Død.
185996;ode_029802;1816-01-15;Udenlandsk;f;Bekjendtgjørelser;t;Avertissements;;;Da intet tilstrækkeligt Antal Medlemmer mødte ved den sidste i den ældste Klub bestemte Generalforsamling, saa er en nye Forsamling berammet til Fredagen den 19 Januar om Aftenen Kl. 7, hvortil de Herrer Medlemmer indbydes af Directionen.
319023;ode_163049;1843-08-12;Jndenlandsk;f;Bekjendtgjørelser;t;AVERTISSEMENTS;;;Fra Fredagen den 18 dennes foretager dette Skib, foruden sine sædvanlige Tirsdags- og Onsdags=Farter mellem Kiel- og Snoghøi, anløbende Aarøesund, Hardeshøi og Sønderborg, endnu een ugentlig Fartmellem disse tvende Steder, anløbende Assens, Hardeshøi og Sønderborg, nemlig hver Fredag Morgen Kl. 6 fra Kiel til Snoghøi og hver Løverdag Morgen fra Snoghøi til Kiel. Alt Øvrigt uforandret, med Undtagelse af at de Reisende fra og til Assens ogsaa kunne medføre Vogne og Heste. Skibet vil saaledes Fredag Eftermiddag omtrent Kl. 2 anløbe Assens paa Touren til Snoghøi, og Løverdag Morgen Kl. 8 paa Touren til Kiel. Snoghøi den 3 August 1843. Hansen, Fuldmægtig. Handelsbetjent.
267530;ode_111458;1834-05-19;Udenlandsk;t;Udenlandsk;t;Titelblad;;;"Spanien. Jblandt flere vigtige Dekretter, som meddeles i Hoftidenden, er et angaaende Oprettelsen af en af Prælater og Magistratspersoner bestaaende Junta, for at udkaste Plan til en Kirke-Reform under Forbehold af den hellige Stoels Stadfæstelse, alle Punkter, hvor samme maatte behøves."" Ved et andet Dekret nedsættes Soldaternes Tjenestetid fra 6 til 5 Aar. Hoftidenden, indeholder ogsaa et meget strængt Dekret imod de Geistlige, som have ydet Carlisterne Bistand. 12 Domherrer a. i Stiftet Burgos ere saaledes landsforviste og deres Godser lagde under Beslag. Endelig er her udkommet et Dekret imod hemmelige Selskaber."" Deeltagerne loves Amnestie, men for Eftertiden skulle Forstanderne straffes med Fængsel fra 2 til 6 Aar og de Andre med Forviisning til et af Regjeringen betegnet Sted. Jmellem dem, paa hvem Amnestien er anvendelig, og som vist ingen Skade meere kan gjøre, nævnes den gamle Fredsfyrste Godoy,"" som saaledes efter 26 Aars Forløb endnu vilde faae sit Fædreland at see igjen. Mange troe endnu, at Cortes-Statutet alene er publiceret, for at vinde Tid. Jøvrigt finder intet af Partierne sig tilfreds med det: Absolutisterne harmes over de gamle Friheders Gjenoplivelse og Liberalerne savne en Erklæring om Nationens Rettigheder, Garantie for den personlige Frihed m.m. J en Apologetik, som læses i Hoftidenden, opstilles derimod den væsentlige Maxime: ""at Fyrsten ikke skal indskrænke Undersaattens Frihed og Eiendom mere, end det almindelige Vel udkræver, og Undersaatten ikke indrømmes større Jndblanding i Regjeringen, det vil sige politisk Frihed, end nødvendigt til at forsvare Statssamfundet imod Magtens Misbrug."" Samtlige Planer til et Statslaan ere forkastede, hvorover de spanske Papirer den 9 d. vare faldne betydeligt paa den Pariser Børs. Aarsagen skal atter være, at Man ikke vil indlade sig i at erkjende Cortes=Laanet, eller i det mindste vil overlade Afgjørelsen til de forventede nye Cortes. Rygtet om en ny Tumult i Madrid den 2 dennes, som Dronningens Navnedag og Aarsdagen, hvorpaa den Muratske Massakre fandt Sted 1808, synes ikke at bekræfte sig, endskjøndt den var forudsagt i en Tidende fra Bordeaux. Derimod havde Man i Madrid faaet den bedrøvelige Tidende om Quesadas Nederlag; den eneste Trøst Ste. 331 ad var, at han har reddet Krigskassen, som Jnsurgenterne især havde Kik paa. Paa andre Punkter have Dronningens Tropper været heldigere. Saaledes er i Gammel-Castilien den drabelige Merino endnu engang total slaaet og hans Neven blevet paa Pladsen. En anden Guerillachef ved Navn Locho er fordrevet fra Mancha og Estremadura og har maattet tage Flugten til Portugal."
207890;ode_051696;1820-04-24;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Blandinger;;;Da Kjøbmand Pade her i Byen har opgivet sit Boe tilSkifterettens Behandling og Deeling imellem hans Kreditorer, saa tilkjendegives disse, at en Skiftesamling i hans Boe afholdes den 1 Mai førstkommende, K. 3 Eftermiddag, med Anmodning til saadan Tid at ville tage Møde. Wiborg. Faaborg den 18 April 1820.
337843;ode_181869;1846-05-26;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;;Oldenburg. Kjerteminde den 21 Mai 1846. Da det ved 3die Auction den 30 f. M. over den umyndiggjorte Rasmus Larsens Huus med Tilliggende i Hundslev gjorte høieste Bud af 700 Rbd. ikke er bleven approberet, saa bliver bemeldte Huus med Tilliggende, af Hartkorn Ager og Eng 2 Skpr. 2 Fdkr. 3/4 Alb., gl. Skat 2 Rbd. 86 s., paa nye stillet til Bortsalg ved en 4de Auction, som afholdes her paa Contoiret Løverdagen den 6 Juni førstk., Formiddag Kl. 11, hvorved Eiendommen agtes absolut bortsolgt, om nogenlunde antageligt Bud skeer. Conditionerne ere forinden til Eftersyn saavel her paa Contoiret, som hos Værgen, Gaardmand Lars Jeppesen i Urup, der paaviser Eiendommen. Hvilket saaledes herved bekjendtgjøres. Bjerge Aasum Herreders Contoir den 25 Mai 1846.
282639;ode_126603;1837-07-12;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;;Odense den 31 Mai 1837. A. D. Cohen. Chocolade, udarbeidet til den fuldkomneste Fiinhed i den Deichmannske Chocoladefabrik Elisabethsminde ved Kjøbenhavn, udsælges til Fabrikpriis hos: Hr. J. F. Petersen i Odense. Th. Classen i Faaborg. M. J. Brandt i Assens. A. L. Nielsen i Nyborg. C. S. Müller i Kolding. - A. Andrup i Lemvig, Det bemærkes, at Chocoladen fabrikeres i dobbelt lukkede Maskiner, som opvarmes ved Dampe og drives ved en egen og nye Mekanisme med roterende Hjul, hvilket Alt sikkrer Forbrugerne den reenligste Behandling. Ligesom det derfor paa det omhyggeligste paasees, at Jngredientserne ere af primaQvalitet og staae i passende Forhold til hverandre, saaledes er der ogsaa enhver Henseende sørget for smagfulde Vignetter. 520 1000 GS Chinesiske Jalousier repareres og Sengetepper syes til billigste Priis af Undertegnede, boende hos Hr. Skomagermester J. Holst paa Vestergade. Charlotte Borch. Til Leie opbydes, i Huset No. 441 paa Nørregade, underste Etage for en Handlende, eller 4 gibsede og malede Værelser, Kjøkken, Spisekammer og Fadebuur samt Pigekammer i anden Etage. Den Leilighed, som afdøde Kancellieraad Friis i NB. endeel Aar har beboet, bestaaende af 3 Værelser, hvoraf de 2 ere gibsede og malede, samt Brændeloft, i min eiende Gaard No. 187 i Korsgaden, falbydes til Leie, og kan tiltrædes enten Michaeli Flyttedag dette Aar eller Paaskee 1858.
196288;ode_040094;1818-02-02;Udenlandsk;t;Udenlandsk;t;Blandinger;;;Den før udnævnte danske og hannoverske LiquidationsKommission begynder nu sine Arbeider i Hamborg. Sverrig og Norge, Kronprindsen har i sin Søns Navn skjænket Hovedstadens Huusarme 10,000 Bankdaler, hvoraf Renterne uddeles hver tredie Maaned.
276299;ode_120253;1836-05-04;Jndenlandsk;t;Jndenlandsk;t;Fædrelandet;;;Jmellem de til Kjøbenhavn den 20 April Ankomne med Dampskibet Frederik den Sjette, er atter anført Hs. Excell. storbrittannisk Minister Wynn.
246373;ode_090235;1829-03-03;Jndenlandsk;t;Jndenlandsk;t;Fædrelandet;;;Offentlig Foranstaltning. J Søndags proklameredes paa sædvanlig Maade Høiesterets Aabning paa Rosenborg Slot førstkommende Torsdag den 5 d. M.
346972;ode_190998;1847-06-30;Jndenlandsk;f;Bekjendtgjørelser;t;AVERTISSEMENTS;;;Brygger, Borgerrepræsentant i Odense. Dampskibet Odinafgaaer til Kjøbenhavn. B førstkommende Løverdag den 3 Juli, Eftermiddag Kl. 1 og efter 4 1/2 Dags Ophold forlader det atter Hovedstaden Torsdagen den 8 Juli, Eftermiddag Kl. 4, for at retournere hertil. - billetter for hele Touren frem og tilbage a 7 Rbd. og for Hentouren alene a 4 Rbd. kunne afhentes hos Føreren af Dampskibet, Capitain Hansen, Odense Overgade Nr. 21 i Stuen.
167624;ode_011430;1811-08-26;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Avertissements;;;Torsdagen den 29de om Eftermiddagen Kl. 4 bliver adskillige Græslodder uden for Nørreport i den saakaldte Magt dalena-Løkke ved offentlig Auction bortleiet til Høeslet af dette Efteraars Grøde. Odense d. 26 Aug. 1811. Næstefter Auctionen paa Skibet Johanne Agathe med mere bliver bortsolgt 15 Tønder dansk Kommen, avler ved Nyborg. Auctionen holdes den 16 Septbr. førstkommende,
166312;ode_010118;1811-05-10;Udenlandsk;t;Udenlandsk;t;Krigs-Efterretninger;;;Daglig marschere de Konskriberede fra de Fransk-Jtalienske Lande til deres nye Bestemmelse. J det Lüttichske, ere modile Kolonner rykkede ind i Durthe Departementet, og en Bekjendtgjørelse sammesteds udstædt, hvori med stærke Farver skildres de Farer, som de Gjenstridige og Deserteurerne udsætte sig og Familie for.
233612;ode_077457;1826-01-30;Udenlandsk;t;Udenlandsk;t;Titelblad;;;"Frankerig. Den 21 Januar, som Ludvig VIs Dødsdag, udkomMonitøren med sort Rand. Kassationsretten har st faaet et nyt vidtløftigt Reglement, som ikke findes saa ganske stemmende med den Domstolene tilstaaede Uafhængighed, og derfor neppe finder bifald. Pressefriheden har Stjernen alt i Aanden ophævet, og skyder efter, saa godt den kan. Desbedre vil Zelotismen da og kunne slaae Rødder, hvorpaa Man har en ny Prøve i Puy, da en Missionair fra Prædikestolen har tordnet imod et Gildeelag; ved hvilket nogle Kjøbmænd, Advokater a. fornøiede sig Juleaften. Efter at have udskjeldt dem for Ugudelige, der vare besatte af Diævelen, lyser den Gudsmand en heel ukristelig Forbandelse til evig Tid over dem og deres Børn."" Hvo mon nu forsyndede sig meest? De Fornærmede have skjøndt ventelig til ingen Nytte, klaget over Personen. Som Man erfarer, er en fransk Eskadre i Octbr. afsendt imod Tripolis, for at fordre Erstatning for de at tripolitanske Kapere mod det pavelige Flag udøvede Voldsomheder i Middelhavet. Den hvide Fane, som holdes for et af Udenlandsministeriets Organer, indeholder en Gjendrivelse af det Sted, hvor de Forenede Staters Præsidens i sin Tale beskylder Frankerig for Uretfærdighed. Blandt andet spørges, om de meere end alle andre Nationer skulde være berettiget til at fordre Godtgjørelse af Bourbonnerne for de dem i Republikkens og Keiserdømmets Tid tilføiede Tab, Om Danmark, de høitideligste Løvter uagtet, da har faaet Erstatning for dets Provindsers Besættelse, Spanien for sin Flaade, Kolonier, Handel og ødelagte Stader, Holland og Rhinforbundets Stater for de lidte Konfiskationer, eller om Man har ført Frankerig Moscaus Brand, Ødelæggelserne i Preussen, og en 30taarig KrigsOmkostninger for Østerrig i Regning? Paa den Maade kunde Egypten og Jonien ogsaa forlange Skadesløsholdelse, og hele Frankerig med alle dets Rigdomme vilde ikke slaae til. Ved at vise Nordamerika denne Retfærdighed, vilde Man begaae en Uretfærdighed imod andre Stater. Som den meest passende Afgjørelsesmaade foreslaaes at begge Parter overdrage Sagen til en Voldgivts=Kjendelse af andre upartiske Stater."
197978;ode_041784;1818-05-26;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Avertissements;;;Førstkommende 11 Juni, Formiddag Kl. 11, lader Undertegnede paa Nyborg Raadstue ved en eneste Auction bortsælge let nyt hækbygget Slupfartøi i bielfærdig Stand, bygget af Skibstømmermester N. Bech her i Byen, drægtig omtrent 300 Tdr. Korn. Skulde nogen Liebhaver vilde kjøbe forestaaende Fartøi underhaanden, da kan samme skee, dog saa betids at Auctionen i Aviserne kan blive gjenkaldet. M. C. sal. Jensen.
226794;ode_070600;1824-06-08;Udenlandsk;f;Udenlandsk;f;Fædrelandet;Jndenlandsk;;"Moderen sidder vel ogsaa arresteret; men alle 3 Forbrydere ere enige om at frikjende hende for Deeltagelse i denne gruelige og næsten mageløse Misgierning. Jmidlertid vedvarer Undersøgelsen med Hensyn til hende."
169515;ode_013321;1812-02-07;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Avertissements;;;"Fredagen den 21 Febr. førstk. om Formiddagen Kl. 9 bliver udi Fattigvæsenets Gaard paa Overgade i Odense ved offentl. Auction bortsolgt et Partie spundet Hør= og Blaargarn af forskjellige Strænge; hvilket herved bekjendtgjøres. Odense den 6 Febr. 1812. Bendz. Skov. Auction."
241367;ode_085225;1827-11-05;Udenlandsk;t;Udenlandsk;t;Titelblad;;;J Granada er det lykkedes Generalkapitainen at tilintetgjøre en den 9 Octbr. udbrudt Sammensværgelse, hvorved raabtes: leve Kongen, som Catalonierne ville have ham. De 3 spanske Krigsfartøier, som forleden tog det engelske Skib Lord Rawdon, krydse nu uden for Gibraltar og giøre Jagt efter alle ind- og udgaaende Skibe.
280318;ode_124282;1837-02-09;Udenlandsk;t;Udenlandsk;t;Titelblad;;;"Storbrittannien. Strax efter Underhusets Aabning blev der forkyndt en Række interessante Motioner, som antyde, at der i Parlamentet iaar ikke vil fattes Stridspørgsmaal, blandt hvilke de vigtigste ere: om den nye irske Municipallov, om Jndførelsen af Fattiglove i London, om Reguleringen af Kirkeafgifterne, en Undersøgelse om de underordnede Bankers Operationer, om en Fuldstændiggjørelse af den engelske Municipallov, om Afskaffelsen af Fængselstraf for Gield, om Forandringer i den irske Jury, om at Parlamentet ikke skulde raadslaae længer end til Midnat (her loe Man), om Skibet Vixens Konfiskation; af de Radikale; og Jndførelse, af hemmelig Stemmegivning ved Parlamentsvalgene, om Afskaffelsen af Kornlovene, om Overhusets Reform, om Valgrettens Udvidelse til alle Besiddere (saavel Eiere som Leiere), om Ophævelse af Førstefødselsretten og om at Biskoppernes Sæde i Overhuset er skadelig for Kirkens Anliggender."
277883;ode_121837;1836-08-19;Jndenlandsk;t;Jndenlandsk;t;Fædrelandet;;;"Fædrelandet. Kongehuset. Af en Beretning i Horsens-Avisen sees, at D. K. H. Prinds Christian Frederik og høie Gemalinde, Prindsesse Caroline Amalie, efter samme Dag at have været paa Hovedgaardene Tiersbeck, Barretskov, Palsgaard (hvor Høistsamme dinerede) og Boller, indtraf til Horsens i Løverdags Aftes Kl. 9, under Ledsagelse af Stedets Øvrighed, Regimentets Officeerkorps samt et ridende Fakkeltog. Under Folkemængdens glade Jubelraab og Klokkernes Ringning droge Deres Kongelige Høyheder langsomt gjennem de illuminerede Gader og stege af hos Hr. Generalmajor v. Flindt, hvor Byens og Omegnens Embedsmænd og Honoratiores stededes til Cour. Udenfor Deres Bolig paraderede det borgerlige Jægerkorps, Raadhuset var smagfuldt behængt med Grønt og smykket med D. K. Høiheders Navnetræk og Jnskriptioner. Midt paa Bygningen saaes en Grotte oplyst med kouleurte Lamper og med et Offer=Alter, hvorpaa der brændte bengalsk Jld, som ogsaa paa to foran staaende Søiler. Paa Torvet og ved Borgerklubben brændte Beegkrandse, ligesom og i Hr. Kjøbmand Barfoeds Have udenfor Byen, forbi hvilken D. K. Høiheder passerede ved Jndkjørselen, vare hængte kouleurte Lamper i en Bue, som og i Træerne. - Søndag Morgen Kl. 8 tog Hs. K. Høihed Borgervæbningen og Jægerkorpset i naadigst Øiesyn, hvilke vandt Høistsammes naadigste bifald, saa at Hs. K. Høihed, efterat et ""Længe leve!"" havde gjenlydt for vor elskede Konge og det høie Fyrstepar, udbragte et: Held for Horsens gode Borgervæbning!"" Derefter inspiceredes nogle af de offentlige Indretninger: Sygehuset, Arbeidshuset, Raadhuset og Latinskolen, hvor Hs. K. Høihed hilsedes med en Tale af Rektor og en Sang af Disciplene. Kl. 10 bivaanede Deres Kongelige Høiheder Høimesse-Tienesten i Vor Frelsers Kirke, hvor Hs. H. Hr. Konsistorialraad Rosing prædikede. Efter endt Gudstjeneste behagede det Hs. K. Høihed at tage til Bygholm og derefter at besee Byens Jorde-Udskiftning. Paa den saakaldte store Klubgaard var foranstaltet en Diner, hvortil Deres Kongelige Høyheder underdanigst vare indbudne, og hvori, foruden Øvrigheden, Embedsmænd og Honoratiores, et ikke ringe Antal af Byens Borgere deeltage. Over Taffelet udbragte Hs. K. Høihed med nogle hjertelige Ord, der fandt dyb Gienklang i de Tilstedeværendes Hjerter, Toster for Deres Majestæter Kongen og Dronningen, ""Stændernes heldige Virksomhed til Kongens og Folkets Tilfredshed; ligesom et ""Længe leve!"" for det tilstedeværende elskede Fyrstepar gjenlød fra Alles Læber og Hjerter, som af Hs. K. Høihed atter gjengjeldtes med et varmt Ønske for Byen og dens Jndvaanere."" Ved Taffelet blev afsjungen en af Hr. Pastor Rohmann forfattet Sang, akkompagneret af Regimentets Musikkorps. Efter endt Taffel behagede det D. K. Høiheder at tage til Væhr Præstegaard (hvor Amtsprovst Ridder Schmidt er Sognepræst) og derfra til Steensballegaard, hvorfra De efter Soupeen atter indtraf til Horsens, ledsaget af et ridende Fakkeltog, om Aftenen Kl. 11, paa hvilken Tid en Mængde Mennesker havde forsamlet sig ved Aftrædelsesgaarden og afsangdet første Vers af den yndede Nationalsang Kong Christian stod ved høien Mast samt udraabte et Længe leve 586 180 Søbs for Deres Kongelige Høiheder, der huldrigst tilkjendegave Folket Deres bifald ved paa Trappen at blive staaende indtil Sangen var tilende. - Denne Aften var Byen atter illumineret. J Mandags Morges Kl. 8 1/4 forlod det elskede Fyrstepar, under de samme Æresbeviisninger som ved Ankomsten og ledsaget af de bedste Ønsker, Horsens Bye, for derfra over Hanstedgaard at tage til Skanderborg, Himmelbjerget og samme Aften til Silkeborg, hvor De agtede at forblive et Par Dage. Skibs-Efterretning. Det paa Toft Strand i Thisted, Amt indstrandede Kongelig svenske Dampskib Odin, ført af en Kongelig Søe-Officeer, Kapitain Ehnemarck (S. 582), var afgaaet fra London den 7de om Formiddagen Kl. 10 og skulde have anløbet Gothenborg og Malmøe, for herfra at overføre Hs. Kongelige Høihed Kronprinds Oscarog Gemalinde til Stokholm. Skibet, der er ganske nyt, kobberforhudet og udrustet med kongelig Pragt, staaer i Havstokken og er tilshueladende ubeskadiget, men vil dog neppe kunne bjerges, da det formedelst Strømmen skal i Nattens Mørke være kommet paa Revlerne og havde stødt Straakjølen af, hvoraf en Deel var drevet iland. Derimod haabede Man at redde det Meste af det kostbare Meublement og Jnventarium, saavelsom Maskineriet. Jblandt Passagererne vare en Baron Duben, en Baron Bennet og Legationssekretairen ved den svenske Ambassade i London, Baron Rehusen. Denne er med nogle flere afreist over Aarhuustil Kjøbenhavn. Paa Dampskibet vare ogsaa en Deel Sager til D. M. Kongen og Dronningen af Sverrig og en Deel Papirer eller Depescher, der ere overleverede til den svenske Konsul H. D. Lützhøft i Thisted til videre Besørgelse. Svendborg. Natten mellem den 13de og 14de indtraf Hs. Hylbhed Hr. Konferentsraad Ørsted her, men forlod os igjen tidlig om Morgenen. Byens Hilsen overbragtes ham ved Byfogden og de eligerede Borgere, hvem Hr. Konferentsraaden modtog med den ham egne Blidhed, der stedse fremtræder dobbelt elskelig ved Siden af saa megen ægte Storhed. Hs. Høivelbaarenhed tog over Thorseng til Langeland og til sin Fødebye Rudkjøbing, hvorfra alt høres om den levende Glæde, hans Ankomst har fremkaldt og hvorom detailleret Meddelelse forhaabentlig ei vil udeblive. Jdag den 16de havde vi atter den Glæde at see Hr. Konferentsraaden. Paa den med Grønt udpyntede Færgebroe blev Samme modtaget af Borgere og Embedsmænd, der bragte ham et levende Hurra. Efter at have taget Raadstuen, hvor Byens Bestillingsmænd havde indfundet sig, samt Skolen, Kirkerne og Hospitalet i Øiesyn, begav Hr. Konferentsraaden sig over Qvineshøi gjennem CarolineAmalienlund til Christiansminde, hvor Borgerne havde indbuden Hs. Hylbhed med Følge til en Dejenner, i hvilken saa Mange deeltoge, som Pladsen tillod. Blandt de Skaaler, der bleve udbragte, nævne vi dem for Hr. Konserentsraaden, for Sammes Broder, Hr. Etatsraad Ørsted, og for Begges Fødebye Rudkjøbing, fra hvilken flere Embedsmænd og Borgere havde ledsaget Hs. Høivelbaarenhed, hertil, hvilke Skaaler den elskede Gjæst besvarede med den inderligste Hjertelighed. Musik og den muntreste Stemning oplivede denne Borgerfest. Efter endt Dejenner blev promeneret gjennem det skjønne Christiansminde, og ved - Side. Skibsbygmester, Dannebrogsmand Lars Møller, hvem Hr. Konferentsraaden beærede med et Besøg, holdt Vognene, der kjørte Hs. Holbhed med Følge over Glorup og videre til Nyborg. Ved Afreisen istemtes endnu et almindeligt Gud velsigne Danmark Ørsted!"" Det skjønneste Veir bidrog til denne Dags Glæde, som længe vil mindes af Enhver, der havde den Nydelse at skue den skjønne og sjeldneste Forening af de eminenteste Fortjenester i Beskedenhedens mildeste Dragt, og at see og tale med Anders Sandøe Ørsted. Hr. Etatsraad Beck med Følge havde vi ligeledes den Fornøielse at see iblandt os, ligesom ogsaa en velmeent Skaal for denne udmærkede og nidkjære Embedsmand blev udbragt."
283830;ode_127794;1837-10-03;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;;Odense Byefogedkontoir den 3 October 1837. G. Klauman. Med høie Øvrigheds Tilladelse agter Undertegnede at give Underviisning i orientalsk Malerie, for Herrer og Damer, saavel ude som hjemme, hvilket læres til Fuldkommenhed i 12 Timer, hvorfor betales 1 Specie, Prøver af samme ligge til Eftersyn paa Sortebrødre Torv Nr. 155. Ærbødigst O. Meyer.
326661;ode_170687;1844-10-29;Jndenlandsk;f;Bekjendtgjørelser;t;AVERTISSEMENTS;;teater;Augusta Nielsen 1/2 af den mellem 5 milde Stiftelser deelte hele rene Jndtægt af en Aften Underholdning paa Theatret . . . . 40 – Af Sparekassedirectionen skjenket . . . . . 50 - Solgt billetter for . . . . . . . . . . . . 31 – 81 - Hele Jndlægt: 831 - 30 - Udgivt. Det nye Locales Jndretning. 6068 - Huusleie. 20 - . - Jnventariets Vedligeholdelse. 5 - 92 - Brændsel. 31 – 38 - . . . . Arbeidsløn. 55 - : . . . . Fødemidler. 193 - 21 - Føies hertil Kassebeholdningen. 168 – - balancerer Udgivt med Jndtægt: 831 - 30 - De Menneskevenner, der med Gaver have betænkt Anstalten i det forløbne Aar, være kjærligst takkede! Odense den 26 Octbr. 1811. A. H. Steenbuch. Kellinghuusen. J. Andersen. N. Jensen. Lansen. Würtzen.
165361;ode_009167;1811-02-18;Udenlandsk;t;Udenlandsk;t;Blandede Efterretninger;;;Karnevalet i Florenz har været meget glimrende. Storhertuginden gav et Festin for 3000 Mennesker i en stor, herlig oplyst Sal, hvor man saae Parnasset med Apol og Muserne, i hvis Selskab fandtes de berømteste Mænd, Toskang har frembragt, en Dante, Bonarotti &c. Erkibispen i Urbino opmuntrer sin Geistlighed til at forlade Lediggang, og beskjæftige sig med Agerdyrkning og anden nyttig Syssel. Hans Eminenz erindrer dem derhos om Guds Bud, at æde deres Brød i deres Ansigters Sved, og forestiller, hvor agtet Agerdyrkningen er i Sina, hvor Keiseren selv engang om Aaret holder Ploven. Tydskland. Endeel Tyve, meest Ungerske Jøder, som i flere Aar have drevet Haandværket, ere hæftede i Vien. En 76 Aars gammel Skalk, som 5 Gange har været i Justitiens Hænder, var deres Hoved=Hæler. Man anslaaer de Østerrigske Soldater, som ere fødte i Frankerig eller i Jtalien og nu vende tilbage, til 6000. J Augsburg har Huset Cabanis spillet Fallit. I Göttingen er Professor Beckman død.
205117;ode_048923;1819-10-12;Jndenlandsk;t;Jndenlandsk;t;Fædrelandet;;;Fædrelandet. Lovgivning. 3 Octbr. 1819. Kancellie=Plakat hvorefter Overtrædelsen af de i Forordningen af 8 Februar 1805 fastsatte Bestemmelser, i Henseende til Landing eller Landsætning fra Skibe, som komme fra umistænkelige Steder, skal straffes med Bøder fra 25 til 100 Rbdlr. Sølv. Kancellie=Plakat, hvorved det forbydes, for Fremtiden i Kjøbenhavn at anlægge Kostalde, som vende udi imod Gaden. Ved allerhøieste Reskript af 22 f. M. til den KongeligLands Overret samt Hof= og Stadsret er det allernaadigst fastsat, at den Nedsættelse i Auctions=Sallariet, som Spor telreglementet af 22 Marts 1814, §. 106, forunder i Henseende til finmarkske Varer, for Fremtiden skal ophøre, og at Auctions-Sallariet af disse Varer herefter skal beregnes paa samme Maade som af andre Varer. Offentlige Foranstaltninger. Den 1 Octbr. er Justitsraad og Assessor i det Kongel. Slesvig-holsteen lauenborgske Kancellie, Johan Frederik Jensen, tillagt Ordat indtræde som Medlem i den Kongel. Generalindqvarterings-Kommission. Jfølge Kancellieskrivelser ere de Bestemmelser, som Loveog Anordningerne indeholde om fatalig appellationis, ikke anvendelige paa Justits= og offentlige Politie=Sager, og Ansøgning om Opreisning i deslige Sager derfor overflødig Naar en Forpagter vil benytte det i Forordning af 5 Jan. 1813 §. 38 givne Valg at erlægge Afgivten i Kornværdie blive, efter et Kancellie-Svar, de Kapitelstaxter, som i Aarene 1807, 1808 og 1809 ere satte for Afgrøden af Aarene 1806, 7 og 8 at lægge til Grund ved Pengeafgivten Reduktion til Korn, dog uden noget Omskrivningsforhold: da Man blot har at regne efter den nominelle Gjennemsnitspriis, hvorhos Omsætningen skeer saaledes, at der udkommen lige Dele Rug og Byg. Dette Kornbeløb betales i Pengeefter Gjennemsmtsprisen af de tre Kapitelstaxter, der ere satte for Betalingstiden. De inden Forordningens Emanation satte Kapitelstaxter ansættes dernæst til Rbpenge, efter Forholdet 5 mod 1, den i 1813 satte Kapitelstaxt for de næstforegaaende Aars Afgrøde tages saaledes som den er saa i Rbpenge., eller, forsaavidt den er udtrykt i dansk Kourant, efter det lovbestemte Forhold 1 for 6, og det da udkomne, Pengebeløb bliver at beregne som Sølvværdie, eller nu Sølvhvorfor og de i Aaret 1814 og senere i Rigsbankpenge N. V. satte Kapitelstaxter blive, ved ovenmeldte Beregning, at omsætte til Sølvværdie efter den da gieldende Kours 375. 1 Hvad Forpagteren kan have erlagt i Rigsbanksedler, bliver ligeledes at omsætte i Sølvværdie efter den ved Erlæggelsen, gjeldende Norm og saaledes at liqvidere i Betalingen. Hvad han da maatte blive til Rest kan betales i RigsbankpengeredeSølv, men ikke i Sedler efter en lavere Norm, end den som gjaldt ved Forfaldstiden. Klasselotteriets 1ste Afdelings 5te Klasses Trækning endtes i Fredags. Af høie Gevinster er fremdeles udkommet: No. 12,794 med 2000 Rbd. hos Hr. Riber i Svendborg, No. 19,467 med 500 Rbd. og No. 14,595 med 50 Rbd. begge hos Frue Holm i Nyborg.
