,original_title,translated_title,author,article_id,date,text
1954,Breve fra Kolding,Letters from Kolding,C. G. Tauber,ode_063368,1822-09-30,"Paa Adressekontoiret faaes: Breve fra Kolding. En topographisk Skige, udgiven som Jndbydelsesskrift til den offentlige Examen i Koldinlærde Skole af C. G. Tauber, Professor og Direkteur. = Rbmk. 8 s. heftet."
1955,Jvanhoe,Ivanhoe,Walter Scott,ode_063490,1822-10-08,"Paa Adressekontoiret faaes: Jvanhoe. En romantisk Fortælling af Walter Scott, oversat fra Engelsk ved C. J. Boye. 3 Dele, 6 Rbd. heftet, Sopholles's Tragoedier oversatte efter den græske Original af P. G. Fibiger. 2den Deel 3 Rbd. heftet. (1ste Deel faaes ligeledes for 3 Rbd.) Kirkens Band. Ridderskuespil af Nikolai Søtoft. Mk. indb."
1956,Sopholles's Tragoedier,Sophocles's Tragedies,P.G. Fibiger,ode_063490,1822-10-08,"Paa Adressekontoiret faaes: Jvanhoe. En romantisk Fortælling af Walter Scott, oversat fra Engelsk ved C. J. Boye. 3 Dele, 6 Rbd. heftet, Sopholles's Tragoedier oversatte efter den græske Original af P. G. Fibiger. 2den Deel 3 Rbd. heftet. (1ste Deel faaes ligeledes for 3 Rbd.) Kirkens Band. Ridderskuespil af Nikolai Søtoft. Mk. indb."
1957,Kirkens Band,The Church's Bond,Nikolai Søtoft,ode_063490,1822-10-08,"Paa Adressekontoiret faaes: Jvanhoe. En romantisk Fortælling af Walter Scott, oversat fra Engelsk ved C. J. Boye. 3 Dele, 6 Rbd. heftet, Sopholles's Tragoedier oversatte efter den græske Original af P. G. Fibiger. 2den Deel 3 Rbd. heftet. (1ste Deel faaes ligeledes for 3 Rbd.) Kirkens Band. Ridderskuespil af Nikolai Søtoft. Mk. indb."
1958,Vinterpostil,Winter Postil,C. Harms,ode_063549,1822-10-11,"Subskription. paa en Oversættelse af Archidiaconus C. Harms Vinterpostil, ved Pastor S. Sørensen, modtages her paa Adressekontoiret. Prisen bliver 6 s. Arket for Subskribentere, for andre Kjøbere derimod 8 s. Planen ligger til Eftersyn."
1959,Holbergs Jubelfest,Holberg's Jubilee Celebration,Ochlenschlæger,ode_063604,1822-10-15,"Paa Adressekontoiret faaes: Holbergs Jubelfest. Forspil af Ochlenschlæger, 3 Mk. heftet. Urverdenen eller Beviis for ældre Verdeners Tilværelse og Undergang af Ballenstedt. Oversat af A. F. Elmqvist. 5 Mk. heftet."
1960,Urverdenen eller Beviis for ældre Verdeners Tilværelse og Undergang,The Primordial World or Evidence for the Existence and Destruction of Older Worlds,A. F. Elmqvist,ode_063604,1822-10-15,"Paa Adressekontoiret faaes: Holbergs Jubelfest. Forspil af Ochlenschlæger, 3 Mk. heftet. Urverdenen eller Beviis for ældre Verdeners Tilværelse og Undergang af Ballenstedt. Oversat af A. F. Elmqvist. 5 Mk. heftet."
1961,Minerva,Minerva,NO_AUTHOR,ode_064259,1822-12-12,"Paa Adressecontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1823, saasom: Minerva; Taschenbuch zum geselligen Vergnigen; Taschenbuch, der Liebe und Freundschaft gewidmet; Penelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spielet, Huldigung den Frauen m. fl."
1962,Taschenbuch zum geselligen Vergnigen,Pocket Book for Social Enjoyment,NO_AUTHOR,ode_064259,1822-12-12,"Paa Adressecontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1823, saasom: Minerva; Taschenbuch zum geselligen Vergnigen; Taschenbuch, der Liebe und Freundschaft gewidmet; Penelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spielet, Huldigung den Frauen m. fl."
1963,"Taschenbuch, der Liebe und Freundschaft gewidmet",Pocket Book Dedicated to Love and Friendship,NO_AUTHOR,ode_064259,1822-12-12,"Paa Adressecontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1823, saasom: Minerva; Taschenbuch zum geselligen Vergnigen; Taschenbuch, der Liebe und Freundschaft gewidmet; Penelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spielet, Huldigung den Frauen m. fl."
1964,Penelope,Penelope,NO_AUTHOR,ode_064259,1822-12-12,"Paa Adressecontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1823, saasom: Minerva; Taschenbuch zum geselligen Vergnigen; Taschenbuch, der Liebe und Freundschaft gewidmet; Penelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spielet, Huldigung den Frauen m. fl."
1965,Frauentaschenbuch,Women's Pocket Book,NO_AUTHOR,ode_064259,1822-12-12,"Paa Adressecontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1823, saasom: Minerva; Taschenbuch zum geselligen Vergnigen; Taschenbuch, der Liebe und Freundschaft gewidmet; Penelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spielet, Huldigung den Frauen m. fl."
1966,Aurora,Aurora,NO_AUTHOR,ode_064259,1822-12-12,"Paa Adressecontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1823, saasom: Minerva; Taschenbuch zum geselligen Vergnigen; Taschenbuch, der Liebe und Freundschaft gewidmet; Penelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spielet, Huldigung den Frauen m. fl."
1967,Almanach de Gotha,Almanac of Gotha,NO_AUTHOR,ode_064259,1822-12-12,"Paa Adressecontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1823, saasom: Minerva; Taschenbuch zum geselligen Vergnigen; Taschenbuch, der Liebe und Freundschaft gewidmet; Penelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spielet, Huldigung den Frauen m. fl."
1968,Cornelia,Cornelia,NO_AUTHOR,ode_064259,1822-12-12,"Paa Adressecontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1823, saasom: Minerva; Taschenbuch zum geselligen Vergnigen; Taschenbuch, der Liebe und Freundschaft gewidmet; Penelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spielet, Huldigung den Frauen m. fl."
1969,Almanach dramatischer Spielet,Almanac of Dramatic Games,NO_AUTHOR,ode_064259,1822-12-12,"Paa Adressecontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1823, saasom: Minerva; Taschenbuch zum geselligen Vergnigen; Taschenbuch, der Liebe und Freundschaft gewidmet; Penelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spielet, Huldigung den Frauen m. fl."
1970,Minerva,Minerva,NO_AUTHOR,ode_064457,1822-12-27,"Paa Adressekontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1825, saasom: Minerva; Taschenbuch zum geselligen Vergnigen, Taschenbuch, der Liebe und Freundschaft gewidmet; Pennelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spiele; Huldigung den Frauen m. fl."
1971,Taschenbuch zum geselligen Vergnigen,Pocket Book for Social Enjoyment,NO_AUTHOR,ode_064457,1822-12-27,"Paa Adressekontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1825, saasom: Minerva; Taschenbuch zum geselligen Vergnigen, Taschenbuch, der Liebe und Freundschaft gewidmet; Pennelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spiele; Huldigung den Frauen m. fl."
1972,"Taschenbuch, der Liebe und Freundschaft gewidmet",Pocket Book Dedicated to Love and Friendship,NO_AUTHOR,ode_064457,1822-12-27,"Paa Adressekontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1825, saasom: Minerva; Taschenbuch zum geselligen Vergnigen, Taschenbuch, der Liebe und Freundschaft gewidmet; Pennelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spiele; Huldigung den Frauen m. fl."
1973,Pennelope,Penelope,NO_AUTHOR,ode_064457,1822-12-27,"Paa Adressekontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1825, saasom: Minerva; Taschenbuch zum geselligen Vergnigen, Taschenbuch, der Liebe und Freundschaft gewidmet; Pennelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spiele; Huldigung den Frauen m. fl."
1974,Frauentaschenbuch,Women's Pocket Book,NO_AUTHOR,ode_064457,1822-12-27,"Paa Adressekontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1825, saasom: Minerva; Taschenbuch zum geselligen Vergnigen, Taschenbuch, der Liebe und Freundschaft gewidmet; Pennelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spiele; Huldigung den Frauen m. fl."
1975,Aurora,Aurora,NO_AUTHOR,ode_064457,1822-12-27,"Paa Adressekontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1825, saasom: Minerva; Taschenbuch zum geselligen Vergnigen, Taschenbuch, der Liebe und Freundschaft gewidmet; Pennelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spiele; Huldigung den Frauen m. fl."
1976,Almanach de Gotha,Almanac of Gotha,NO_AUTHOR,ode_064457,1822-12-27,"Paa Adressekontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1825, saasom: Minerva; Taschenbuch zum geselligen Vergnigen, Taschenbuch, der Liebe und Freundschaft gewidmet; Pennelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spiele; Huldigung den Frauen m. fl."
1977,Cornelia,Cornelia,NO_AUTHOR,ode_064457,1822-12-27,"Paa Adressekontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1825, saasom: Minerva; Taschenbuch zum geselligen Vergnigen, Taschenbuch, der Liebe und Freundschaft gewidmet; Pennelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spiele; Huldigung den Frauen m. fl."
1978,Almanach dramatischer Spiele,Almanac of Dramatic Plays,NO_AUTHOR,ode_064457,1822-12-27,"Paa Adressekontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1825, saasom: Minerva; Taschenbuch zum geselligen Vergnigen, Taschenbuch, der Liebe und Freundschaft gewidmet; Pennelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spiele; Huldigung den Frauen m. fl."
1979,Huldigung den Frauen,Tribute to Women,NO_AUTHOR,ode_064457,1822-12-27,"Paa Adressekontoiret faaes nu forskjellige Sorter Taschenbücher for Aaret 1825, saasom: Minerva; Taschenbuch zum geselligen Vergnigen, Taschenbuch, der Liebe und Freundschaft gewidmet; Pennelope; Frauentaschenbuch; Aurora; Almanach de Gotha; Cornelia; Almanach dramatischer Spiele; Huldigung den Frauen m. fl."
1980,Vink af Grækernes Historie,A Glimpse of Greek History,Biskop Dr. Hansen,ode_064623,1823-01-10,"Paa Adressekontoiret faaes: Vink af Grækernes Historie, et Blad for Alle efter Tidens Tarv. Af Biskop Dr. Hansen, 16 s. heftet."
1981,Vink af Grækernes Historie,A Glimpse of Greek History,Biskop Dr. Hansen,ode_065111,1823-02-20,"Paa Adressekontoiret faaes: Vink af Grækernes Historie, et Blad for Alle efter Tidens Tarv. Af Biskop Dr. Hansen, 16 s. heftet."
1982,Serailrovet eller det græske Bryllup,The Seraglio Robbery or the Greek Wedding,P. D. Faber,ode_065128,1823-02-21,"Nytaarsgave for 1823. Serailrovet eller det græske Bryllup, en Fortælling i Skuespilform af P. D. Faber. 5 Mk. heftet."
1983,Vicharzneibuch,Vicharzneibuch,Rohlive,ode_065722,1823-04-14,"Den Oversættelse af Rohlives Vicharzneibuch, som allerede i Mai f. A. anmeldtes, vil om nogle Uger udkomme i Trykken; hvilket anmeldes for at undgaae Kollision. Klein. Glorup den 9 April 1823."
1984,Vaarblomster fra Herthas Lund,Spring Flowers from Hertha's Grove,Garbrecht,ode_066087,1823-05-13,"Paa Adressekontoiret faaes: Vaarblomster fra Herthas Lund. En Samling, Digte af Garbrecht. 9 Mk. heftet."
1985,Jacobsens nye Kogebog,Jacobsen's New Cookbook,NO_AUTHOR,ode_067230,1823-08-25,"Fredagen den 29 August holdes den maanedlige Generalforsamling i Odene ældste Klub. Directionen. Jacobsens nye Kogebog, 2det Oplag, faaes nu heftet for 8 Mk. hos Hr. Bogbinder Busch i Nyborg og i Odense hos F. Milo."
1986,Amalia Manskjold,Amalia Manskjold,Mad. Cottin,ode_068019,1823-11-04,"Paa Adressekontoiret faaes: Amalia Manskjold af Mad. Cottin, 3 Deele. 5 Rbd. heftet. Lord Nigels Hændelser af Walter Scott, 2den Deel. 2 Rbd. 3 Mk. heftet."
1987,Lord Nigels Hændelser,The Events of Lord Nigel,Walter Scott,ode_068019,1823-11-04,"Paa Adressekontoiret faaes: Amalia Manskjold af Mad. Cottin, 3 Deele. 5 Rbd. heftet. Lord Nigels Hændelser af Walter Scott, 2den Deel. 2 Rbd. 3 Mk. heftet."
1988,Amalia Mansfield,Amalia Mansfield,NO_AUTHOR,ode_068279,1823-12-01,"Første Deel af Amalia Mansfield, i blaat Hefte og paamærket M. L. S., er Aftenen den 28 f. M. tabt paa Gaden, Den retsindige Finder vil behagelig aflevere samme til dens Eier, Bogbinder Milo, imod en passende Douceur."
1989,"Nytaarsgave for Haveelskere 1824, eller Sanderumgaards Have","New Year's Gift for Garden Lovers 1824, or Sanderumgaard's Garden",M. Winther,ode_068504,1823-12-22,"Nylig har forladt Pressen, Nytaarsgave for Haveelskere 1824, eller Sanderumgaards Have. Digtninge af M. Winther, trykt paa Velinpapir, i stor 8vo, med 13 Prospekter af Sanderumgaard og dens Have, stukne af Hr. Prof. Ridder Clemens, samt en kobberstukken Titel. Som Anhang har Udgiveren ladet følge et Udvalg af Erindringsbogen i Tankefuldshytten. Bogen faaes elegant indbunden i Odense hos F. Milo."
1990,"Nytaarsgave for Haveelskere 1824, eller Sanderumgaards Have","New Year's Gift for Garden Lovers 1824, or Sanderumgaard's Garden",M. Winther,ode_068600,1823-12-29,"Nylig har forladt Pressen, Nytaarsgave for Haveelskere 1824, eller Sanderumgaards Have. Digtninge af M. Winther, trykpaa Velinpapir, i stor 800, med 13 Prospekter af Sanderumgaard og dens Have, stukne af Hr. Prof. Ridder Clemens, samt en kobberstukken Titel. Som Anhang har Udgiveren ladet følge et Udvalg af Erindringsbogen i Tankefuldsbytten. Bogen faaes for 15 Mk. elegant indbunden i Odense hos F. Mill."
1991,Beretning om hendes Forhold i Sagen mod Fualdes's Mordere,Report on Her Situation in the Case Against Fualdes's Murderers,Madame Manson,ode_069087,1824-02-03,"Mansons, Madame, Beretning om hendes Forhold i Sagen mod Fualdes's Mordere, skrevet til hendes Moder; med en forudskikket udførlig Beretning om det paa Fualdes begaaede Mord og de derved foraarsagede Retsundersøgelser. Med Madame Mansons Portrait i Steentryk. 1818. 64 s."
1992,"Nytaarsgave for Haveelskere 1824, eller Sanderumgaards Have","New Year's Gift for Garden Lovers 1824, or Sanderumgaard's Garden",M. Winther,ode_069183,1824-02-12,"Nylig har forladt Pressen. Nytaarsgave for Haveelskere 1824, eller Sanderumgaards Have. Digtninge af M. Winther, trykpaa Velinpapir, i stor 8vo, med 13 Prospekter af Sanderumgaard og dens Have, stukne af Hr. Prof. Ridder Clemens, samt en kobberstukken Titel. Som Anhang har Udgiveren ladet følge et Udvalg af Erindringsbogen i Tankefuldshytten. Bogen faaes for 15 Mk. elegant indbunden i Odense hos L. Mill."
1993,"Smaa Afhandlinger og bemærkninger, fornem melig i Fædrelandets, Middelalderens og den christne Kirkes Historie","Small Essays and Remarks, Particularly in the History of the Fatherland, the Middle Ages, and the Christian Church",G. L. Baden,ode_069227,1824-02-16,"Paa Adressekontoiret faaes: Smaa Afhandlinger og bemærkninger, fornem melig i Fædrelandets, Middelalderens og den christne Kirkes Historie af Dr. G. L. Baden, 2det Bind 4 Rbd. heftet. Synchronistiske Tabeller til Brug ved Underviisning i Historien, tilligemed en Udsigt over Folkeslagenes og Staternes Stilling ved Begyndelsen af hvert Tidsrum, ved Dr. H. P. Thrige. 5 Mk. heftet."
1994,Synchronistiske Tabeller til Brug ved Underviisning i Historien,Synchronistic Tables for Use in Teaching History,H. P. Thrige,ode_069227,1824-02-16,"Paa Adressekontoiret faaes: Smaa Afhandlinger og bemærkninger, fornem melig i Fædrelandets, Middelalderens og den christne Kirkes Historie af Dr. G. L. Baden, 2det Bind 4 Rbd. heftet. Synchronistiske Tabeller til Brug ved Underviisning i Historien, tilligemed en Udsigt over Folkeslagenes og Staternes Stilling ved Begyndelsen af hvert Tidsrum, ved Dr. H. P. Thrige. 5 Mk. heftet."
1995,Seidelins Visebog eller Danske Selskabssange,Seidelin's Songbook or Danish Society Songs,NO_AUTHOR,ode_069310,1824-02-23,"Efter Fleres Ønske er nu et Antal af Seidelins Visebog eller Danske Selskabssangeanskaffet til Udlaan her fra Adressekontoiret i Venne- og Selskabskredse. For hvert Selskab, hvortil Bøgerne saaledes udleies, betales 8 Rbsk. for Exemplaret, og Tilbageleveringen maa skee, hæste Dag. Vedkommende meddele et skriftligt Beviis ved Modtagelsen og ere ansvarlige, om nogen Bog maatte forkomme eller beskadiges. Det mindste Antal, som udleies ad Gangen, er 6 Exemplarer."
1996,Klosteret,The Monastery,A. Rasmussen,ode_069995,1824-04-19,"Odense den 18 April 1824. Marie Erhardt, fød Nielsen. Paa Adressecontoiret faaes: Klosteret. En romantisk Skildring af Walter ScottOversat af A. Rasmussen, 1ste Deel 2 Rbd. heftet. Slottet Pontefract. Et historisk romantiske Sagn, Walter Scott. Oversat af F. Schneider. 1ste Deel 2 Rbd heftet."
1997,Slottet Pontefract,The Castle of Pontefract,F. Schneider,ode_069995,1824-04-19,"Odense den 18 April 1824. Marie Erhardt, fød Nielsen. Paa Adressecontoiret faaes: Klosteret. En romantisk Skildring af Walter ScottOversat af A. Rasmussen, 1ste Deel 2 Rbd. heftet. Slottet Pontefract. Et historisk romantiske Sagn, Walter Scott. Oversat af F. Schneider. 1ste Deel 2 Rbd heftet."
1998,"Udsigt over den græske og romerske Literaturs, Historie","View of Greek and Roman Literature, History",A. Matthiæ,ode_070873,1824-07-01,"Paa Adressekontoiret faaes: Udsigt over den græske og romerske Literaturs, Historie, af A. Matthiæ. Oversat af Malthe Møller. 1 Rbd. indb. Dialogisk Samtale om Danmarks Fæstebønders personlige Frihed og Statsforhold, med Hensyn til Selveiere, Godseiere og Kjøbstædborgere, med Beviis for at Jacob Bruuns aldeles ikke kjender Statsborgernes Pligter i Almindelighed, saalidet som den danske Bondes i Særdeleshed. 2 Mk. heftet."
1999,Dialogisk Samtale om Danmarks Fæstebønders personlige Frihed og Statsforhold,Dialogical Conversation about the Personal Freedom and State Conditions of Denmark's Peasants,NO_AUTHOR,ode_070873,1824-07-01,"Paa Adressekontoiret faaes: Udsigt over den græske og romerske Literaturs, Historie, af A. Matthiæ. Oversat af Malthe Møller. 1 Rbd. indb. Dialogisk Samtale om Danmarks Fæstebønders personlige Frihed og Statsforhold, med Hensyn til Selveiere, Godseiere og Kjøbstædborgere, med Beviis for at Jacob Bruuns aldeles ikke kjender Statsborgernes Pligter i Almindelighed, saalidet som den danske Bondes i Særdeleshed. 2 Mk. heftet."
2000,Erindringer af mit Liv,Memories of My Life,K. L. Rahbek,ode_070913,1824-07-05,"Avertisse ments. Paa Adressekontoiret faaes Erindringer af mit Liv ved Prof. K. L. Rahbek. 1ste Deel. 2 Rbd. heftet. Holbergs Komedier, nye Udgave ved Prof. Rabbek. 1ste Binds 1ste og 2det Hefte. 8 Mk."
2001,Holbergs Komedier,Holberg's Comedies,NO_AUTHOR,ode_070913,1824-07-05,"Avertisse ments. Paa Adressekontoiret faaes Erindringer af mit Liv ved Prof. K. L. Rahbek. 1ste Deel. 2 Rbd. heftet. Holbergs Komedier, nye Udgave ved Prof. Rabbek. 1ste Binds 1ste og 2det Hefte. 8 Mk."
2002,"Albertus Julius, eller Felsenburg","Albertus Julius, or Felsenburg",NO_AUTHOR,ode_071417,1824-08-13,"Anledning til denne Digtning har en gammel, i sin Tid meget læst Roman: Albertus Julius, eller Felsenburg, givet. Dog er Øen i Sydhavet paa ingen Maade at ansee, som en Omarbeidelse af hiin, kun for nogle Kapitler, ere de smukkeste Situationer af det gamle Felsenburg lagte til Grund. Bogen kommer til at bestaae af 4 Dele, hver omtrent et Alphabet stor. Subskription modtages paa Adressekontoiret."
2003,Forordningerne og Fogtmanns Reskriptsamling,The Ordinances and the Collection of Rescripts of the Bailiff,NO_AUTHOR,ode_071491,1824-08-20,"Schous Udtog af Forordningerne og Fogtmanns Reskriptsamling, begge Værker komplette og indbundne samt vel konditionerede, ere at faae tilkjøbs for en billig Priis Man henvender sig til Hr. Kasserer Storch hos Kjøbmand, Nissen i Overgade."
2004,"Geheimekabinetsminister Grev Johan Friedrich Struense, og hans Ministerium",The Minister of the Secret Cabinet Count Johan Friedrich Struense and His Ministry,J. K. Høst,ode_071739,1824-09-13,"Avertissements. Hos Undertegnede faaes: Geheimekabinetsminister Grev Johan Friedrich Struense, og hans Ministerium, af J. K. Høst, Dr. juris. 3 Dele, med Grevens Portrait, heftede i 3 Bind. 6 Rbd. 72 s. Anden Aargang af Prædikener over de til Søndagene og Festerne anordnede Texter, holdne og udgivne til Brug ved Huusandagt af B. F. Rønne. 1ste Deel. 11 Mk. heftet. Ledetraad ved den første Underviisning i Naturvidenskaberne, af P. Laurberg. 1 Rbd. 8 s. indb."
2005,"Prædikener over de til Søndagene og Festerne anordnede Texter, holdne og udgivne til Brug ved Huusandagt","Sermons on the Texts Arranged for Sundays and Festivals, Delivered and Published for Use in Family Worship",B. F. Rønne,ode_071739,1824-09-13,"Avertissements. Hos Undertegnede faaes: Geheimekabinetsminister Grev Johan Friedrich Struense, og hans Ministerium, af J. K. Høst, Dr. juris. 3 Dele, med Grevens Portrait, heftede i 3 Bind. 6 Rbd. 72 s. Anden Aargang af Prædikener over de til Søndagene og Festerne anordnede Texter, holdne og udgivne til Brug ved Huusandagt af B. F. Rønne. 1ste Deel. 11 Mk. heftet. Ledetraad ved den første Underviisning i Naturvidenskaberne, af P. Laurberg. 1 Rbd. 8 s. indb."
2006,Ledetraad ved den første Underviisning i Naturvidenskaberne,Guidelines for the First Teaching in Natural Sciences,P. Laurberg,ode_071739,1824-09-13,"Avertissements. Hos Undertegnede faaes: Geheimekabinetsminister Grev Johan Friedrich Struense, og hans Ministerium, af J. K. Høst, Dr. juris. 3 Dele, med Grevens Portrait, heftede i 3 Bind. 6 Rbd. 72 s. Anden Aargang af Prædikener over de til Søndagene og Festerne anordnede Texter, holdne og udgivne til Brug ved Huusandagt af B. F. Rønne. 1ste Deel. 11 Mk. heftet. Ledetraad ved den første Underviisning i Naturvidenskaberne, af P. Laurberg. 1 Rbd. 8 s. indb."
2007,Sammlung neuer Stickmuster 1825,Collection of New Embroidery Patterns 1825,F. Milofaaes,ode_072398,1824-11-12,"Avertissements. Hos F. Milofaaes: Sammlung neuer Stickmuster 1825, og følgende: Taschenbücher fur das Jahr 1825. Vergismeinnicht; Taschenbuch zum geselligen Vergnigen, Taschenbuch der Liebe und Freundschaft gewidmet; OrpheaBeckers Taschenbuch, Frauentaschenbuch, Cornelig og Penelope."
2008,Taschenbücher fur das Jahr 1825,Pocket Books for the Year 1825,NO_AUTHOR,ode_072398,1824-11-12,"Avertissements. Hos F. Milofaaes: Sammlung neuer Stickmuster 1825, og følgende: Taschenbücher fur das Jahr 1825. Vergismeinnicht; Taschenbuch zum geselligen Vergnigen, Taschenbuch der Liebe und Freundschaft gewidmet; OrpheaBeckers Taschenbuch, Frauentaschenbuch, Cornelig og Penelope."
2009,Vergismeinnicht,Don't Forget,NO_AUTHOR,ode_072398,1824-11-12,"Avertissements. Hos F. Milofaaes: Sammlung neuer Stickmuster 1825, og følgende: Taschenbücher fur das Jahr 1825. Vergismeinnicht; Taschenbuch zum geselligen Vergnigen, Taschenbuch der Liebe und Freundschaft gewidmet; OrpheaBeckers Taschenbuch, Frauentaschenbuch, Cornelig og Penelope."
2010,Taschenbuch zum geselligen Vergnigen,Pocket Book for Social Enjoyment,NO_AUTHOR,ode_072398,1824-11-12,"Avertissements. Hos F. Milofaaes: Sammlung neuer Stickmuster 1825, og følgende: Taschenbücher fur das Jahr 1825. Vergismeinnicht; Taschenbuch zum geselligen Vergnigen, Taschenbuch der Liebe und Freundschaft gewidmet; OrpheaBeckers Taschenbuch, Frauentaschenbuch, Cornelig og Penelope."
2011,Taschenbuch der Liebe und Freundschaft gewidmet,Pocket Book Dedicated to Love and Friendship,NO_AUTHOR,ode_072398,1824-11-12,"Avertissements. Hos F. Milofaaes: Sammlung neuer Stickmuster 1825, og følgende: Taschenbücher fur das Jahr 1825. Vergismeinnicht; Taschenbuch zum geselligen Vergnigen, Taschenbuch der Liebe und Freundschaft gewidmet; OrpheaBeckers Taschenbuch, Frauentaschenbuch, Cornelig og Penelope."
2012,OrpheaBeckers Taschenbuch,Orphea Becker's Pocket Book,NO_AUTHOR,ode_072398,1824-11-12,"Avertissements. Hos F. Milofaaes: Sammlung neuer Stickmuster 1825, og følgende: Taschenbücher fur das Jahr 1825. Vergismeinnicht; Taschenbuch zum geselligen Vergnigen, Taschenbuch der Liebe und Freundschaft gewidmet; OrpheaBeckers Taschenbuch, Frauentaschenbuch, Cornelig og Penelope."
2013,Frauentaschenbuch,Women's Pocket Book,NO_AUTHOR,ode_072398,1824-11-12,"Avertissements. Hos F. Milofaaes: Sammlung neuer Stickmuster 1825, og følgende: Taschenbücher fur das Jahr 1825. Vergismeinnicht; Taschenbuch zum geselligen Vergnigen, Taschenbuch der Liebe und Freundschaft gewidmet; OrpheaBeckers Taschenbuch, Frauentaschenbuch, Cornelig og Penelope."
2014,Cornelig,NO_TRANSLATION,NO_AUTHOR,ode_072398,1824-11-12,"Avertissements. Hos F. Milofaaes: Sammlung neuer Stickmuster 1825, og følgende: Taschenbücher fur das Jahr 1825. Vergismeinnicht; Taschenbuch zum geselligen Vergnigen, Taschenbuch der Liebe und Freundschaft gewidmet; OrpheaBeckers Taschenbuch, Frauentaschenbuch, Cornelig og Penelope."
2015,Penelope,NO_TRANSLATION,NO_AUTHOR,ode_072398,1824-11-12,"Avertissements. Hos F. Milofaaes: Sammlung neuer Stickmuster 1825, og følgende: Taschenbücher fur das Jahr 1825. Vergismeinnicht; Taschenbuch zum geselligen Vergnigen, Taschenbuch der Liebe und Freundschaft gewidmet; OrpheaBeckers Taschenbuch, Frauentaschenbuch, Cornelig og Penelope."
2016,Bidrag til Huusandagt,Contributions to Household Devotion,NO_AUTHOR,ode_072644,1824-12-09,"Af Hr. Forfatterens forhen udgivne og med saa forNB. tent bifald optagne Samlinger ere endnu nogle Expl. sammesteds at faae, nemlig: Bidrag til Huusandagt, for 2 Rbd., og Nyt Bidrag til Huusandagt med Tillæg af Morgen og Aftenbønner i bunden Stiil, for 2 Rbd. 5 Mk."
2017,Nyt Bidrag til Huusandagt,New Contributions to Household Devotion,NO_AUTHOR,ode_072644,1824-12-09,"Af Hr. Forfatterens forhen udgivne og med saa forNB. tent bifald optagne Samlinger ere endnu nogle Expl. sammesteds at faae, nemlig: Bidrag til Huusandagt, for 2 Rbd., og Nyt Bidrag til Huusandagt med Tillæg af Morgen og Aftenbønner i bunden Stiil, for 2 Rbd. 5 Mk."
