input,output,parsed
"Stoltzer og Eidammer Oste, fransk Viinæddike, fint Riismeel, Lyneborger Salt, Punsch-Essents, god stærk Rum, friske Citroner, hamborger Hvedemeel, engelsk Fajance og bohmiske Glasvare m. m. m., faaes til billige Priser hos Rybsahm. Schous Udtog af Forordninger for 1824, heftet 72 s. faaes Rottbøll Sadolin, hos Boghandler og Bogbinder. Almanakker for Aaret 1826 a 100de 9 Rbd. 4 Mk., faaes hos Rottbøll Sadolin.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Det 31te Hefte af Flora danica er udkommet, og uddeles fra det kongelige Haandbibliothek til dem, der ere berettigede til at erholde samme gratis.","original_title: Flora danica  
translated_title: Flora Danica  
author: NO_AUTHOR","[('flora danica', 'no_author')]"
"Af Ceres, et periodisk Skrivt for dannede Læfere, er December-Heftet for 1825 udkommet og indeholder: FrøkenHambleton, af Karl Müchler. - Fader Gutmann og hans Søn, af F. Mosengeil. - Den døende Svane, af Herder. - Anecdoter. Subskription modtages fremdeles hos Vogelius, Boghandler og Bogbinder.","""original_title: FrøkenHambleton""
""translated_title: Miss Hambleton""
""author: Karl Müchler""

""original_title: Fader Gutmann og hans Søn""
""translated_title: Father Gutmann and His Son""
""author: F. Mosengeil""

""original_title: Den døende Svane""
""translated_title: The Dying Swan""
""author: Herder""",[]
"Bestillinger modtages paa Justs Haandbog for den læsende Ungdom, 10de Oplag, som ventes med det første tilsendt, hvor og hans øvrige Skrifter faaes hos Rottbøll Sadolin. Hos Agent Galster i Sundbye faaes: a. Bedste østersøisk Sæde Hørfrøe. b. Hollandsk Hampefrøe af egen Avl, til Sæd. c. Tidlig hvid Sædehavre af circa 10 Lpds. Vægt. d. Extra fine Carstanie-Kartofler, vel conserverede. Nogle gode romanske Violin- og Guitarre-Strænge kan erholdes hos Collecteur Bech.","original_title: Justs Haandbog for den læsende Ungdom  
translated_title: Just's Handbook for the Reading Youth  
author: NO_AUTHOR","[('justs haandbog for den læsende ungdom', 'no_author')]"
"Bekjendtgjørelser. Theatret i Aalborg. Torsdagen den 11te Januari 1827. opføres af det herværende Danske Skuespillerselskab: Troe Jngen for vel, Lystspil i 1 Act af Carl Schall, oversat af Thortsen. Derefter: Kong Salomon og Jørgen Hattemager. Vaudeville af Joh. Ludvig Heiberg. (Med tilhørende Overture, componeret af Frølich.) Titchen & Bigum.","""original_title: NO_BOOK""
""translated_title: NO_BOOK""
""author: NO_BOOK""",[]
"Blanketter til Beregning over Lønning m. v., faaes paa Stiftsbogtrykkeriet. ansaa anden ----- Lønningsbøger faaes paa Stiftsbogtrykkeriet. Et Par smukke Værelser, med tilser uden Meubler, Paa det over ere at faae til Leie i min Gaard. Hviinsang. sammes 3de m. Sk. .","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Hvor 2de Skole=Disciple kan faae Kost og Logis, i et honet Huus, giver Stiftsbogtrykkeriet Underretning. Beboelse for 2 smaa Familier er at faae til Leie, næste Fløttette i Huset No. 152 i Urbansgade. 2de lyse Overværelser med øvrige Beqvemmeligheder er tilPaaske Fløttetid til Leie hos Funck i Jomfru Anegaden. Græsning til 1 a 200 Stude kan erholdes paa Restrup.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Tre nye, af Dr. Heiberg bearbeidede og tildeels localiserte, Oversættelser af Enactsstykker, hvilke alle ville blive givne paa een Aften i indeværende Maaned, ere nu udkomne under følgende Titler: Den fortredelige Formiddag, Formynder og Myndling, Søyltegjæsten. Prisen for hvert af disse Stykker er 12 Skilling.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Hvor 8000 Rbdlr. mod antagelig Sikkerhed i næste Juni Alfabetisk Realregister over Colegialtidenden, af Joh. Nik. Høst, 3die Deel. Omfatter de 21 Aargange, fra 1808 til 1828 incl., heftet 17 Mk. Dhrr. Subskriberende behager at afhente deres Exemplarer hos Rottbøll Sadolin. Patent Concept i stor Format faaes nu igjen a Riset 3 Rbd. hos Rottbøll Sadolin.","""original_title: Alfabetisk Realregister over Colegialtidenden""
""translated_title: Alphabetical Real Register of the Collegial Journal""
""author: Joh. Nik. Høst""",[]
"Følgende nye Skrifter faaes hos Undertegnede: Maanedsskrift for Christendom og Historie, udgivet af J. Ch. Lindberg, 1 B. 3 H., 3 Mk., eller 3 Hefter 9 Mk. Subskription modtages. - Politiske Betragtninger med Blik paa Danmark og Holsteen, af Grundtvig, 2det uforandrede Oplag. 2 Mk. - Om Magnettens Forhold til sine Poler, af Aschlund. 24 s. - Reise- og Skrivecalender. 36 s. - Almanaker for 1831. 10 s. Rottbøll Sadolin.","""original_title: Maanedsskrift for Christendom og Historie""
""translated_title: Monthly Journal for Christianity and History""
""author: J. Ch. Lindberg""

""original_title: Politiske Betragtninger med Blik paa Danmark og Holsteen""
""translated_title: Political Reflections with a View on Denmark and Holstein""
""author: Grundtvig""

""original_title: Om Magnettens Forhold til sine Poler""
""translated_title: On the Magnet's Relation to its Poles""
""author: Aschlund""",[]
"Almeennyttig Lommebog for 1832, nærmest udarbeidet som Veiledning for den Handlende, udgivet af C. J. Giessing; indb. 4 Mk., faaes hos Rottbøll Sadolin. Bedste hvide Form- og Spedelys, af god indenlandsk Talg, kan faaes hos N. Schibbye. Hvor vel conditionerte kjøbenhavnske Mahognie Meubler til et Værelses Establissement m.v., kan kjøbes, anviser Stiftsbogtrykkeriet. Særdeles gode tillavede Oliefarver og Oliefernisser faaes til billig Priis hos Maler D. Mayntzhusen.","original_title: Almeennyttig Lommebog for 1832  
translated_title: General-Purpose Pocketbook for 1832  
author: C. J. Giessing","[('almeennyttig lommebog for 1832', 'c. j. giessing')]"
Bogen Practisk Landmaaler ville Subscribenterne i Omegnen af Hjørring behageligen afhente hos Cateche Müller.,"original_title: Practisk Landmaaler
translated_title: Practical Surveyor
author: NO_AUTHOR","[('practisk landmaaler', 'no_author')]"
"Veiledning for begyndende eller mindre fremmelige Skoledisciple, saavel som en forbereden3de Underviisning for yngre Børn, der med Tiuden skulle indtræde i en lærd Skole, kan erholdes fra 1ste October af. Flere kunne forenesig om Timerne. - Det nærmere aftales med P. H. Colding. De befalede Skudsmaalsbøger af Soldenfelds faaes hos Rottbøll Sadolin.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"udgivet af J. Chr. Borch & A. p. Uers Enke. - Redigeret af Capitain v. Baderberg, Pd. af D.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Udgivet af T. Chr. Borch & A. Ph. Uies Enke. - Redigeret af Capitain v. Søderberg, Rd. af D.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Udgivet af J. Chr. Borch A. A. Ph. Lies Enke. - Redigeret af Capitain v. Bøderberg, Pd. af D.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"udgivet af J. Chr. Borch & A. ph. Lies Enke. - Redigeret af Capitain v. Bøderberg, Rd. af D.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"J October begynder jeg Underviisningen saavel med de Elever, der ønskes forberedte til Optagelse i en lærd Skole, som med Disciple, der behøve privat Veiledning. P. H. Colding.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
Udgiverne af denne Avis Hr. Borch og Rees Enke indføre stedse uden Betaling alle Anmeldelser og Bekjendtgjørelser Bibliotheket vedkommende.,"original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Billetter kunne erholdes hos Hr. KlokkerClaudi til 2 Mk. overalt i Kirken. Indgangen aabnes Kl. 4 og Begyndelsen skeer, Kl. 3. Texten til Sangene sælges hos Hr. Klokker Claudi samt ved Indgangen. Kirken lukkes ved Concertens Begyndelse. Muth Rasmussen.","""original_title: NO_BOOK""
""translated_title: NO_BOOK""
""author: NO_BOOK""",[]
"Bekiendtgjörelser. Circulerende Læseselskab. Da jeg af endeel Herrer er bleven opfordret til, at oprette et circulerende Læseselskab her i Byen, har jeg besluttet, saafremt et tilstrækkeligt Antal Abonnenter tegne sig, at arrangere et Saadant, som fra Nytaar af vil træde i Virksomhed.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Bekjendtgjørelser. At Magister artium. Ditlev Gothardt Monrad, under Dags Dato er sat under Action for Overtrædelse af Trykkefrihedslovgivningen med Hensyn til Jndholdet af et af ham udgivet Skrift, betitlet: flyvende politiske Blade, Nr. 2, det bekjendtgjøres herved i Overeensstemmelse med Forordn. 27de Septbr. 1799 8 18.","original_title: flyvende politiske Blade, Nr. 2
translated_title: Flying Political Papers, No. 2
author: Ditlev Gothardt Monrad","[('flyvende politiske blade, nr. 2', 'ditlev gothardt monrad')]"
"Forfatteren af den bekjendte Rhinsang: ""Sie sollen ihn nicht haben opv., Niklas Becker i Coln, har, næst Tilbudet af den første ledige Retsskrivertjeneste, tillige af Kongen af Preussen erholdt tilstillet en Gave af 1000 Thaler.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Fuldstændigt Aftryk af den indbyrdes Underviisningsmethodes nye Tabeller, udgiven af Candidatuphillesophie S. Hertz i Veile, faaes for 12 s. hos D. S. Philipson, Bogbinder.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Kücken, Fr., 6 Wiener-Tange für das Efte. 72 s. Marsen, E., 6 Etuden für die linke Hand allein. Op. 40. 1 Rbd. Reissiger. C. G., le voyage, Rondo brillant pourle Pfte. Op. 88. 1 Rbd. 48 s. Hamburg, den 5ten Januar 1842. Schuberth & Co. Neue Musicalien für Violoncell.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Lector, Dr. med. Withs Anviisning til Huusdyravlen og Huusdyrenes Behandling. er idag hertil ankommen og vil blive uddeelt til Subscribenterne. Exemplarer for andre Kjøbere a 2 Rbd. kunne erholdes i Bernh. Røe's Boghandling. Tømmerhandel.","original_title: Anviisning til Huusdyravlen og Huusdyrenes Behandling  
translated_title: Guide to Livestock Breeding and Treatment  
author: Dr. med. With","[('anviisning til huusdyravlen og huusdyrenes behandling', 'dr. med. with')]"
"Om Realunderviisning. En Tale holdt den 18de Septbr. 1842 paa Sorø Academie af Prof. Hauch, 16 s., faaes i Bernh. Reels Boghandling. Den til den 5te November førstkommende, Formiddag Kl. 10, berammede Auction, over Christen Pedersens Enkes Gaard i Nørbek, med Eiendomme, samt Besætning og Løsøre, tilbagekaldes herved. Rinds Gislum Herreders Contoir i Hobro, den 30te October 18442. Jansen.","original_title: Om Realunderviisning. En Tale holdt den 18de Septbr. 1842 paa Sorø Academie
translated_title: On Real Education. A Speech Given on September 18, 1842, at Sorø Academy
author: Prof. Hauch","[('om realunderviisning. en tale holdt den 18de septbr. 1842 paa sorø academie', 'prof. hauch')]"
"J Aarhuus bortsælges, næstkommende 25 April en betydelig Samling af Bøger, som sal. Hr. Professor og RektoKrarup har efterladt sig. Kataloger kan faaes hos Boghandler Hempel i Odense. Kommissioner for Fraværende modtage Pastor Studsgaard, Konrector Tauber og Adjunct Fleischer i Aarhuus. I Vestergade her i Odense er en Gaard med Baghuus og en liden Haugeplads at faae tilkjøbs, naar Liebhavere henvende sig til Avisexpeditionen.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Smaae Regnetavler til Brug i Landsbyeskoler anvises tilkjøbs fra Adressecomtoiret. Paa Adressecomtoiret faaes. Er Nordens Forening ønskelig? Et Ord til det Svenske Folk af N. F. S. Grundtvig, for 12 s.","original_title: Et Ord til det Svenske Folk
translated_title: A Word to the Swedish People
author: N. F. S. Grundtvig","[('et ord til det svenske folk', 'n. f. s. grundtvig')]"
"J Preussen udgives en Samling af alle Forordninger, som herefter udkomme. Alle Magistrats Personer, høiere Militaire, Superintendenter de ere forbundne til at anskaffe sig samme.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"J den Hensigt, at tilveiebringe sligt et simpelt og brugbart Hjelpemiddel, er denne Dagbog udgivet, hver man under 3 HovedRubriker kan anføre enhver muelig Slags Jndtægt og Udgivt for sig selv, og ved Aarets Udgang drage Balancen imellem begge. Videre Anviisning til Brugen er givet i Bøgen selv, som sælges her paa Adressecomtoiret indheftet i beqvem Lommeformat for 4 Mk. 8 s. got Skrivpapiir og 1 Rd. fiint Papir Expl. S. Hempel.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Paa Adressekontoiret faaes: Reinhardts System i den Fristelige Moral, 4de Vind. Begtrups Beskrivelse over Agerdyrkningen i Danmark 7de Deel, eller Nørrejydland, 3die Deel. Subskribenterne ville behage at lade deres Exgl. afhente. Clio, udgivet af J. K. Høst, 1ste Hefte, Tabel, som viser hvad Rigsbankdaler Sølvværdie udjøi Rbdl. Navneværdie, efter forskjellige Kourser, af N. Søndergaard. Om vort nye Penge- og Finantsvæsen.","""original_title: Reinhardts System i den Fristelige Moral, 4de Vind""
""translated_title: Reinhardt's System in the Tempting Morality, 4th Volume""
""author: NO_AUTHOR""

""original_title: Begtrups Beskrivelse over Agerdyrkningen i Danmark 7de Deel, eller Nørrejydland, 3die Deel""
""translated_title: Begtrup's Description of Agriculture in Denmark 7th Part, or Northern Jutland, 3rd Part""
""author: NO_AUTHOR""

""original_title: Clio, udgivet af J. K. Høst, 1ste Hefte""
""translated_title: Clio, published by J. K. Høst, 1st Issue""
""author: J. K. Høst""",[]
"Subskription. viisning, der skal begynde hvor samme Forfatters Lærrehøiere Mathematik, udgivet til Selvunderbøger i den elem nære Mathematik ende - modtages herpaa Adressekontoiret, hvor Planen derover er til Eftersyn. at faae til Leie med eller uden Meubler.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Til Horatzes Værker, med Oversættelse ved Jakob Baden, anviser Adressekontoiret en Kjøber.","original_title: Horatzes Værker  
translated_title: Works of Horace  
author: Jakob Baden","[('horatzes værker', 'jakob baden')]"
"Odense den 3 Januar 1816. L. Meyer. Nye Kone og af C. Jatobsen, er fremdeles for Subskribenterne og ellers tilkjøbs at erholde i Huset No. 570 i Strædet til Torvet her i Odense. Ligeledes ere Exemplarer af bemeldte Bog at bekomme paa Apotheket i Svendborg, hos Kjøbmand Ørsted i Rudkjøbing og hos Kjøbmand Wagmann i Naskon for den forhenbekjendtgjorte Priis af 6 Rbd. Skrivp. og 5 Rbd. Trip. for hvert Exemplar.","original_title: Nye Kone  
translated_title: New Wife  
author: C. Jatobsen","[('nye kone', 'c. jatobsen')]"
"Paa Vestergade i Huset No. 223 kan bekommes nye gode Dør=Sivmattet og Riiskoste. Paa Adressekontoiret faaes. Tvende Prædikener, holdne i St. Knuds Kirke i Odense den 31 December 1815 og 1 Januar 1816 af Dr. og Stiftsprovst Tetens, Ridder af Danebrog. Efter Anmodning trykte og sælges til Fordeel for de Brandlidte i Narstal. Prisen er 1 Rbdlr. for Expl. indheftet, eller hvad Mere Nogen ellers maatte ville give til forbemeldte velgjørende Bestemmelse.",original_title: Tvende Prædikener; translated_title: Two Sermons; author: Dr. og Stiftsprovst Tetens,[]
"Paa de Hr. Loles Musik-Forlag modtages stedse Kommissioner for Fyen og Om-Øerne hos Færgeløbskasserer, N. Møller i Nyborg.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Subskription. Hr. Overauditeur Paysen i Rendsborg agter at udgive et Værkunder Titel: Den danske militaire Criminairets Grundsætninger. Planen ligger til Eftersyn her paa Adressekontoiret, hvor Subskription paa Værket ogsaa modtages.","original_title: Den danske militaire Criminairets Grundsætninger
translated_title: The Principles of the Danish Military Criminal Law
author: Overauditeur Paysen","[('den danske militaire criminairets grundsætninger', 'overauditeur paysen')]"
"Avertissements. Paa Adressekontoiret faaes: Fortællinger og historiske Noveller af Brulart de Seiller, Grevinde af Genlis, oversatte ved J. H. Lund. 1ste Deel. 3 Rbd. heftet. Agatholles, af Caroline Picher. Oversat ved J. ErnstWegener, Præst og Forstander for det Joenstrupske Seminarium. 11 Deel. 11 Mk. heftet. Familien v. Heidenforsth. Original Roman, udgivenog forlagt af Hofboghandler L. Becken. 1ste Deel. 1 Rbd. heftet.","""original_title: Fortællinger og historiske Noveller; translated_title: Tales and Historical Novellas; author: Brulart de Seiller, Grevinde af Genlis""

""original_title: Agatholles; translated_title: Agatholles; author: Caroline Picher""

""original_title: Familien v. Heidenforsth; translated_title: The Heidenforsth Family; author: NO_AUTHOR""",[]
"Bekjendtgjørelse. Paa Adressekontoiret i Odense faaes tilkjøbs en over Dr. M. Luther af Præsten H. Maaløe i Assens i 22 Vers forfattet Minde-Sang, med mange tilføiede Kapitelsteder af Bibelen, og anviste Steder i Luthers Skrifter. Den faaes og tilkjøbs hos Forfatteren. Prisen er 8 s. paa Tryk= og 12 s. paa Skrivpapiir.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Subskription. paa en Oversættelse af Professor Politz's Weltgeschichtfor gebildete Leser und Studierende, 4Theile, ved Professor K. R. Thoring, modtages paa Adressekontoiret, hvor Planen, der tillige indeholder nogle tydske Recensioner, samt oversatte Brudstykker som Prøver af Værket ligger til Eftersyn.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Regnskab over Nationalbankens Jnd tægter og Udgivter for Bankaaret fra 1 August 1820 til 31 Juli 1821, tilligemed vedføiet Forklaring, som viser Bankens Status til bemeldte 31 Juli. 3 Mk. heftet.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Avertissemente. Paa Adressekontoiret faaes: Provinzialberichte fur das Jahr 1822, herausgegeben von G. P. Petersen, Prediger zu Lensahn inWaarien, erstes Qvartalheft, imod Subskription paa hele Aargangen. Grundrids af den danske Lovhistorie. Til Brug ved Forelæsninger, af Kolderup Rosenvinge. 1ste Deel, 11 Mk. heftet.","original_title: Provinzialberichte fur das Jahr 1822  
translated_title: Provincial Reports for the Year 1822  
author: G. P. Petersen  

original_title: Grundrids af den danske Lovhistorie  
translated_title: Outline of the Danish Legal History  
author: Kolderup Rosenvinge","[('provinzialberichte fur das jahr 1822', 'g. p. petersen'), ('grundrids af den danske lovhistorie', 'kolderup rosenvinge')]"
"Dannevang, dansk Folkesang, komponeret af Bay til Pianoforte. Gerlach, Favorit=Dandse for 2 Violiner, 5 Mk. for 2 Fløiter, 3 Mk. Jensens Variationer for Fløite. I. I. Liv. 8 Mk. Ægte og friske Romanske og overspundne Strænge til Violoncel. Violin, Bratsch, og Guitail, Staal- og Messing, Claveer=Strænge, ægte chinesiske Qvinier og præpareret Califonium. Faaes hos C. F. Busch i Nyborg.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Nylig har forladt Pressen, Fom Breve til Hr. Pastor N. F. S. Grundtvig. angaaende Fornuft, Aand og Bogstav, Andagtsforsamlinger udenfor Kirken og Muligheden af et Beviis for Guds Tilværelse. Andet Forsøg til sand Christendoms Bestyrkelse mod Tvivl og Vildfarelser. Ved Nic. Faber, Dr. Philos. og Sognepræst for Allested og Veile Menigheder i Fyen. Skriftet (9 1/2 Ark stort i 8vo) sælges for 5 Mk. indheftet hos i Forlæggeren S. Hempel. Odense den 28 October 1825.","original_title: Fom Breve til Hr. Pastor N. F. S. Grundtvig
translated_title: Five Letters to Mr. Pastor N. F. S. Grundtvig
author: Nic. Faber","[('fom breve til hr. pastor n. f. s. grundtvig', 'nic. faber')]"
"Tilskikkelse og Hesten fra Arabien. To originale Fortællinger af Professor L. Kruse. 9 Mk. heftet. En duelig Seminarist, der, foruden de almindelige Skolevidenskaber, kan undervise i Tydsk og Tegning, kan blive antaget fra 1 Januari næstkommende. De herpaa reflekterende ville behage snarest muligt at aflægge en Billet paa Adressekontoiret, mærket G. H.","""original_title: Tilskikkelse og Hesten fra Arabien""
""translated_title: Destiny and The Horse from Arabia""
""author: Professor L. Kruse""",[]
Til samme Legat sælges ligeledes Valgte Stykker af den græske Anthologiet af Hs. Høiærværdighed Hr. Biskop Dr. Plum for 1 Rbd. Sedl. Stk.,"original_title: Valgte Stykker af den græske Anthologiet
translated_title: Selected Pieces from the Greek Anthology
author: Hs. Høiærværdighed Hr. Biskop Dr. Plum","[('valgte stykker af den græske anthologiet', 'hs. høiærværdighed hr. biskop dr. plum')]"
Paa Adressekontoiret faaes : Eventyreren og den skjønne Tuneserinde af Forfatteren til Rinaldo Rinaldini. 8 Mk. heft. Digtninge af H. D. Brink=Seideling. 10 Mk. paa Skrive og 7 Mk. paa Trykpapir. Beskrivelse over Kjøbenhavn. Veiviser for Reisende. 2det Oplag. 4 Mk. 8 s. heft. Miniaturbibliothek for Moerskabslæsning. 1ste Hefte. 12 s.,"""original_title: Eventyreren og den skjønne Tuneserinde""
""translated_title: The Adventurer and the Beautiful Tunisian Woman""
""author: NO_AUTHOR

""original_title: Digtninge""
""translated_title: Poems""
""author: H. D. Brink=Seideling

""original_title: Beskrivelse over Kjøbenhavn. Veiviser for Reisende""
""translated_title: Description of Copenhagen. Guide for Travelers""
""author: NO_AUTHOR

""original_title: Miniaturbibliothek for Moerskabslæsning""
""translated_title: Miniature Library for Leisure Reading""
""author: NO_AUTHOR",[]
"Torsdagen den 27 August forsvarede Hr. Pastor Gerhard, Peter Brammer, ord. Katechet i Nakskov, i Regentskirken. sin for Licentiatgraden i Theologien skrevne Afhandling de Christianis sancti Johannis babtist commentationes (particula prior).","original_title: de Christianis sancti Johannis babtist commentationes (particula prior)
translated_title: On the Christian Commentaries of Saint John the Baptist (Part One)
author: Peter Brammer","[('de christianis sancti johannis babtist commentationes (particula prior)', 'peter brammer')]"
"J Boeslunde Præstegaard, 1/2 Miil fra Skjelskjør, bortsælges den 25 Mai d. A. og følgende Dage afdøde Pastor Beckmanns Bogsamling, omtrent 2000 Bind, ved offentlig Auction, som begynder og Formiddagen Kl. 10. Bøgerne ere smukt indbundne og vel vedligeholdte. Værkerne ere for størstedelen theologiske, historiske og topografiske, i hvilken sidste Henseende Samlingen endog er sjelden. Forøvrigt findes ogsaa i samme nogle juridiske og landsekonomiske Skrivter samt nogle Skolebøger.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"AVERTISSEMENTS. Af det forrige Aar i Kiel udkomne fortrinlige Skrift: ""Pastoraltheologie im Reden an Theologie Studirenden von Claus Harm, vil i Løbet af Vinteren udkomme paa mit Forlag en dansk Oversættelse, besørget af Hr. Pastor Westengaard, som herved foreløbig bekjendtgjøres.","original_title: Pastoraltheologie im Reden an Theologie Studirenden  
translated_title: Pastoral Theology in Speeches to Theology Students  
author: Claus Harm","[('pastoraltheologie im reden an theologie studirenden', 'claus harm')]"
AVERTISSEMENTS. Paa Adresselontoiret faaes: Love og Bestemmelser for Væddeløbene i Fyens Stift 1832. 16 s. heft.,"original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Wiborg. Paa Adressekontoiret faaes: Om Overformynderievæsenets Bestyrelse i Danmark (uden for Kjøbenhavn). En Haandbog for Overformyndere, af H. F. B. Tørslev, Fuldmægtig. 5 Mk. heft.","original_title: Om Overformynderievæsenets Bestyrelse i Danmark (uden for Kjøbenhavn)
translated_title: On the Administration of the Guardianship System in Denmark (outside Copenhagen)
author: H. F. B. Tørslev","[('om overformynderievæsenets bestyrelse i danmark (uden for kjøbenhavn)', 'h. f. b. tørslev')]"
"Paa Adressekontoiret faaes: Lyksalighedslære for Menneskets physiske Liv, eller Kunstenat benytte Livet og tillige bevare og fuldkommengjøre Sundhed, Skjønhed, Legems= og Aandskraft, af C. Hartmann, Dr. og Professor i Medicinen ved Universitetet i Wien; oversat af Dr. Mansa. 1 Rbd. heft.","original_title: Lyksalighedslære for Menneskets physiske Liv, eller Kunstenat benytte Livet og tillige bevare og fuldkommengjøre Sundhed, Skjønhed, Legems= og Aandskraft
translated_title: The Doctrine of Happiness for Human Physical Life, or The Art of Using Life and at the Same Time Preserving and Perfecting Health, Beauty, Physical and Mental Strength
author: C. Hartmann","[('lyksalighedslære for menneskets physiske liv, eller kunstenat benytte livet og tillige bevare og fuldkommengjøre sundhed, skjønhed, legems= og aandskraft', 'c. hartmann')]"
"Den forevigede Schleiermacher skal paa sin Dødseng have givet Præsten Jonas ved Nicolai Kirken i Berlin det Hverv, at ordne hans Kollegiehæfter, og at udgive dem tilligemed de af hans øvrige Papirer, der forekomme ham at være skikkede til Offentliggjørelse.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
Wiborg. Jdag er udkommet: Bidrag til Tidshistorien. Et Ugeblad. Ne 8. Jndhold. Den 30ologiske Have i London.,"original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"AVERTISSEMENTS. 5838329 7. Onsdagen den 28 Marts holdes Præsteordination i St. Knuds Kirke, Gudstjenesten begynder Kl. 10. Den til personel Kapellan for Giislevog Ellested Menigheder allernaadigst beskikkede Cand. theol. R. Chr. Lehn prædiker, Paa Adressecontoirets Boglade faaes: OR. Almeennyttig Haandbog for Blomsteryndere, M. Ch. Hempel.","original_title: Almeennyttig Haandbog for Blomsteryndere
translated_title: General Handbook for Flower Enthusiasts
author: M. Ch. Hempel","[('almeennyttig haandbog for blomsteryndere', 'm. ch. hempel')]"
"Eu udvalgt Samling af Kobbere og Lithographier, sorte og colorerede. Stambøger, meget smukke og i nyeste Smag.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Odense den 26 August 1839. Kort Anviisning. til Melk og Flødes fordeelagtigste Behandling til godt Smør. Udgiven af Fyens Stifts patriotiske Selskab og tilegnet Fyens vindskibelige Bønderkoner. For at bidrage til muligst Udbredelse af dette almeennyttige Skrift er foranstaltet særskilte Aftryk, som overlades for 4 Rbs. heftet Exemplaret. Om kort Tid vil Skriftet være at erholde i de fleste Bohandlinger; her i Odense kan det strax faaes paa S. Hempels Boglade. Paa Theatret i Odense opføres:","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Min Indbydelse har ikke været forgiæves, Siden Anmeldelsen i Avisen No. 4 er endvidere modtaget følgende Bidrag til Danneskjalden St. St. Blicher. 2 Rbd. - SkilFra W. . . . . . . . . . . . . . . 2 7 . . . . . . . . . . . . . . . . . . N. N. . . . . . . . . . 5 - nogle Venner, til hvis Felelse hans herlige Digte saa16 ofte have talet, . . . . Saaledes beløbe sig de særskilte Bidrag nu til 16 Rbd. 16 SkilS. Hempel. Odense d. 14 Jan. 1840.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
