,article_id,date,embedding,n_chunks_orig,clean_category,nøgle,text,category,article_length,characters,embedding_shape,newspaper,label_type,book_announce,comment,predicted_book_announce
794508,aar_109615,1826-01-06,"[ 0.02485507  0.02728588 -0.0223936  ... -0.02511795 -0.0440796
  0.02093304]",1,Bekjendtgjørelser,1826-01-06_143861,"Bekjendtgjørelser. Efter det lykkeligste Ægteskab, i næsten 30 Aar blev jeg, den 20de d., ved en hastig og uventet Død, berøvet min inderligelskede Mand Provst Peder Berthelsen, Sognepræst til Torrild og Wedsleth Menigheder, i hans Alders 62de Aar. Dette bekjendtgjøres sørgeligst, forvisset om at fraværende Slægt og Venner vil deeltage i min og Børns billige Sorg. Torrild Præsteged, den 28de Decbr. 1825. H. S. sal. Berthelsens, fød Brøndlund.",Bekjendtgjørelser,68,446,[1024],aar,predicted,unknown,,y
829584,aar_144734,1833-08-03,"[ 0.02398679 -0.00018765 -0.00705979 ... -0.01470713 -0.03881379
  0.01360318]",1,Bekjendtgjørelser,1833-08-03_188685,"Kjærligheds Drømme, Vaudeville i 2 Acter, efterScribe, ved Prof. Heiberg. Billetter, til 4 Rbmk. Stykket, erholdes hos Hr. Gjestgiver Fulling, samt ved Indgangen, som aabnes Kl. 6. Begyndelsen skeer præc. Kl. 7.",Bekjendtgjørelser,32,211,[1024],aar,predicted,unknown,,y
839114,aar_154276,1835-05-08,"[ 0.02502056 -0.00577478 -0.01704091 ...  0.00474662 -0.03080753
  0.00749123]",1,Bekjendtgjørelser,1835-05-08_200704,"Udmærket god Deres Viin faaes paa Bouteiller meN. Malling. get billig hos Norsk Kronglas & Stetiner-Glas faaes hos A. Malling. Materialier. Udenadstavning og Dictatskrivning, samlede af J. Pilkiær, Skolelærer i Veilbye.",Bekiendtgjørelser,31,219,[1024],aar,predicted,unknown,,y
718907,aar_033921,1806-04-05,"[ 0.02402648 -0.00205907 -0.01325204 ... -0.02564583 -0.03453051
 -0.00745683]",1,Bekjendtgjørelser,1806-04-05_45777,"Her paa Adresse=Contoiret faaes tilkiøbs: Forsøg til en kristelig Børnelærdom, af N. Blicher, Præst i Randlev, andet og om arbeidet Udgave, for 4 s. i raae Materie, heftet 6 s. Blichers Visdoms og Dyds Tabel . 3 s. Lov og Rets Tabel for Danske Bønder 3 s. . Heste og Qvæglæge Tabel . . 3 s. Af- og Tilgangslister a Bogen. 2 Mk. Hovedmantalslister, a Bog 2 Mk. og Arkviis 1 enhalv s.",Bekiendtgiørelser,73,382,[1024],aar,predicted,unknown,,y
859568,aar_174770,1838-11-09,"[ 0.04503679  0.00029419 -0.04852228 ... -0.003058   -0.03717101
 -0.00316893]",1,Bekjendtgjørelser,1838-11-09_226830,"Nye Catrineblommer, franske Svedsker, Mallaga=Figen, grønne russiske Ærter, Syltet=Ingefær, m. m. m., faaes paa Svane-Apotheket i Aarhuus hos Køster.",Bekjendtgjørelser,19,149,[1024],aar,predicted,unknown,,y
760664,aar_075726,1818-03-24,"[ 0.03659752  0.00664646 -0.04482906 ... -0.00410886 -0.03914889
 -0.00111078]",1,Bekjendtgjørelser,1818-03-24_100537,"En Samling af de berømteste Componisters Portraiter indfattede i Mahognie Rammer, anvises tilkjøbs fra Adressekontoiret. kiøbs fra AdresAf Baron la Motte Fouqvees Mührchenbuch for Kinder, m.R., ere Expl. at faae tilkjøbs paa Adressekontoiret. .... . Specier 20 a 21. Kours den 21de Marts- ; Oblig. 93 1/2. Rbmk.; Committees. Norske Sedler 24 1/2. me Almisse. Meins og sær",Bekiendtgiørelser,58,371,[1024],aar,predicted,unknown,,y
686598,aar_001581,1794-09-13,"[-0.01096955  0.02122176 -0.01514806 ... -0.02487647 -0.02900651
 -0.01584077]",1,Bekjendtgjørelser,1794-09-13_2269,"Nogle Exemplarer af Afhandlingen, over det Spørgsmaal, hvorfore tale Menneskerne saa lidet og saa sielden om Gud a. af N. R. Suhr ere endnu at bekomme og sælges Stykket for 10 s. her paa Adresse=Contoiret samhos Forfatteren i Kallundborg.",Bekiendtgiørelser,39,238,[1024],aar,predicted,unknown,,y
837777,aar_152936,1835-02-13,"[ 0.02639049 -0.00911261 -0.01162161 ... -0.0017853  -0.0514011
 -0.0361967 ]",1,Bekjendtgjørelser,1835-02-13_199017,"Nye friske Appelsiner, Pommerantzer og Citroner ere arriverede, og faaes billig hos J. F. W. Røse.",Bekjendtgjørelser,16,98,[1024],aar,predicted,unknown,,y
708996,aar_024000,1803-02-02,"[ 0.01802717  0.00191123 -0.03110525 ... -0.02309669 -0.03372845
 -0.02112627]",1,Bekjendtgjørelser,1803-02-02_32944,"En Gartner med gode Recommendationer, der forstaaer hvad han bør, ønsker sig Condition paa Landet med allerførste, Anviisningen faaes paa Adresse-Contoiret i Aarhuus. Her paa Adresse=Contoiret faaes tilkiøbs. Forsøg til en kristelig Børnelædom, af N. Blicher, Præst i Randlev, andet og smarbeidede Udgave, for 3 s. i raae Materie, heftet 5 s.",Bekiendtgiørelser,52,342,[1024],aar,predicted,unknown,,y
689486,aar_004470,1796-02-20,"[ 0.02572991 -0.00673602 -0.03544048 ... -0.01645661 -0.0575202
 -0.01052649]",1,Bekjendtgjørelser,1796-02-20_6271,"En af de sieldne redelige Mænd, ved Navn Peder, baden, som for 9 Aar siden holdt Bog Auctioner i kiøbenhavn og da maatte forlade Byen uden at betalede Creditorer, lader i Kiøbenhavn bekiendtgiøre, at nu nu i Petersborg er i den gode Forfatning, at han er og vil udbetale enhver hvad han skylder dem, naar vil indlevere deres Regninger til Præsten Hr. Rørde i Kiøbenhavn.",Udenlandsk,65,370,[1024],aar,predicted,unknown,,y
789095,aar_104194,1824-11-09,"[ 0.00095156  0.00731627 -0.04665092 ... -0.02541388 -0.02765344
 -0.00140151]",1,Bekjendtgjørelser,1824-11-09_137074,"Condition for en Huuslærer paa Landet, helst en Student, anvises af Bloch.",Bekiendtgiørelser,12,74,[1024],aar,predicted,unknown,,y
732867,aar_047895,1810-07-11,"[-0.00237284  0.03670818 -0.02632942 ... -0.03088527 -0.03081436
 -0.0197928 ]",1,Bekjendtgjørelser,1810-07-11_64849,"Den kongel. Priseret i Aarhuus, den 10de Julii 1810. Fortsættelse af de Gaver, som ere indkomne til den brandlidte Gaardmand Jens Jørgensen af Tendrup. Fra S. T. Hr. Oberstlieutenant v. Folsach, til Giessinggaard . . 10 Rd. Fra en ubenævnt . . . . . . . - 24 s. Tilsammen 10 Rd. 24 s.",Bekiendtgiørelser,55,284,[1024],aar,predicted,unknown,,y
709409,aar_024414,1803-03-23,"[ 0.02860861  0.0082253  -0.01640749 ... -0.02377342 -0.02774949
 -0.0210035 ]",1,Bekjendtgjørelser,1803-03-23_33453,"Bekiendtgiørelser. Grundtegning over hele Jordkloden, og kort Beskrivelse over alle Verdensdelene, af Just i Wiborg, kan bekommes paa Bispe Contoiret i Aarhuus for 6 s. Stykket.",Bekiendtgiørelser,26,177,[1024],aar,predicted,unknown,,y
836625,aar_151783,1834-11-22,"[ 0.0288926   0.00742974 -0.03790909 ... -0.02837358 -0.06214691
  0.0199718 ]",1,Bekjendtgjørelser,1834-11-22_197574,Et complet og godt conditioneret Exemplar af Læsefrugterne er at faae for en meget moderat Priis hos S. Warberg.,Bekjendtgjørelser,19,112,[1024],aar,predicted,unknown,,y
809692,aar_124818,1828-11-08,"[ 0.01271268  0.01245806 -0.00771566 ... -0.03731992 -0.05784282
  0.01406624]",1,Bekjendtgjørelser,1828-11-08_163093,"Undertegnede er flyttet fra Kannikkegade til FrueKirkestræde No. 104, bekjendtgjøres herved for mine ærede Kunder. E. K. Løchen, Skrædermester. Fra Pressen er udkommet: hantasus. En Samling af danske Folkesagn, ved Fr. Sneedorff Birch. Faaes hos Jessen og Warberg for 1 Rbd. Exempl.",Bekjendtgjørelser,42,282,[1024],aar,predicted,unknown,,y
761057,aar_076119,1818-04-24,"[ 0.00881953 -0.00523803 -0.01918967 ... -0.01571904 -0.05119466
  0.00427364]",1,Bekjendtgjørelser,1818-04-24_101034,"For det indsendte Stykke ""Den nægte Brudevielse, eller den fingrette kraft, kan vende Er det indfandt. Stukke Dr. Cand. vielse, eller den fingrertekræfte tan vede indført, vilde Forfatteren behage at opgive sit Navn herAdressekontoiret.",Fædrelandet,34,236,[1024],aar,predicted,unknown,,y
708719,aar_023723,1802-12-29,"[ 0.01998439 -0.01163715 -0.01699875 ... -0.00216546 -0.06266554
 -0.02857257]",1,Bekjendtgjørelser,1802-12-29_32582,"Paa Bispe-Contoiret i Aarhuus kan bekommes Nytaarsgave 1803 af Hofboghandler Poulsen, heftet Tro. 4 Mk. 8 s. og Skrp. 5 Mk. 8 s.; Nyeste Samling af Selskabssange 1803, heftet 2 Mk. 8 s.; Om Dyrenes Elskov og Kierlighed af Dr. Odin Wolff, heftet 3 Mk.",Bekiendtgiørelser,45,250,[1024],aar,predicted,unknown,,y
851761,aar_166944,1837-08-14,"[ 0.04686455  0.00989654 -0.03930512 ... -0.00860997 -0.0492965
  0.00061254]",1,Bekjendtgjørelser,1837-08-14_216912,"Et stort udmærket godt Haand Harmonia-Accordium som har kostet 15 Rbd., og hvorpaa kan spilles Coraler, Marscher m. m., er indlagt til Salg for 10 Rbd. hos Hr. Boghandler Warberg. Sammesteds sælges 88 Kobbere af Meyers Universum med tilhørende tydsk Text for 27 Mk. 42 Dito med dansk Text 13 Mk., som kun er halv Subskriptionspriis. Redigeres, trykkes og udgives 4 Gange ugentlig af Overkrigscommissair A. F. Elmquist.",Bekjendtgjørelser,68,418,[1024],aar,predicted,unknown,,y
764165,aar_079231,1819-05-07,"[ 0.01410161  0.00894335 -0.01711103 ... -0.01395092 -0.03473034
  0.01948443]",1,Bekjendtgjørelser,1819-05-07_104927,"Horsens og dens Omegns Kunstyndere har jeg den Ære at tilkiendegive, at jeg næsik Søndag den 9de Maii giver min sidste Forestilling, bestaaende af: Kapelmesteren af Venedig, komisk Qvoblidet, med Munt af forskellige Komponister Landsbyeskolemesteren. eller den nye Læremethode, komisk Syngestykke. Billetter a 1 Rbd. ere at erholde i mit Logis hos Hr. Kom. F. Yving, samt om Aftenen ved Indgangen. Fr. Roeppke.",Bekiendtgiørelser,63,410,[1024],aar,predicted,unknown,,y
852443,aar_167626,1837-09-26,"[ 0.03386614  0.01296014 -0.02548816 ... -0.02148523 -0.04209856
 -0.02255731]",1,Bekjendtgjørelser,1837-09-26_217759,"Hos en Præstesamilie, nogle Mile Østen for Ringkjøbing, kunne 2 Drenge eller Piger antages i Huset. Foruden omhyggelig Pleie og grundig Underviisning i Sprog og de almindelige Skolevidenskaber, tilbydes Underviisning paa Pianoforte og i Nutidens qvindelige Haandarbeider. Adressekontoiret i Aarhuusanviser.",Bekiendtgjørelser,40,306,[1024],aar,predicted,unknown,,y
823153,aar_138293,1832-05-12,"[ 0.02450635  0.02047966 -0.01824944 ... -0.00611471 -0.04103053
 -0.01968065]",1,Bekjendtgjørelser,1832-05-12_180357,"Endeel diverse Skrivpapiter faaes til meget billige Priser hos Fr. Cl. Døcker. Nyeste fine Crystal og Glas-Varer, saasom: Frugtvaser, Potpourt- og Blomster=Vaser, Lysestager, Plat de Menager, div. Facons, Thee- og Sukkerdaaser, Assietter, Lyserosetter, div. fine Bægere, og Glas, m. m. m., ere arriverede. Fr. Cl. Døcker.",Bekiendtgjørelser,46,321,[1024],aar,predicted,unknown,,y
708827,aar_023831,1803-01-12,"[ 0.02584245  0.00892017 -0.013772   ... -0.00558007 -0.03955351
 -0.01166544]",1,Bekjendtgjørelser,1803-01-12_32721,"De af min Ven mig leverede 6 Rdr. bliver efter Ønske til de trængende Fattige uddeelt, for Gaven takkes. I Bech.",Indenlandsk,21,112,[1024],aar,predicted,unknown,,y
792574,aar_107678,1825-08-06,"[ 0.01853324  0.01362995 -0.01531691 ... -0.01205838  0.00086162
  0.01009534]",1,Bekjendtgjørelser,1825-08-06_141475,"Bekjendtgjørelser. De naturvidenskabelige Forelæsninger begynde atter Onsdagen den 10de August Kl. 7, og fortsættes som S. Køster. forhen.",Bekjendtgjørelser,18,138,[1024],aar,predicted,unknown,,y
847321,aar_162493,1836-10-31,"[ 0.02999399  0.02228774 -0.00985333 ... -0.02156921 -0.03546174
  0.02011297]",1,Bekjendtgjørelser,1836-10-31_211305,"Hos Samme kan en confirmeret Dreng strax antages i Lære. Nye Enterpe. Visebog for Damer og Herrer. 1837. Første og andet Hefte, Subskriptionspriis 2 Mk. pr. Hefte, faaes hos J. Jessen.",Bekjendtgjørelser,31,184,[1024],aar,predicted,unknown,,y
816830,aar_131962,1831-03-22,"[ 0.01718192  0.00958827 -0.00914158 ... -0.0377674  -0.04220922
  0.00611702]",1,Bekjendtgjørelser,1831-03-22_172207,"J Gaarden No. 810 paa Klostergaden er 4 Værelser, foruden Kjøkken, Spisekammer og Fadebur i 2den Etage, og i 1ste Etage 2 Værelser, Sovekammer, Pigekammer, Kjøkken og Spisekammer, at faae tilleie, hvilket helst ønskes til Paaskeflyttetid. Aarhuus, den 16de Marts 1831. H. Gundersen. Om de preussiske Provindsialstænders Væsen af Dr. David, 24 s. Jnidisk Stat, 8 Mk. Johannes Ewads Levnet, 8 Mk. 8 s., ere at faae hos S. Warberg. Redigeres, trykkes og udgives 4 Gange ugentlig af A. F. Elmquist.",Bekjendtgjørelser,81,494,[1024],aar,predicted,unknown,,y
692340,aar_007329,1797-03-29,"[ 0.02140077 -0.00430412 -0.03990449 ... -0.03177535 -0.07749438
 -0.0230542 ]",1,Bekjendtgjørelser,1797-03-29_10387,"En fattig Matros leverte mig 24 s. til de Fattige, i Anledning af en lykkelig Reise. Aarhuus, den 29de Martii 1797. P. Willadsen.",Indenlandsk,23,129,[1024],aar,predicted,unknown,,y
800578,aar_115688,1827-03-17,"[ 0.03703397  0.03915075 -0.03943652 ... -0.05810051 -0.02565282
 -0.00187656]",1,Bekjendtgjørelser,1827-03-17_151455,Bekjendtgjørelser. Sidste Forestilling: Søndagsaften opføres: Lystspillet eller Veddemaalet. Originalt Lystspil i 5 Atter. Til Slutning: Takog Afsked. Olsen & Scavenius.,Bekjendtgjørelser,20,169,[1024],aar,predicted,unknown,,y
698933,aar_013929,1799-07-06,"[ 0.02115083 -0.00239645 -0.01737502 ... -0.00980431 -0.01467276
 -0.00851068]",1,Bekjendtgjørelser,1799-07-06_19484,"En nye Abecee af Chr. Frid. Ingerslev, Præst til Gylling i Hads Herred - hvis Jndhold, fremsadt i Samtaler paa foeratisk Viis, giver det stavende Barn de første Grundbegreber om Gud trykkes og forelægges paa Forfatterens Bekostning hos Bogtrykker Lund i Aarhuus som og selv og ved sine sædvanlige Commissionairer modtager Subskription. Prisen bliver 4 a 5 s.",Bekiendtgiørelser,58,358,[1024],aar,predicted,unknown,,y
699690,aar_014687,1799-09-28,"[-0.00462397  0.01602192 -0.02900605 ... -0.05425535 -0.0557391
 -0.00594103]",1,Bekjendtgjørelser,1799-09-28_20535,"Hvem, enten Jnden eller Udenbyes, der maatte have modtaget Bøger til Laans af nu bortdøde Hr. Premier=Lieutnant v. Schlichter, anmodes herved om, behagelig, jo før jo hellere, at aflevere samme i hans Stervboe. Aarhuus, den 28de Septbr. 1799.",Bekiendtgiørelser,38,242,[1024],aar,predicted,unknown,,y
857913,aar_173111,1838-08-08,"[ 0.00059385  0.02180511 -0.01407102 ... -0.03336523 -0.02626052
  0.01086523]",1,Bekjendtgjørelser,1838-08-08_224666,Boghandler Løwenthal i Randers agter i denne Bye at oprette et musikalsk Leiebibliothek.,Fædrelandet,13,88,[1024],aar,predicted,unknown,,y
816355,aar_131487,1831-02-12,"[ 0.02784612  0.03315335 -0.00661991 ... -0.02005408 -0.02668753
  0.01318988]",1,Bekjendtgjørelser,1831-02-12_171577,"Bekiendtgjørelser. Theatret i Aarhuus. Mandagen den 14de Februar opføres: (Første Abonnementsforestilling) Planen, eller: Soldater og Bønder."" Lystspil i 1 Akt. Derefter: ""Kjærlighed paa Nicolai Taarn. Vaudeville i 1 Act, af H. C. Andersen.",Bekiendtgjørelser,33,240,[1024],aar,predicted,unknown,,y
850019,aar_165201,1837-04-28,"[ 0.02403251 -0.00293446 -0.02080536 ... -0.0072633  -0.05901887
 -0.0127387 ]",1,Bekjendtgjørelser,1837-04-28_214742,"Nylig er arriveret: nye franske Svedsker, MallagaRosiner, føde, bittre & Krak=Mandler, Confectrosiner, Katrineblommer, Figener, lyst St. Croix Sukker, nye Caroline-Riis, friske Citroner og Appelsiner, Carristof, Sucat, Haysan & Congo Thee, Lyneborg Salt, Sago som iøvrigt Alt til Urtekramhandelen Henhørende, faaes til billige Priser hos Chr. Christensen.",Bekjendtgjørelser,46,355,[1024],aar,predicted,unknown,,y
804855,aar_119970,1827-12-29,"[ 0.01513419  0.01417618 -0.00359477 ... -0.03420992 -0.04190355
 -0.01904488]",1,Bekjendtgjørelser,1827-12-29_156772,"Bekjendtgjørelser. Til de ulykkelige Græker. har jeg endvidere havt den Glæde at modtage: Fra Beboerne i Vibye og Thiset Sogne, ved Hs. H. Hr. Provst Mehl i Vibye, 7 Rbd. 3 Mk. 8 s. S. T. A. F. Elmquist.",Bekjendtgjørelser,39,203,[1024],aar,predicted,unknown,,y
731989,aar_047017,1810-04-14,"[ 0.00160135  0.0137351  -0.03535471 ... -0.01592545 -0.04282495
 -0.01746077]",1,Bekjendtgjørelser,1810-04-14_63651,"Hos Poul Frausing ved Vesterport kan bekommes Skarlot=Løg i Pdviis, for billig Priis En Nodebog, hvori stod Zegumerdandsen af Herman v. Unna, er mig frakommen, hvo som vil levere den til Hr. Skræder Funk paa Tangen, bekommer 2 Rdlr. i Dusør. O. G. F. Bagge.",Bekiendtgiørelser,45,257,[1024],aar,predicted,unknown,,y
850191,aar_165373,1837-05-08,"[ 0.01549017 -0.02136907 -0.01015537 ... -0.00730124 -0.03228078
 -0.02924549]",1,Bekjendtgjørelser,1837-05-08_214959,"Godkjøbs Udgaver af to klassiske Værker: ""Causend und eine Nacht. Treu nach dem arab.",Bekjendtgjørelser,14,85,[1024],aar,predicted,unknown,,y
809413,aar_124538,1828-10-18,"[ 0.02671198  0.01871965 -0.02563995 ... -0.00723892 -0.0468565
 -0.00889445]",1,Bekjendtgjørelser,1828-10-18_162716,"En smuk 3 Etage Kakkelovn anvises tilleie fra Adressekontoiret. Religionsforedrag for Jesu tænkende Bekiendere af Dr. Theol. Johansen, 1ste Deel, 10 Mk. Dagbog, over Hs. K. Høihed Prinds Frederik Carl ChristiansUdenlandsrelse, samt over Høitidelighederne ved Hs. 1 K. Høibeds Formæling med Hs. K. Høihed Prindsesse Wilhelmine Maria, 1 Mk.; faaes hos S. Wari berg og J. Jessen.",Bekjendtgjørelser,57,376,[1024],aar,predicted,unknown,,y
865523,aar_180742,1839-10-05,"[ 0.0422501   0.01275705 -0.01882548 ... -0.01687464 -0.03903902
  0.00983016]",1,Bekjendtgjørelser,1839-10-05_234577,Paa dette Blad kan i Aarhuus subskriberes hos Warberg og i den Jessenske Bogh. Med dette Nr. følger til Abonnenterne 2 udenfor Aarhuus By og Omegn Subskrivtionsplan paa et nyt fransk dansk og danskfransk Haandlexicon af Professor Borring. Paategnede Planer bedes indsendte til nærmeste Boglade.,Bekjendtgjørelser,45,294,[1024],aar,predicted,unknown,,y
715313,aar_030325,1805-02-27,"[ 0.01741697  0.00945059 -0.02889242 ... -0.00583674 -0.04235637
  0.01329236]",1,Bekjendtgjørelser,1805-02-27_41057,"Det Petersborgske Videnskabers Academie har kjøbt det berømte chemnitiske Conchylie-Kabinet i Kiøbenhavn for 5000 Rubler. Gibseren Hr. Mølsted indbyder til Subskription paa et Büste i Legemsstørrelse af H. K. H. Kronprindsen. Det er næsten færdigt, og alle Kiendere finde at det vilblive et saa skiønt som lignende Stykke.",Indenlandsk,48,322,[1024],aar,predicted,unknown,,y
817311,aar_132443,1831-04-21,"[ 0.03367073  0.0033072   0.00635069 ... -0.02563335 -0.03669278
 -0.00359187]",1,Bekjendtgjørelser,1831-04-21_172820,"En smuk saa god som ny holsteensk Vogn med 3 laketede Agestole anvises tilkjøbs fra Adressekontoiret. Redigeres, trykkes og udgives 4 Gange ugentlig af A. F. Elmquist.",Bekjendtgjørelser,27,167,[1024],aar,predicted,unknown,,y
826494,aar_141642,1832-12-18,"[ 0.05224429  0.00563183  0.01712544 ... -0.02467138 -0.04146929
  0.00957242]",1,Bekjendtgjørelser,1832-12-18_184755,"Fjerde Tillæg til Cataloget over Bøgerne i AarhuusStiftsbibliothek er udkommet og erholdes i Bibliothekets Locale de sædvanlige Udlaaningsdage Tirsdag og Løverdag Middag Kl. 12-1, for 1 Mk. Tegn. Redigeres trykkes og udgives 4 Gange i A. F. Almanist.",Bekjendtgjørelser,38,250,[1024],aar,predicted,unknown,,y
755769,aar_070829,1817-01-17,"[ 0.00034815  0.01628889 -0.02629276 ... -0.00855046 -0.04139313
  0.00937538]",1,Bekjendtgjørelser,1817-01-17_94484,"Hos Undertegnede faaes : Maries=Lund, et poetisk Malerie af Olavius, heftet 4 Rbmk. Samling af de vigtigste Forordninger, Plakater, Rescriper o. s. v. Landmilicevæsenet, Søe-Sessions-Sagerne m. m. som ere udkomne indtil Aarets Udgang 1815, tillige med et Anhang, indeholdende de Anordninger, som ere udgivne i Aaret 1816, ved C. Sørensen, Prøve=Prekurator, i r. m. 7 Rbd. J. Jessen.",Bekiendtgiørelser,58,382,[1024],aar,predicted,unknown,,y
689264,aar_004248,1795-12-16,"[ 0.03575512  0.0150744  -0.02198585 ... -0.03719762 -0.04606331
  0.0041712 ]",1,Bekjendtgjørelser,1795-12-16_5965,"J et Huus i Aarhuus bliver Leilighed for unge Fruentimmer at lære Fransk og Tydsk, og hvad det unge smukke Kiøn bør vide af Fruentimmer Netheder, og alt dette af en Kone med al den Sikkerhed for gode Sæder og god Levemaade, som man kan ønske. J. Huset baade kan de logere og spise og være under Tilsyn. Bogtrykker Lund giver den behøvende Efterretning, og man tor gjerne beraabe sig paa Hr. StiftAmtmandens Vidnesbyrd.",Bekiendtgiørelser,74,418,[1024],aar,predicted,unknown,,y
729376,aar_044400,1809-07-29,"[ 0.02677724  0.02117847 -0.0258068  ... -0.01597675 -0.03129649
  0.00196822]",1,Bekjendtgjørelser,1809-07-29_60045,"Peder Knudsen Ruus, en Bondes Levnetsbeskrivelse i meerende Fortæll. for Almuen ved Hr. Provst Rasch, Sognep, i Harritzlew, koster 20 sk.; endeel Tegne, Brodeer- og Strikke Mynstere, endeel Beregnings Tabell. over forskiell. Mynter; rigtige udregnede Vexel Tabell.; en nye Lærebog i Krigs Videnskaberne med flere nye Literatur=Sager ere at faae hos Schytte.",Bekiendtgiørelser,52,357,[1024],aar,predicted,unknown,,y
778353,aar_093435,1822-08-13,"[ 0.00583627  0.01816408 -0.01220751 ... -0.01004302 -0.03777832
 -0.01654997]",1,Bekjendtgjørelser,1822-08-13_123279,"Den gode Ven som for nogen Tid siden laante en Nødebog af mig med Dandse udi, samt blaat Vind om, bedes snarest muligt at aflevere samme. P. Albricht.",Bekiendtgjørelser,28,150,[1024],aar,predicted,unknown,,y
688746,aar_003729,1795-09-16,"[ 0.01128041  0.01639543 -0.01581098 ... -0.00633522 -0.04579416
 -0.02196222]",1,Bekjendtgjørelser,1795-09-16_5281,"Her paa Adresse=Contoiret faaes tilkiøbs: Beskrivelse over det forhenværende Kongel. Slot Christiansborg med sammes betydeligste Mærkværdigheder, hvortil følger en illumineret Grundtegning, heftet. . 8. Samme, uheftet og uillumineret = 6 s. Digte af Anton Frantz Just til Strandet, 12 og et halv Ark stor, foruden Tittelkobber, paa Trykpapiir . . 3 Mk. Paa Skrivpapiir. 4 Mk. Topographie over Wium Præstekald af N. Blicher = . 3 Mk. 1.",Bekiendtgiørelser,68,435,[1024],aar,predicted,unknown,,y
771526,aar_086599,1821-02-24,"[ 0.0207257   0.01844378 -0.03421287 ... -0.04135591 -0.04967867
 -0.00318859]",1,Bekjendtgjørelser,1821-02-24_114206,"Hos Radame Munck paa Badstuegade er strax til meubleret Værelse at faae til Leie, Badens alphabetisk Ordbog over fremmede Ord, er nedsat til 21 Mk. indbunden i S. og T, haves i Aarhuus hos Boghandler Jessen. Sammesteds faaes 1 Expl. af Videnskabernes Selskabs Kort over Siælland for billig Priis.",Bekiendtgiørelser,49,296,[1024],aar,predicted,unknown,,y
73716,lol_074089,1835-02-24,"[ 0.00884925  0.01352221 -0.03528318 ... -0.0050187  -0.03161998
  0.01858747]",1,Bekjendtgjørelser,1835-02-24_120912,"Damernes Pynt- og Conversations=Æske (tildeels efter Pariser-Snit). Priis 12 s. Fingersproget, med en Kobberplade indeholdende 27. stukne Haandfigurer. Denne interessante Udgave faaes for 24 s. Udkommen er: Om Betydningen af den christelige Kirkes Bekjendelse, en Critik af Magister Møllers Futhersk christelige Stridsskrivt imod Pastor Grundtvig, af C. C. Boisen. - Faaes for 3 Mk. hos Giegengack i Mariebo.",Bekjendtgjørelser,58,408,[1024],lol,gold,unknown,,y
37102,lol_037311,1822-10-11,"[ 0.02381702  0.00779893 -0.01994988 ... -0.00620974 -0.02410411
  0.00263774]",1,Bekjendtgjørelser,1822-10-11_63432,"Bekjendtgjørelser. For de Skolebestyrelser, som ved det nye Skoleaars Begyndelse ville indføre Pastor 6. D. S. Birchs Læsebog, Naturen, Mennesket og Borgeren, bekjendtgjøres: at denne Læsebog for øverste Classeer tilkjøbs hos Skolelærerne B. Moritsen i Saxkjøbing og Fæster i Veiringe paa",Bekjendtgjørelser,41,288,[1024],lol,gold,unknown,,y
69055,lol_069422,1833-03-29,"[ 0.03606644  0.00919927 -0.02683923 ... -0.00622921 -0.03132651
  0.01747615]",1,Bekjendtgjørelser,1833-03-29_112774,"Bekjendtgjørelser. Beretning fra Selskabet til Hesteavlens Fremme i de danske Provindser, tilligemed Regnskab for 1832 og Fortegnelse over Selskabets Medlemmer, er udkommen og kan af Medlemmerne erholdes hos de Herrer Amtsforvaltere, hvor tillige findes Planer, hvorpaa ny Deeltagere kunne tegne sig.",Bekjendtgjørelser,41,300,[1024],lol,gold,unknown,,y
21073,lol_021158,1817-09-12,"[ 0.02870618 -0.00536706 -0.01701281 ... -0.02162521 -0.02935141
  0.00633232]",1,Bekjendtgjørelser,1817-09-12_37514,"Paa Addresse-Contoiret faaes. Lærebog i den Evangelisk christelige Religion, indrettet til Brug i de danske Skoler, 4 Rbmk.",Bekjendtgjørelser,18,123,[1024],lol,gold,unknown,,y
73436,lol_073809,1835-01-06,"[ 0.02088429  0.00453737 -0.03060808 ... -0.02287576 -0.03210225
  0.01342908]",2,Bekjendtgjørelser,1835-01-06_120382,"Bekjendtgjørelser. Literatur. Fra Pressen i Kjøbenhavn er udkommen og faaes hos Giegengack i Mariebo: 1. Kjærligheds-Almanak for smukke Piger og Koner &c. Den indeholder, hvorledes Man bedst kan insinuere sig i Kjærlighedssager; hvormange Gange der kan kysses i een Time, o. s. v. Priis: 12 Skilling. Skomageren i Paradiis og Skrædderen i Helvede. En Vaudeville. 12 Skilling. Hos Giegengack i Mariebo faaes: 1. Hemmelig Herebog. Et Selskabspil, hvorved Man paa en forunderlig og morende Maade, ved at oplægge et heelt Spil Kort, kan forudsee sin tilkommende Skjæbne. Priis: 16 Skilling. Det smukke Kjons allernyeste Drømmebog, med vedføiede Tal over Drømmene, der efter Behag kunne vælges i Tallotteriet. 16 Skilling.",Bekjendtgjørelser,109,717,[1024],lol,gold,y,,
5303,lol_005326,1811-02-19,"[ 0.03699092 -0.00030058 -0.02493409 ... -0.01783406 -0.03111932
 -0.00268688]",1,Bekjendtgjørelser,1811-02-19_9783,Oberst og Ridder v. Brun indsendende Af- og Tilgangslister. Afregnings-Bog for Cavallerie og Jnfanterie.,Bekjendtgjørelser,14,104,[1024],lol,gold,unknown,,y
