,article_id,text
393462,ode_152698,"Mit Lager, som i denne Tid er bleven betydeligt foroget med nye Varer og navnlig i disse Dage er bleven forsynet med et smukt Udvalg af moderne til Jule- og Nytaarsgaver passende Sager, holder jeg et æret Publikum anbefalet. Heinr. Schmidt."
421672,ode_180926,"AVERTISSEMENTS. Efter et kort Sygeleie bortkaldte Gud, Onsdagen den 8 April, under et Besøg paa Christiansdal, min elskede Moder Frue Cancellieraadinde Bolette Schouboe i en Alder af 76 Aar, hvilket sørgeligst bekjendtgjøres for Slægt og Venner, paa egne og fraværende Sødskendes Vegne af hendes dybtsørgende Datter Odense den 9 April 1846. L. Petersdorff. Psalmebøger, Nye Testamenter og Bibler, elegante og simpelt indbundne, faaes til billige Priser i den Hempelske Boghandel."
494489,thi_051331,"Ledige Embeder. Ordineret Catechet og første Lærer-Embedet i GrenaaLøn 6 Tdr. Rug og 10 Tdr. Byg in natura, 200 Rbd. Sølv, Høitidsoffer af Menigheden, fri Bolig forsig og Familie, 1 1/2 Favne Brænde og 20 Læs Tørv a 30 Snese, frit Græs og Foder til en Ko, samt Brugen af 9 1/2 Td. Land, som forhen havde tilliget det nedlagte residerende Capellani. Catecheten beskikkes med den Forpligtelse, at underkaste sig de Forandringer, som Skolevæsenets senere Organisation maatte medføre."
452688,thi_009424,"Professor, Ridder Rahbek agter nu at udgiveet nyt Maanedsskrivt, under Navn af Tritagenia. I Kbhavns Adresseavis læstes nylig: ""Jmod at tage Varer hos en Kræmmer kan erholdes 2 Retter veltillavet Middagspise fra et Familiebord. Manbehager at melde sig paa Adressekontoiret i en Billet Mk. A. F. 345."" Sidestykke hertil er et Skomagerskilt i en Gade ved Holmens Kirke, hvorpaa der læses: ""Her syes Skoe og Støvler paa Credit eller Afbetaling."
446390,thi_003112,"Da et historisk bibelsk Stykke, forestillende. Joseph, fortællende sin Drøm til sin Fader, er nylig bleven færdigt fra Penselen, saa anbefaler Undertegnede sig herved til Konstyndere; samt til Maling og Dekorering af Værelser og Møbler, og til timeviis Jnformation i Tegning. Thisted, den 13de April 1826. C. A. F. Neve, Maler og Tegnelærer fra Kjøbenhavn."
490423,thi_047260,"Den kgl. Direction for Universitetet og de lærde Skoler er af Hs. Maist bleven bemyndiget til at udsættte en Præmie af 1,000 Rbd. r. S. for Udarbeidelsen af en hensigt svarende, Lærebog i den almindelige Verdenshistorie til Brug i de lærde Skoler; dog saaledes, at Forlagsretten ikke tilkommer Forfatteren. Priisskrivterne skulle inden1ste Juli 1843 indsendes til Directionen."
471449,thi_028244,Blanqvetter til Ministerial=Kirkebøger i Bøger og Arketal faaes tilkjøbs paa Bogtrykkeriet.
498247,thi_055094,Paa Nordisk Penning-Magazin modtages Subskription hos Boghandler Kreiberg.
473990,thi_030796,"Additions=, Subtractions=, Multiplications- og Divsions=Taheller, faaes tilkjøbs for 2 s. paa Bogtrykkeriet,"
480306,thi_037124,"J disse Dage er i Hovedstaden udkommet en trykt Oversigt over det Kjøbenhavnske Fattigvæsens Tilstand med Hensyn til dets Jndtægter og Udgifter i Aaret 1835, hvilket Skrift er bleven ombragt til alle Gaard- og Huuseiere i Kjøbenhavn."
496186,thi_053031,"Anke mod Præster, Sogneforstanderskaber og Sognefogder, udgivet af Landvæsenscommissair C. Grabert, faaes tilkjøbs hos Boghandler Kreyberg i Thisted, og hos d. Bl. Redaction."
448440,thi_005165,"Under Overskrivt: Theelisant (Læse=Theevand) tilbyder sig i Kbhavns Adresseavis en, som Skribent i Tydskland ikke ubekjendt Lærd, til Forelæser, i ledige Aftentimmer, enten af den tydske, franske, engelske eller italienske Literatur."
497805,thi_054652,Til de Forulykkedes Enker i Orbye have vi endvidere modtaget fra: Fuldmægtig Syberg . . . 1 Rbd. - Mk. - s. J. B. . . . . . . . 1 A. B. . . . . . . . 1 - 3 - . . . . . . . 1 - - - A. B. C. . . . . . . 1 - . A. B. . . . . . . 2 - . - - Tilsammen 6 - 3 - Med det forhen Anmeldte i Alt 14. – 3 De ærede Givere bringe vi paa de Ulykkeliges Vegne vor hjertelige Tak. Jacobsen & Dessauer.
455234,thi_011976,"Frantz Vogelius Steenstrup. Andreas Cortnum Steenstrup. Kirstine Marie Ballebye, Steenstrup"
511986,thi_068868,"Selskabet ""Phillatrien har udsat en Priis af 200 Rbd., der efter Omstændighederne kan forhøies, for en Afhandling: ""om Lægeforholdene i den danske Armee, saaledes som disse have ordnet sig ved og efter Reformen i 1842, og paa den danske Flaade, med Drøftelse af de Mangler, der kunne findes ved samme, og Forslag til disses Afhjelpning. Manuskriptet forbliver Forfatterens Eiendom. Afhandlingerne indsandes inden den 1ste October 1848 til Selskabets Secretair, Lic. med. Lehmann i Kjøbenhavn."
508230,thi_065106,"J Directionen den 4de November 1846. H. la Cour. J. M. Bud. F. Folsach. const. H. Braft, Secretair. H. Brasch, Secretair. Dandsecursus, For Voxne kunne endnu arrangeres et Dandsecursus hjemme i min Bopæl naar Deeltagere snarest muligt ville behage at henvende sig til Undertegnede. Foruden de nyere Selskabsdandse, gives ogsaa Underviisning i flere forskjellige Polkaer."
460339,thi_017107,"Ved Landsoverretten i Viborg er en Skiftedecision bleven stadfæstet, hvorved Klubselskabet, Polyhymnia"" i Aarhuus, for en Fordring, stor 837 Rbd., i dets afdøde Casserer H. P. Rohrs Stervboe, er bleven tilsidesat for chirographiske Creditorer. Selskabet til de skjønne Videnskabers Forfremmelse udsætter iaar et Honorar af 100 Rbd. r. S. for de bedste fire Romanzer, hvortil Emnerne ere tagne af Fædrelandets Historie. Den 1ste Jan. 1832 er fastsat som Termin for Digtenes Jndlevering."
477904,thi_034717,"Befordringer og Afgang. Under Directionen for Universitetet og de lærde Skoler: Den 28 f. M. ere hidtilværende constitueret Lærer, ved Sorøe Academies Skole Cand. theol. S. C. Hagen, samt Cand. philos. F. C. Birch beskikkede til Adjuncter ved bemeldte Skole."
488203,thi_045035,"Connossemendt-Blanqvetter og Blanqvetter, til Ministerial-Kirkebøger, faaes tilkjøbs paa Bogtrykkeriet."
500556,thi_057409,"Blandt de fine Kobberstykker og Litographier derfindes i den immervahrske Kunstudstilling, maae mani ær henvende Tilskuernes Opmærksomhed paa Juliens Litographier, saasom la Reverie, la Devotion o. fl. og Adams Heste-Afbildninger, der fortrinlig udmærke"
483371,thi_040191,"Formiddag Kl. 10, afholdt offentlig Auction i Skolebygningen paa denne Byes Storegade over en Bogsamling bestaaende af 300 Bind i forskjellige Videnskaber og Fag, samt nogle Jnstrumenter og adskillige Haandværks-Redskaber m. m."
466834,thi_023619,"Justes Haandbog, Holvte Oplag, faaes indbunden for 3 Mk. 8 s. Stykket; tages 6 og derover af Gangen for 3 Mk. 4 s. Tegn, hos Postmester Carstensen."
478946,thi_035762,"Auction paa Snedsted Seminarium over endeel Meubler, Sengeklæder og Bøger. Lysthavende P. K. Algreen. indbydes."
474129,thi_030937,"Til en Deel af de ærede Subscribentere paa Landsoverretsprocurator Høsts fuldstændig Dansk Huusret, for Hvermand, er første Hefte indløben, ligesom ogsaa Undertegnede har faaet til Udsalg en Deel smukke Billedbøger for Børn, en Deel selskabelige Moerskabs=Spilfor Voxne og Børn m.m. Joh. G. Lund. Fiin Kjöbenhavnsk Chocolade, udarbeidet ved Dampkraft i P. C. Deichmann & Comp. Fabrik, sælges i alle Sorter til Fabrikpriser hos A. Lund i Thisted,"
445382,thi_002104,"Den lille Gjættemester Et Spil, hvorved i Tal, kan udfindes en Persons Alder, hvormange Kjærester En har havt, hvormange Børn o. s. v. hvorlænge man har været gift eller forlovet, hvormange Penge En har hos sig &c. &c., faaes for 1 Mk. hos Mühlendorff. Boghandler og Bogbinder."
678211,vib_163234,AVERTISSEMENTS. Ein Leyrer der dentschen Sprache wünscht sick einige Stunden des Abends besett. Näheres ist zu erfragen auf der Buchdrukkerei.
637319,vib_122237,"En Gaard i bemeldte By paa samme Hartkorn, forden beboet af Christen Rygaard, nu af PallChristensen. Et Huus i Dauberg af Hartkorn 4 Skpr. 3 Fdkr. 1 3/4 Alb., forhen beboet af Frederik Smed. 5) En halv Gaards Kalkbrud i Danberg, forhen bortfæstet til afdøde Frederik Smed. 6) Noget ubetydeligt Jord i Resen af Hartkorn 1 Tde. 1 Fdkr. 2 Alb. 5) Præstegiester af Vridsted, Brone, Vammen og VordePræstekalde."
629509,vib_114399,"Den 5te August blev Bogtrykker Jacob Behrends Bogtrykkerie i Kjøbenhavn ved 4de Auction, solgt for 1595 Rbd. r. S."
562928,vib_047673,"Trykte Lægdsruller, samt Af- og Tilgangs-Lister, faaes paa Bogtrykkeriet og hos Undertegnede for 3 Rbmk. N. V. Bogen. Roedsted & Dous."
577493,vib_062282,"Min Haandbog for læsende Ungdom 9de Oplag indb. 4 Mk. 8 s. Tegn. A B Cindb. 24 s. Naturhistorie 4de Oplag med 155 Figurer i Vb. 3 Rbd. 32 s. Sedler. Anviisning for Kudske og de som have med Heste at bestille samt om Malkekøer og disse Dyrs Sygdomme og Midler derimod indb. 1 Rbd. 16 s. Villed ABo. illumineret indb. 80 sk. samt Salmebøger, Lærebøiet Vibelhistorier, Katekismer, og Almanakker for 1822 faaes hos A. F. Just."
557791,vib_042514,"Bekiendtgjørelser. En Ridepirsk er funden mellem Skaungaard og Viborg, som kan afhentes paa Bogtrykkeriet."
521865,vib_006494,"Kort Fremstillelse af Landommer Hoffs Virkekekreds i Danmark, sælges hos Undertegnede for 20 Still. i raae Materie, 28 Skill. beftet og beskaaret, og paa Skrivpapir 24 Skill. i raae Materie. S. W. Giern."
664457,vib_149456,"Aarsberetningen om det kongl. Landhuusholdningsselskabs Forhandlinger fra August 1837 til August 1838 er udkommen og omsendt til Landets geistlige Embedsmænd, ved hvis velvillige Foranstaltning den vil forefindes til Udlaan enten i Landsbyskolerne eller i de Laanebogsamlinger, som nu ere oprettede i mange Landsby Menigheder."
570933,vib_055708,"J No. 102, 2den Sides 2den Spalte, Linie 17 og 23. staaer, Matamorphos, læs Metamorphos=Theater."
565312,vib_050066,"Safvikaal, Spidskaal, Snitbønner, store og smaae Agurker, faaes paa Bogtrykkeriet."
650785,vib_135746,"Den faaes i stivt Hefte for 28 s. hos de fleste Boghandlere i Jylland, og i Viborg hos Kabell."
638456,vib_123375,"Bliver et Overskud, (efterat Planen er forelagt høie Vedkommende, og samme udført), da anvendes dette til lige Deeling imellem de 2de Stiftelser, grundlagte, og af Hans Majestæt allernaadigst stadfæstede, til Minde om de Høikongelige Døttres høie Formælinger. – Offentligt Regnskab skal blive aflagt. – Med ethvert Bidrag udbedes Giverens Navn ved føiet. Redigeret af E. Nerenst, trykt og forlagt af N. P. Dons."
664216,vib_149213,"Skudsmaalsbøger af Soldenfeldts Oplag i Kjøbenhavn, kan kjøbes hos Thjørring i Skive. God Salling Sæde=Havre. kan askjøbes. G. Boye. Graae Fredrikstedter Sennop. i Krukker af circa 1/2 Pots Jndhold, faaes for 2 Mk. Krukken hos G. Boye."
552357,vib_037070,"Da der haves Grund til at formode, at bette ikke allevegne er efterkommet, saa bringes saadant herved paa ny i Erindring med Tilføiende: at bemeldte Skrivt, som, uagtet det er 15 Ark stort, sælges for 9 Rbmk. i r. Mai terie og 2 Rbdlr. indbunden, stedse kan faaes saavel hos mine sædvanlige Hr. Bogkommissionairer i Kjøbenhavn og Provindserne, som hos mig selv for den anførte Priis, Odense den 19 Februar 1817. S. Hempel."
556286,vib_041006,"Skive hos Forfatteren og i Viborg hos Roedsted og Dons. Paa Lynderupgaard, ved Viborg, kan en Student, eller i Mangel af denne, en duelig Seminarist, som foruden de Kundskaber han har erhvervet sig ved et Seminarium, tillige forstaaer grundig det tydske Sprog, strax erholde Condition med at informere nogle Børn. Kruse."
682550,vib_167576,AVERTISSEMENTS. Professor Schouw's Portrait. 5 Mk. P. C. Kabell. Faaes hos
517720,vib_002345,"Prisen paa dette Stykke bliver som for det første, 1 Rd. for illuminere og 4 Mk. for mine"
632788,vib_117684,"Regnskab over Aalborg Kjøbstads Fattigvæsen. og den dermed forbundne Arbeidsanstalt Indtægter og Udgifter i Aaret 1831 med tilhørende Ligning og Forsørgelsesplan, har forladt Pressen og faaes tilkjøbs for 3 Mk. paa Cancellieraad og Raadmand Wølfferdts Contoir."
612201,vib_097062,"Lærebøger, Birchs Bibelhistorier, Katekismer og Almanakker, ABc. &c. &c. faaes hos A. F. Just."
542565,vib_027248,"J Anledning af den Evangeliske Salmebogs Jndførelse i Domkirkens Menighed, ønsker jeg at De af Menigheden, som ved mig ville anskaffe sig den, maatte med første bestille den, for at kunde i Tide have dem i den ønskede Format og med got Bind forsynet. A. F. Just."
520148,vib_004775,"Brochdorffs Gaard, bortkommet 2 Stkr. Tegnebøger en med coulorte Blomster, den anden med tucherede Tegninger. Finderen loves en Douceur naar han leverer dem til Mahler Høyer."
566581,vib_051337,"De i Viborg og Omegnen, som havde Bøger tillaant af min i Hamborg bortdøde Søn E. Frisenberg, ville med allerførste behage at tilsende mig dem."
648966,vib_133921,"Hare-, Ræve, Jlder-, Maar-, Brok- og OdderSkind kjøbes af M. N. Samson."
614736,vib_099600,"S. Haubroe. P. Møgelvang. Hvor et Positiv eller lidet Orgel, passende for en Landsbyekirke, er at faae tilkjøbs, anviser Bogtrykter Dons."
572034,vib_056813,"Almeenfattelig Forklaring over Klasselotteriets nuværende Indretning, ved Litteratus Bjørn, faaes for 2 Rbmk. Tegn hos I. C. Helm i Skive."
529691,vib_014341,"Subskriptionsplan. Efterat 1ste Deel af min dramatiske Lommebognæsten er udsoler, vover jeg at indbyde det respective Publikum til Subskription paa 2den Deel."
593112,vib_077942,"Hvor nogle Læs godt Baar- og Kløver, Høekan faaes tilkjøbs, anviser Bogtrykkeriet."
563275,vib_048022,J Qvedlinburg kan faaes Gersdorffsche Familie-Efterretninger med 2 Steenaftryk for 1 Rd. 16 s. S. H. Cour. Perthes og Besser i Hamborg har dem og.
557748,vib_042471,"Hos undertegnede faaes, imod contant Betaling, got Propatria og Conceptpapiir, Evangeliske og Kingos Salmebøger, Haandbøger, Abeete, Lærebøger og Birchs Bibelhistorier. A. F. Just. Brev=Oblater og Messebrød samt rød Lak er nu igjen at faae hos Roedsted og Dous."
658523,vib_143504,Nytaars-Gaver. En Deel smukke Taschenbücher for 1838 er i denne og næste Maaned at faae hos P. C. Kabell.
558129,vib_042852,"Conversations=Lexicon, og Magazin for de allernyeste og interessanteste Reisebeskriveller faaes hos Roedsted og Dous."
612199,vib_097060,"Hvo som maatte have Bøger til Laans fra Dorph. ombedes, behageligen at ville tilbagelevere dem snarest muligt."
596598,vib_081433,Paa den Wahlske Boghandlings Forlag i Kjøbenhavn udkommer fra Marts Maaned 1825.
