,original_title,translated_title,author,article_id,date,text
106,Mandix's danske Landvæsensret,Mandix's Danish Land Law,NO_AUTHOR,lol_063958,1831-04-22,"Schous Register, danske og norske Lov, Nørregaards Naturret og Forelæsninger, samt Mandix's danske Landvæsensret, ere at erholde tilkjøbs, naar Man derom henvender sig til Hr. Adjunct Trøiel i Nykjøbing. Det bemærkes, at Bøgerne ere alle vel conditionerede."
107,"Den unge Piges hellige Timer, Betragtninger ved Confirmationen og ud over Livets Bane","The Young Girl's Holy Hours, Reflections at Confirmation and Beyond Life's Path",S. N. Albrectsen,ode_176913,1845-09-25,"AVERTISSEMENTS. Paa undertegnede Boghandels Forlag er udkommet følgende: Confirmationsgaver for begge Kjøn. Den unge Piges hellige Timer, Betragtninger ved Confirmationen og ud overLivets Bane. (Efter Opis's hellige Stunden einer Jungfrau.) oversat af S. N. Albrectsen, Cand. theol. Priis, i stivt Papbind 80 sk.; indb. i Maroquinbind med Saffiansryg 1 Rbd. 32 s. og i Saffian med Guldsnit og Guldforziringer 2 Rbd. 32 s."
108,Minde-Sang,Memorial Song,H. Maaløe,ode_057938,1821-08-09,"Bekjendtgjørelse. Paa Adressekontoiret i Odense faaes tilkjøbs en over Dr. M. Luther af Præsten H. Maaløe i Assens i 22 Vers forfattet Minde-Sang, med mange tilføiede Kapitelsteder af Bibelen, og anviste Steder i Luthers Skrifter. Den faaes og tilkjøbs hos Forfatteren. Prisen er 8 s. paa Tryk= og 12 s. paa Skrivpapiir."
109,Nye Kogebog,New Cookbook,C. Jacobsen,ode_146033,1840-10-21,"AVERTISSEMENTS. Fra Pressen er udkommen: Nye Kogebog, for store og smaae Huusholdninger Anviisning til at koge, bage, stege, indsylte, henlægge, indslagte, anrette o. s. v., af C. Jacobsen, forhen Kokhos Hs. Excell. Hr. Generallieutenant Ahlefeldt Laurvig til Grevskabet Langeland, Femte Oplag."
110,Landoeconomisk Maanedsskrift,Agricultural Monthly Magazine,N. Schmidt,ode_195160,1847-12-15,"AVERTISSEMENTS. 584712176. M. C. R. J den Hempelske Boghandel modtages Subskription paa Landoeconomisk Maanedsskrift, især for mindre Jordbrugere. Under Medvirkning af flere Landoeconomer, udgivet af N. Schmidt. Hver Maaned udgaaer et Nummer. Subskriptionsprisen er 1 Mk. 2 s. Qvartalet. Forsaavidt complette Exemplarer haves af de tidligere udkomne Nummere, vil disse kunne erholdes. Dansk homletisk Magazin, samlet J. L. Rohmann, 638 Sider, stor Octav, 3 Rbd. 4 Mk. heftet. Dette Værk, som er det første i vor Literatur udkomne originale homiletiske Magazin, indeholder en Samling af henimod 2000 Dispositioner eller Udkast til Prædikener paa alle Aarets Søn= og Helligdage, saavel over Epistel, som Evangelieterterne, samt en Samling af Udkast til Høst- og Festprædikener, uddraget af de bedste danske Prædikanters Arbeider fra 1780 til 1842. Desuden indeholder det en betydelig Samling af bibelske Texter til alleslags Leilighedstaler, ordnede efter de forskjellige Leiligheder, ved hvilke slige Taler pleie at holdes af den Geistlige i vor Kirke. Bogen anbefales derfor som en brugbar Haandbog for enhver geistlig Mand. Den faaes i de fleste Boglader, og i Odense hos Forlæggeren. den Hempelske Boghandel. Fyens Avis."
111,Dansk homletisk Magazin,Danish Homiletic Magazine,J. L. Rohmann,ode_195160,1847-12-15,"AVERTISSEMENTS. 584712176. M. C. R. J den Hempelske Boghandel modtages Subskription paa Landoeconomisk Maanedsskrift, især for mindre Jordbrugere. Under Medvirkning af flere Landoeconomer, udgivet af N. Schmidt. Hver Maaned udgaaer et Nummer. Subskriptionsprisen er 1 Mk. 2 s. Qvartalet. Forsaavidt complette Exemplarer haves af de tidligere udkomne Nummere, vil disse kunne erholdes. Dansk homletisk Magazin, samlet J. L. Rohmann, 638 Sider, stor Octav, 3 Rbd. 4 Mk. heftet. Dette Værk, som er det første i vor Literatur udkomne originale homiletiske Magazin, indeholder en Samling af henimod 2000 Dispositioner eller Udkast til Prædikener paa alle Aarets Søn= og Helligdage, saavel over Epistel, som Evangelieterterne, samt en Samling af Udkast til Høst- og Festprædikener, uddraget af de bedste danske Prædikanters Arbeider fra 1780 til 1842. Desuden indeholder det en betydelig Samling af bibelske Texter til alleslags Leilighedstaler, ordnede efter de forskjellige Leiligheder, ved hvilke slige Taler pleie at holdes af den Geistlige i vor Kirke. Bogen anbefales derfor som en brugbar Haandbog for enhver geistlig Mand. Den faaes i de fleste Boglader, og i Odense hos Forlæggeren. den Hempelske Boghandel. Fyens Avis."
112,Sørgetaler. over Hans Majestæt Kong Christian den Ottende,Eulogies over His Majesty King Christian the Eighth,NO_AUTHOR,ode_197162,1848-03-09,AVERTISSEMENTS. J den Hempelske Boghandel faaes: Sørgetaler. over Hans Majestæt Kong Christian den Ottende. Høilovlig Jhukommelse.
113,Et Par Ord,A Few Words,Ove Høegh Guldberg,ode_151047,1841-08-27,"AVERTISSEMENTS. Nylig er udkommen: Et Par Ord. Ove Høegh Guldberg. Helliget Sandhed og Retfærdighed af Christian HøeghGuldberg, hans Søn. 21 s. heftet i couleurt Omslag. Tidsskrift for Almueskolevæsenet. Udgivet af Catechet S. C. N. Borch, Student og Skolelærer C. Brohm og Skoleforstander S. Sørensen. Supplementhefte. 18 s. Disse Skrifter erholdes i de fleste Boghandlinger, og i S. Hempel. Odense hos Forlæggeren."
114,Helliget Sandhed og Retfærdighed,Sanctified Truth and Justice,Christian Høegh Guldberg,ode_151047,1841-08-27,"AVERTISSEMENTS. Nylig er udkommen: Et Par Ord. Ove Høegh Guldberg. Helliget Sandhed og Retfærdighed af Christian HøeghGuldberg, hans Søn. 21 s. heftet i couleurt Omslag. Tidsskrift for Almueskolevæsenet. Udgivet af Catechet S. C. N. Borch, Student og Skolelærer C. Brohm og Skoleforstander S. Sørensen. Supplementhefte. 18 s. Disse Skrifter erholdes i de fleste Boghandlinger, og i S. Hempel. Odense hos Forlæggeren."
115,Nye Kone,New Wife,C. Jatobsen,ode_029718,1816-01-08,"Odense den 3 Januar 1816. L. Meyer. Nye Kone og af C. Jatobsen, er fremdeles for Subskribenterne og ellers tilkjøbs at erholde i Huset No. 570 i Strædet til Torvet her i Odense. Ligeledes ere Exemplarer af bemeldte Bog at bekomme paa Apotheket i Svendborg, hos Kjøbmand Ørsted i Rudkjøbing og hos Kjøbmand Wagmann i Naskon for den forhenbekjendtgjorte Priis af 6 Rbd. Skrivp. og 5 Rbd. Trip. for hvert Exemplar."
116,Weltgeschicht;,World History;,Politz,ode_059445,1821-11-29,"Subskription. paa en Oversættelse af Professor Politz's Weltgeschichtfor gebildete Leser und Studierende, 4Theile, ved Professor K. R. Thoring, modtages paa Adressekontoiret, hvor Planen, der tillige indeholder nogle tydske Recensioner, samt oversatte Brudstykker som Prøver af Værket ligger til Eftersyn."
117,Provinzialberichte fur das Jahr 1822,Provincial Reports for the Year 1822,G. P. Petersen,ode_061359,1822-04-30,"Avertissemente. Paa Adressekontoiret faaes: Provinzialberichte fur das Jahr 1822, herausgegeben von G. P. Petersen, Prediger zu Lensahn inWaarien, erstes Qvartalheft, imod Subskription paa hele Aargangen. Grundrids af den danske Lovhistorie. Til Brug ved Forelæsninger, af Kolderup Rosenvinge. 1ste Deel, 11 Mk. heftet."
118,Grundrids af den danske Lovhistorie,Outline of Danish Legal History,Kolderup Rosenvinge,ode_061359,1822-04-30,"Avertissemente. Paa Adressekontoiret faaes: Provinzialberichte fur das Jahr 1822, herausgegeben von G. P. Petersen, Prediger zu Lensahn inWaarien, erstes Qvartalheft, imod Subskription paa hele Aargangen. Grundrids af den danske Lovhistorie. Til Brug ved Forelæsninger, af Kolderup Rosenvinge. 1ste Deel, 11 Mk. heftet."
119,Almeennyttig Haandbog for Blomsteryndere,Useful Handbook for Flower Enthusiasts,M. Ch. Hempel,ode_130464,1838-03-22,"AVERTISSEMENTS. 5838329 7. Onsdagen den 28 Marts holdes Præsteordination i St. Knuds Kirke, Gudstjenesten begynder Kl. 10. Den til personel Kapellan for Giislevog Ellested Menigheder allernaadigst beskikkede Cand. theol. R. Chr. Lehn prædiker, Paa Adressecontoirets Boglade faaes: OR. Almeennyttig Haandbog for Blomsteryndere, M. Ch. Hempel."
120,Danneskjalden,The National Poet,St. St. Blicher,ode_141345,1840-01-14,"Min Indbydelse har ikke været forgiæves, Siden Anmeldelsen i Avisen No. 4 er endvidere modtaget følgende Bidrag til Danneskjalden St. St. Blicher. 2 Rbd. - SkilFra W. . . . . . . . . . . . . . . 2 7 . . . . . . . . . . . . . . . . . . N. N. . . . . . . . . . 5 - nogle Venner, til hvis Felelse hans herlige Digte saa16 ofte have talet, . . . . Saaledes beløbe sig de særskilte Bidrag nu til 16 Rbd. 16 SkilS. Hempel. Odense d. 14 Jan. 1840."
121,Fortællinger og historiske Noveller,Tales and Historical Novels,"Brulart de Seiller, Grevinde af Genlis",ode_054497,1820-11-20,"Avertissements. Paa Adressekontoiret faaes: Fortællinger og historiske Noveller af Brulart de Seiller, Grevinde af Genlis, oversatte ved J. H. Lund. 1ste Deel. 3 Rbd. heftet. Agatholles, af Caroline Picher. Oversat ved J. ErnstWegener, Præst og Forstander for det Joenstrupske Seminarium. 11 Deel. 11 Mk. heftet. Familien v. Heidenforsth. Original Roman, udgivenog forlagt af Hofboghandler L. Becken. 1ste Deel. 1 Rbd. heftet."
122,Agatholles,Agatholles,Caroline Picher,ode_054497,1820-11-20,"Avertissements. Paa Adressekontoiret faaes: Fortællinger og historiske Noveller af Brulart de Seiller, Grevinde af Genlis, oversatte ved J. H. Lund. 1ste Deel. 3 Rbd. heftet. Agatholles, af Caroline Picher. Oversat ved J. ErnstWegener, Præst og Forstander for det Joenstrupske Seminarium. 11 Deel. 11 Mk. heftet. Familien v. Heidenforsth. Original Roman, udgivenog forlagt af Hofboghandler L. Becken. 1ste Deel. 1 Rbd. heftet."
123,Familien v. Heidenforsth,The Family v. Heidenforsth,NO_AUTHOR,ode_054497,1820-11-20,"Avertissements. Paa Adressekontoiret faaes: Fortællinger og historiske Noveller af Brulart de Seiller, Grevinde af Genlis, oversatte ved J. H. Lund. 1ste Deel. 3 Rbd. heftet. Agatholles, af Caroline Picher. Oversat ved J. ErnstWegener, Præst og Forstander for det Joenstrupske Seminarium. 11 Deel. 11 Mk. heftet. Familien v. Heidenforsth. Original Roman, udgivenog forlagt af Hofboghandler L. Becken. 1ste Deel. 1 Rbd. heftet."
124,Breve til Hr. Pastor N. F. S. Grundtvig,Letters to Pastor N. F. S. Grundtvig,Nic. Faber,ode_076428,1825-10-28,"Nylig har forladt Pressen, Fom Breve til Hr. Pastor N. F. S. Grundtvig. angaaende Fornuft, Aand og Bogstav, Andagtsforsamlinger udenfor Kirken og Muligheden af et Beviis for Guds Tilværelse. Andet Forsøg til sand Christendoms Bestyrkelse mod Tvivl og Vildfarelser. Ved Nic. Faber, Dr. Philos. og Sognepræst for Allested og Veile Menigheder i Fyen. Skriftet (9 1/2 Ark stort i 8vo) sælges for 5 Mk. indheftet hos i Forlæggeren S. Hempel. Odense den 28 October 1825."
125,Pastoraltheologie im Reden an Theologie Studirenden,Pastoral Theology in Addresses to Theology Students,Claus Harm,ode_100350,1831-08-29,"AVERTISSEMENTS. Af det forrige Aar i Kiel udkomne fortrinlige Skrift: ""Pastoraltheologie im Reden an Theologie Studirenden von Claus Harm, vil i Løbet af Vinteren udkomme paa mit Forlag en dansk Oversættelse, besørget af Hr. Pastor Westengaard, som herved foreløbig bekjendtgjøres."
126,"Lyksalighedslære for Menneskets physiske Liv, eller Kunstenat benytte Livet og tillige bevare og fuldkommengjøre Sundhed, Skjønhed, Legems= og Aandskraft","The Doctrine of Happiness for Human Physical Life, or The Art of Using Life and Additionally Preserving and Perfecting Health, Beauty, Bodily and Spiritual Strength",C. Hartmann,ode_109244,1833-10-28,"Paa Adressekontoiret faaes: Lyksalighedslære for Menneskets physiske Liv, eller Kunstenat benytte Livet og tillige bevare og fuldkommengjøre Sundhed, Skjønhed, Legems= og Aandskraft, af C. Hartmann, Dr. og Professor i Medicinen ved Universitetet i Wien; oversat af Dr. Mansa. 1 Rbd. heft."
127,Oplysninger og bemærkninger Afbetjening i Bondesagen,Information and Remarks on the Settlement in the Peasant Case,P. Rasmussen,ode_181939,1846-05-28,"AVERTISSEMENTS. 58465297 1/2. St. W. 4 X. 9 1/2. - . - . Nylig har forladt Pressen; Oplysninger og bemærkninger Afbetjening i Bondesagen, med nogle Hentydninger paa Kjøbstadmandens Stilling, af P. Rasmussen, Underrets=Procurator i Rudkjøbing. 40 s. heftet. - Skriftet faaes i de vigtigste Boglader i Danmark og Norge, og i Odense hos Forlæggeren den Hempelske Boghandel."
128,Hesten fra Arabien,The Horse from Arabia,L. Kruse,ode_076729,1825-11-25,"Tilskikkelse og Hesten fra Arabien. To originale Fortællinger af Professor L. Kruse. 9 Mk. heftet. En duelig Seminarist, der, foruden de almindelige Skolevidenskaber, kan undervise i Tydsk og Tegning, kan blive antaget fra 1 Januari næstkommende. De herpaa reflekterende ville behage snarest muligt at aflægge en Billet paa Adressekontoiret, mærket G. H."
129,Tilskikkelse,NO_TRANSLATION,L. Kruse,ode_076729,1825-11-25,"Tilskikkelse og Hesten fra Arabien. To originale Fortællinger af Professor L. Kruse. 9 Mk. heftet. En duelig Seminarist, der, foruden de almindelige Skolevidenskaber, kan undervise i Tydsk og Tegning, kan blive antaget fra 1 Januari næstkommende. De herpaa reflekterende ville behage snarest muligt at aflægge en Billet paa Adressekontoiret, mærket G. H."
130,Udlæggelse af Spørgsmaalsstykkerne i Luthers lille Katechismo,Exposition of the Questions in Luther's Small Catechism,Carl Gottlob Hoffmann,ode_103405,1832-04-27,"Paa Adressekontoiret faaes: Dr. Carl Gottlob Hoffmanns Udlæggelse af Spørgsmaalsstykkerne i Luthers lille Katechismo i syv og tyve Bods- og Kommunions=Betragtninger. Atter trykt i Midten af forrige Aarhundrede, nu paany udgivet med faa Forandringer, Udeladelser og Tilsætninger af Claus Harms, Archidiakonus i Kiel. Oversat af H. Jngerslev, Præst i Ørting. 7 Mk. heft. Yttringer og Fædrelandets Forsvarsvæsen, foranledigede ved Kapitain Bloms Skrift Land- og Søemagt."" Af P. Worm, Præst. 24 s. heft."
131,Yttringer og Fædrelandets Forsvarsvæsen,Expressions and the Defense of the Fatherland,P. Worm,ode_103405,1832-04-27,"Paa Adressekontoiret faaes: Dr. Carl Gottlob Hoffmanns Udlæggelse af Spørgsmaalsstykkerne i Luthers lille Katechismo i syv og tyve Bods- og Kommunions=Betragtninger. Atter trykt i Midten af forrige Aarhundrede, nu paany udgivet med faa Forandringer, Udeladelser og Tilsætninger af Claus Harms, Archidiakonus i Kiel. Oversat af H. Jngerslev, Præst i Ørting. 7 Mk. heft. Yttringer og Fædrelandets Forsvarsvæsen, foranledigede ved Kapitain Bloms Skrift Land- og Søemagt."" Af P. Worm, Præst. 24 s. heft."
132,den græske Anthologiet,the Greek Anthology,Hs. Høiærværdighed Hr. Biskop Dr. Plum,ode_089976,1829-02-03,Til samme Legat sælges ligeledes Valgte Stykker af den græske Anthologiet af Hs. Høiærværdighed Hr. Biskop Dr. Plum for 1 Rbd. Sedl. Stk.
133,Fabrikanten,The Manufacturer,Emile Souvestre,ode_158346,1842-11-10,"Theatret i Odense. Fredagen den 11 Novbr.: Fabrikanten, Skuespil i 3 Acter af Emile Souvestre, oversat af Jfr. Beyer; derefter: Under Laas og Lukke, Vaudeville i 1 Act, bearbeidet efter det Franske; til Slutning: Mikkels Kjærlighedshistorier i Paris, VaudevilleMonolog af H. C. Andersen. Næste Forestilling gives paa Søndag. - NB. De, som ønske at abonnere faste Loge= eller Balconpladser, ville behageligen henvende sig til Hr. KæmJ. Müller. nercasserer Haugsted."
134,Under Laas og Lukke,Under Lock and Key,NO_AUTHOR,ode_158346,1842-11-10,"Theatret i Odense. Fredagen den 11 Novbr.: Fabrikanten, Skuespil i 3 Acter af Emile Souvestre, oversat af Jfr. Beyer; derefter: Under Laas og Lukke, Vaudeville i 1 Act, bearbeidet efter det Franske; til Slutning: Mikkels Kjærlighedshistorier i Paris, VaudevilleMonolog af H. C. Andersen. Næste Forestilling gives paa Søndag. - NB. De, som ønske at abonnere faste Loge= eller Balconpladser, ville behageligen henvende sig til Hr. KæmJ. Müller. nercasserer Haugsted."
135,Mikkels Kjærlighedshistorier i Paris,Mikkel's Love Stories in Paris,H. C. Andersen,ode_158346,1842-11-10,"Theatret i Odense. Fredagen den 11 Novbr.: Fabrikanten, Skuespil i 3 Acter af Emile Souvestre, oversat af Jfr. Beyer; derefter: Under Laas og Lukke, Vaudeville i 1 Act, bearbeidet efter det Franske; til Slutning: Mikkels Kjærlighedshistorier i Paris, VaudevilleMonolog af H. C. Andersen. Næste Forestilling gives paa Søndag. - NB. De, som ønske at abonnere faste Loge= eller Balconpladser, ville behageligen henvende sig til Hr. KæmJ. Müller. nercasserer Haugsted."
136,Den danske militaire Criminairets Grundsætninger,The Danish Military Criminal Principles,NO_AUTHOR,ode_046358,1819-04-15,"Subskription. Hr. Overauditeur Paysen i Rendsborg agter at udgive et Værkunder Titel: Den danske militaire Criminairets Grundsætninger. Planen ligger til Eftersyn her paa Adressekontoiret, hvor Subskription paa Værket ogsaa modtages."
137,de Christianis sancti Johannis babtist commentationes (particula prior),On the Christian Saint John the Baptist Commentaries (Part One),Peter Brammer,ode_092250,1829-09-10,"Torsdagen den 27 August forsvarede Hr. Pastor Gerhard, Peter Brammer, ord. Katechet i Nakskov, i Regentskirken. sin for Licentiatgraden i Theologien skrevne Afhandling de Christianis sancti Johannis babtist commentationes (particula prior)."
138,Reinhardts System i den Fristelige Moral,Reinhardt's System in the Moral of the Frist,NO_AUTHOR,ode_017303,1813-02-09,"Paa Adressekontoiret faaes: Reinhardts System i den Fristelige Moral, 4de Vind. Begtrups Beskrivelse over Agerdyrkningen i Danmark 7de Deel, eller Nørrejydland, 3die Deel. Subskribenterne ville behage at lade deres Exgl. afhente. Clio, udgivet af J. K. Høst, 1ste Hefte, Tabel, som viser hvad Rigsbankdaler Sølvværdie udjøi Rbdl. Navneværdie, efter forskjellige Kourser, af N. Søndergaard. Om vort nye Penge- og Finantsvæsen."
139,Begtrups Beskrivelse over Agerdyrkningen i Danmark,Begtrup's Description of Agriculture in Denmark,NO_AUTHOR,ode_017303,1813-02-09,"Paa Adressekontoiret faaes: Reinhardts System i den Fristelige Moral, 4de Vind. Begtrups Beskrivelse over Agerdyrkningen i Danmark 7de Deel, eller Nørrejydland, 3die Deel. Subskribenterne ville behage at lade deres Exgl. afhente. Clio, udgivet af J. K. Høst, 1ste Hefte, Tabel, som viser hvad Rigsbankdaler Sølvværdie udjøi Rbdl. Navneværdie, efter forskjellige Kourser, af N. Søndergaard. Om vort nye Penge- og Finantsvæsen."
140,Clio,Clio,J. K. Høst,ode_017303,1813-02-09,"Paa Adressekontoiret faaes: Reinhardts System i den Fristelige Moral, 4de Vind. Begtrups Beskrivelse over Agerdyrkningen i Danmark 7de Deel, eller Nørrejydland, 3die Deel. Subskribenterne ville behage at lade deres Exgl. afhente. Clio, udgivet af J. K. Høst, 1ste Hefte, Tabel, som viser hvad Rigsbankdaler Sølvværdie udjøi Rbdl. Navneværdie, efter forskjellige Kourser, af N. Søndergaard. Om vort nye Penge- og Finantsvæsen."
141,Om vort nye Penge- og Finantsvæsen,On Our New Monetary and Financial System,N. Søndergaard,ode_017303,1813-02-09,"Paa Adressekontoiret faaes: Reinhardts System i den Fristelige Moral, 4de Vind. Begtrups Beskrivelse over Agerdyrkningen i Danmark 7de Deel, eller Nørrejydland, 3die Deel. Subskribenterne ville behage at lade deres Exgl. afhente. Clio, udgivet af J. K. Høst, 1ste Hefte, Tabel, som viser hvad Rigsbankdaler Sølvværdie udjøi Rbdl. Navneværdie, efter forskjellige Kourser, af N. Søndergaard. Om vort nye Penge- og Finantsvæsen."
142,Eventyreren og den skjønne Tuneserinde,The Adventurer and the Beautiful Tunisian,NO_AUTHOR,ode_091890,1829-08-04,Paa Adressekontoiret faaes : Eventyreren og den skjønne Tuneserinde af Forfatteren til Rinaldo Rinaldini. 8 Mk. heft. Digtninge af H. D. Brink=Seideling. 10 Mk. paa Skrive og 7 Mk. paa Trykpapir. Beskrivelse over Kjøbenhavn. Veiviser for Reisende. 2det Oplag. 4 Mk. 8 s. heft. Miniaturbibliothek for Moerskabslæsning. 1ste Hefte. 12 s.
143,Rinaldo Rinaldini,Rinaldo Rinaldini,NO_AUTHOR,ode_091890,1829-08-04,Paa Adressekontoiret faaes : Eventyreren og den skjønne Tuneserinde af Forfatteren til Rinaldo Rinaldini. 8 Mk. heft. Digtninge af H. D. Brink=Seideling. 10 Mk. paa Skrive og 7 Mk. paa Trykpapir. Beskrivelse over Kjøbenhavn. Veiviser for Reisende. 2det Oplag. 4 Mk. 8 s. heft. Miniaturbibliothek for Moerskabslæsning. 1ste Hefte. 12 s.
144,Digtninge,Poetry,H. D. Brink=Seideling,ode_091890,1829-08-04,Paa Adressekontoiret faaes : Eventyreren og den skjønne Tuneserinde af Forfatteren til Rinaldo Rinaldini. 8 Mk. heft. Digtninge af H. D. Brink=Seideling. 10 Mk. paa Skrive og 7 Mk. paa Trykpapir. Beskrivelse over Kjøbenhavn. Veiviser for Reisende. 2det Oplag. 4 Mk. 8 s. heft. Miniaturbibliothek for Moerskabslæsning. 1ste Hefte. 12 s.
145,Beskrivelse over Kjøbenhavn,Description of Copenhagen,NO_AUTHOR,ode_091890,1829-08-04,Paa Adressekontoiret faaes : Eventyreren og den skjønne Tuneserinde af Forfatteren til Rinaldo Rinaldini. 8 Mk. heft. Digtninge af H. D. Brink=Seideling. 10 Mk. paa Skrive og 7 Mk. paa Trykpapir. Beskrivelse over Kjøbenhavn. Veiviser for Reisende. 2det Oplag. 4 Mk. 8 s. heft. Miniaturbibliothek for Moerskabslæsning. 1ste Hefte. 12 s.
146,Veiviser for Reisende,Guide for Travelers,NO_AUTHOR,ode_091890,1829-08-04,Paa Adressekontoiret faaes : Eventyreren og den skjønne Tuneserinde af Forfatteren til Rinaldo Rinaldini. 8 Mk. heft. Digtninge af H. D. Brink=Seideling. 10 Mk. paa Skrive og 7 Mk. paa Trykpapir. Beskrivelse over Kjøbenhavn. Veiviser for Reisende. 2det Oplag. 4 Mk. 8 s. heft. Miniaturbibliothek for Moerskabslæsning. 1ste Hefte. 12 s.
147,Miniaturbibliothek for Moerskabslæsning,Miniature Library for Leisure Reading,NO_AUTHOR,ode_091890,1829-08-04,Paa Adressekontoiret faaes : Eventyreren og den skjønne Tuneserinde af Forfatteren til Rinaldo Rinaldini. 8 Mk. heft. Digtninge af H. D. Brink=Seideling. 10 Mk. paa Skrive og 7 Mk. paa Trykpapir. Beskrivelse over Kjøbenhavn. Veiviser for Reisende. 2det Oplag. 4 Mk. 8 s. heft. Miniaturbibliothek for Moerskabslæsning. 1ste Hefte. 12 s.
148,Et Ord til det Svenske Folk,A Word to the Swedish People,N. F. S. Grundtvig,ode_006920,1810-07-30,"Smaae Regnetavler til Brug i Landsbyeskoler anvises tilkjøbs fra Adressecomtoiret. Paa Adressecomtoiret faaes. Er Nordens Forening ønskelig? Et Ord til det Svenske Folk af N. F. S. Grundtvig, for 12 s."
149,Om Overformynderievæsenets Bestyrelse i Danmark,On the Administration of Guardianship in Denmark,H. F. B. Tørslev,ode_105819,1832-11-23,"Wiborg. Paa Adressekontoiret faaes: Om Overformynderievæsenets Bestyrelse i Danmark (uden for Kjøbenhavn). En Haandbog for Overformyndere, af H. F. B. Tørslev, Fuldmægtig. 5 Mk. heft."
150,Kjerlighedens Gierninger,The Works of Love,S. Kierkegaard,ode_193405,1847-10-07,"AVERTISSEMENTS. Nylig er udkommen: Kjerlighedens Gierninger. Nogle christelige Overveielser i Talers Form, af S. Kierkegaard, 2 Rbd. 5 Mk. 8 s. Steffens Volks=Kalender fiir 1848. Hempelske Boghandel. 60 s. Faaes i den J alle Boglader faaes: Pastor J. C. Jensens Anviisning til et velindrettet Landbrug for Bondestanden. Et Priisskrift. Andet forbedrede Oplag. Jndb. 1 Rbd. 48 s."
151,Steffens Volks=Kalender fiir 1848,Steffens People's Calendar for 1848,NO_AUTHOR,ode_193405,1847-10-07,"AVERTISSEMENTS. Nylig er udkommen: Kjerlighedens Gierninger. Nogle christelige Overveielser i Talers Form, af S. Kierkegaard, 2 Rbd. 5 Mk. 8 s. Steffens Volks=Kalender fiir 1848. Hempelske Boghandel. 60 s. Faaes i den J alle Boglader faaes: Pastor J. C. Jensens Anviisning til et velindrettet Landbrug for Bondestanden. Et Priisskrift. Andet forbedrede Oplag. Jndb. 1 Rbd. 48 s."
152,Anviisning til et velindrettet Landbrug for Bondestanden,Guidance for a Well-Organized Agriculture for the Peasant Class,J. C. Jensen,ode_193405,1847-10-07,"AVERTISSEMENTS. Nylig er udkommen: Kjerlighedens Gierninger. Nogle christelige Overveielser i Talers Form, af S. Kierkegaard, 2 Rbd. 5 Mk. 8 s. Steffens Volks=Kalender fiir 1848. Hempelske Boghandel. 60 s. Faaes i den J alle Boglader faaes: Pastor J. C. Jensens Anviisning til et velindrettet Landbrug for Bondestanden. Et Priisskrift. Andet forbedrede Oplag. Jndb. 1 Rbd. 48 s."
153,Horatzes Værker,The Works of Horace,Jakob Baden,ode_023475,1814-09-06,"Til Horatzes Værker, med Oversættelse ved Jakob Baden, anviser Adressekontoiret en Kjøber."
154,Napoleons Levnet,The Life of Napoleon,Walter Scott,thi_006867,1827-08-31,"J Edinburg svede allerede Presserne under en ny Udgave af Walter Scotts Napoleons Levnet, med talrige Forbedringer, Tilsætninger, Udeladelser og Berigtigelser. Den bliver 6 Bind i 8vo. 1) Hr. John Lee Stevens i Plymouth har opfundet en Methode, hvorved Dampskibenes Hurtighed forøges, og Brændematerialiet oven kjøbet bespares."
155,Frierens Besøg,The Visitor,Scribe,thi_062454,1846-02-24,"AVERTISSEMENTS. Søndagen den 1ste Marts agter en Forening af Damer og Herrer at opføre i et veldædigt Oiemeed: Frierens Besøg, Lystspil i 1 Act af Scribe. Derefter. Den Stundesløse, Comedie i 3 Acter af Holberg."
156,Den Stundesløse,The Idle Man,Holberg,thi_062454,1846-02-24,"AVERTISSEMENTS. Søndagen den 1ste Marts agter en Forening af Damer og Herrer at opføre i et veldædigt Oiemeed: Frierens Besøg, Lystspil i 1 Act af Scribe. Derefter. Den Stundesløse, Comedie i 3 Acter af Holberg."
157,den danske Villedhugger Bertel Thorvaldsen,the Danish Sculptor Bertel Thorvaldsen,J. M. Thiele,thi_032729,1837-03-04,"AVERTISSEMENTS. Hvor en duelig Snedkersvend strax kan erholde Arbeide, og det maaskee for hele Sommeren, anvises fra Redactionen. Prof. J. M. Thiele om den danske Villedhugger Bertel Thorvaldsen"" og en Fortegnelse over hans Arbeidet, ligge til behagelig Eftersyn hos Redactionen."
