,article_id,date,embedding,n_chunks_orig,clean_category,nøgle,text,category,article_length,characters,embedding_shape,newspaper,label_type,book_announce,comment,predicted_book_announce
202097,aal_117114,1836-10-24,"[-0.00203574 -0.00331887 -0.01446224 ... -0.03426076 -0.03405952
  0.02611129]",1,Bekjendtgjørelser,1836-10-24_81336,"Historie om Reformationens Indførelse i Danmark, eller en kort og sandfærdig Underviisning om, hvorledes Pavens falske Christendom blev afskaffet her i Landet, nu for netop 300 Aar siden, og derimod den sande evangelisk lutherske Christendom blev indført, optegnet til Ære for Jubelaaret 1836, for christelige Borgere og Bønder i Danmark, af L. F. Luplau, udgivet af Selskabet for Trykkefrihedens rette Brug. Prisen overalt i Danmark 16 sk. Faaes hos Rottbøll Sadolin, Boghandler og Bogbinder.",Bekjendtgjørelser,74,493,[1024],aal,predicted,unknown,,y
202243,aal_117260,1836-11-03,"[ 0.03552119  0.02999178 -0.0211793  ... -0.00366576 -0.05075852
  0.00125939]",1,Bekjendtgjørelser,1836-11-03_81548,"En Ko, som nylig har tælvet, er at faae tilkjøbs Bogtrykkeriet anviser.",Bekjendtgjörelser,12,71,[1024],aal,predicted,unknown,,y
202624,aal_117641,1836-12-01,"[ 0.02835382  0.00411166 -0.01020186 ... -0.02440103 -0.03104753
  0.00452835]",1,Bekjendtgjørelser,1836-12-01_82092,"De, som have modtaget Riises Archiv og Bibliother, for Moerskabslæsning, indb., samt andre Bøger tillaans af Undertegnede, bedes godhedsfuld at aflevere disse til Jacob H. Lundt.",Bekjendtgjørelser,26,178,[1024],aal,predicted,unknown,,y
202673,aal_117690,1836-12-03,"[ 0.03928504  0.01036603 -0.02622066 ... -0.05250217 -0.04942148
  0.010024  ]",1,Bekjendtgjørelser,1836-12-03_82179,"Af J. Badens Ordbog over fremmede Ord er et afProfessor L. Meyer aldeles omarbeidet og forbedret Oplag under Pressen, som vil udkomme i den første Halvdeel af næste Aar. Kjøbenhavn d. 1 Novbr. 1836. Brummerske Boghandel. For en Huusjomfru eller Huusholderske, som paa egen Haand kan paatage sig Madlavning og forestaae Vask, er til 1ste Mai 1837 en Plads ledig hos en Familie paa Landet. Billetter, mk. S, bedes aflagte paa Adresse=Contoiret. hvor nærmere Oplysning meddeles.",Blandede Efterretninger,76,475,[1024],aal,predicted,unknown,,y
202684,aal_117701,1836-12-03,"[-0.00877527  0.0001964  -0.01992649 ... -0.02264483 -0.03184195
 -0.01268418]",1,Bekjendtgjørelser,1836-12-03_82193,"Hr. Gotlied Nerfeld, Kunsthandler, en Rulle med Steentryk (paa Toldboden). 3 - Lieuten. Braadan paa Hjermislevgaard,",Blandede Efterretninger,16,116,[1024],aal,predicted,unknown,,y
202705,aal_117722,1836-12-05,"[ 0.02484541  0.00562038 -0.03996461 ... -0.02537027 -0.04152906
  0.00073822]",1,Bekjendtgjørelser,1836-12-05_82224,Bekjendtgjörelser. Fra Pressen er udkommen: Andet Hefte af Læsefrugter for Ungdommen og faaes - hos Hr. Boghandler Lundt. -----,Bekjendtgjörelser,19,127,[1024],aal,predicted,unknown,,y
202756,aal_117773,1836-12-08,"[ 0.03229783  0.00600722 -0.01313435 ... -0.02737102 -0.03344153
  0.00493823]",1,Bekjendtgjørelser,1836-12-08_82293,"De, som have modtaget Riises Archiv og Bibliothek, for Moerskabslæsning, indb., samt andre Bøger tillaans af Undertegnede, bedes godhedsfuld at aflevere disse til Jacob H. Lundt.",Bekjendtgjørelser,26,178,[1024],aal,predicted,unknown,,y
202827,aal_117844,1836-12-12,"[ 0.0335937   0.01105118 -0.03534174 ... -0.0280338  -0.03623023
  0.0125035 ]",1,Bekjendtgjørelser,1836-12-12_82389,"Bekjendtgjørelser. Af Jacob Holmblads Spille-Kort faaes Følgende til bestemt Fabrikpriis, første Sort, 4 Mk.; anden Sort, Mk. 4 s.; tredie Sort, 2 Mk. 12 s. Tarok=Kort, 9 Mk. Gav=Spil som Kort, 2 Mk. pr. Spil, hos Rottbøll Sadolin.",Bekjendtgjørelser,38,231,[1024],aal,predicted,unknown,,y
202958,aal_117975,1836-12-22,"[ 0.02016134  0.0170974  -0.0296133  ... -0.01361504 -0.048215
  0.01675485]",1,Bekjendtgjørelser,1836-12-22_82581,"Min kjære Hr. Buemann han er jo saa rask, Men nu har han Tid og belave sig paa Klaps. N. C. Møller.",Bekjendtgjørelser,22,99,[1024],aal,predicted,unknown,,y
203052,aal_118069,1837-01-01,"[ 0.02995192  0.01147857 -0.01517516 ...  0.00214907 -0.04774607
 -0.01044835]",1,Bekjendtgjørelser,1837-01-01_82704,"udgivet af A. Chr. Borch K. H. Ph. Lies Enke. - digeret af Capitain v. Fodelberg, Pd. af D.",Titelblad,19,91,[1024],aal,predicted,unknown,,y
203085,aal_118102,1837-01-01,"[ 0.02842503  0.01250695 -0.01893049 ... -0.03931322 -0.0397014
 -0.01624962]",1,Bekjendtgjørelser,1837-01-01_82748,"Tvende smaa, nette Overværelser paa en reel Gade, med eller uden Meubler, og med Kjøkkenleilighed om det sønskes, ere til Leie fra Nytaar af. Sammesteds kan tillige en Skolediscipel strax antages i Kost og Logis. Bogtrykkeriet anviser.",Bekjendtgjørelser,37,235,[1024],aal,predicted,unknown,,y
203150,aal_118167,1837-01-05,"[ 0.02864456  0.00438931 -0.0119308  ... -0.01202753 -0.04075683
 -0.01602713]",1,Bekjendtgjørelser,1837-01-05_82835,"udgivet af J. Chr. Borch & A. p. Uers Enke. - Redigeret af Capitain v. Baderberg, Pd. af D.",Titelblad,19,91,[1024],aal,predicted,unknown,,y
203203,aal_118220,1837-01-09,"[ 0.0368199   0.01169862 -0.00757278 ... -0.01161806 -0.03998161
 -0.00305973]",1,Bekjendtgjørelser,1837-01-09_82909,"udgivet af J. Chr. Borch A. A. Ph. Urs Enke. - Redigeret af Capitain v. Foderberg, Rd. af D. 1856. (Fortsat.",Titelblad,21,108,[1024],aal,predicted,unknown,,y
203241,aal_118258,1837-01-11,"[ 0.03102144  0.02894959 -0.03128032 ... -0.01651296 -0.04135148
 -0.01098486]",1,Bekjendtgjørelser,1837-01-11_82964,"Fredagen den 13de Januar, Prolog, fremsiges af Hr. Orlamundt; derefter: Smeden i Neumark, original dramatisk Skildring i 1 Act, til Slutning: Fruentimmerhaderen, Syngestykke i 1 Act af Bouilly, ved N. T. Bruun. Indgangen aabnes Kl. 5. Begyndelsen, skeer præcise Kl. 6. Titchen & Kjergaard.",Bekjendtgjørelser,44,289,[1024],aal,predicted,unknown,,y
203307,aal_118324,1837-01-16,"[ 0.0221539   0.01788438 -0.01531149 ... -0.01225579 -0.0276345
 -0.01027785]",1,Bekjendtgjørelser,1837-01-16_83039,"Udgivet af T. Chr. Borch & A. Ph. Uies Enke. - Redigeret af Capitain v. Søderberg, Rd. af D.",Titelblad,19,92,[1024],aal,predicted,unknown,,y
203326,aal_118343,1837-01-18,"[ 0.02779234  0.00613434 -0.0181729  ... -0.0061601  -0.03658864
 -0.00961466]",1,Bekjendtgjørelser,1837-01-18_83062,"Udgivet af J. Chr. Borch & A. Ph. nies Enke. - Redigeret af Capitain v. Bøderberg, Rd. af D.",Titelblad,19,92,[1024],aal,predicted,unknown,,y
203379,aal_118396,1837-01-21,"[ 0.02920432  0.00350605 -0.01128588 ... -0.00613799 -0.03409849
  0.00065617]",1,Bekjendtgjørelser,1837-01-21_83136,"udgivet af J. Chr. Borch & H. Ph. Lies Enke. - Redigeret af Capitain v. Foderberg, Rd. af D.",Titelblad,19,92,[1024],aal,predicted,unknown,,y
203446,aal_118463,1837-01-25,"[ 0.02362441  0.01194715 -0.0064641  ... -0.00158164 -0.02672188
 -0.00247852]",1,Bekjendtgjørelser,1837-01-25_83222,"Udgivet af V. Chr. Borch & A. ph. Uies Enke. - Redigeret af Capitain v. Søderberg, Ad. af D.",Titelblad,19,92,[1024],aal,predicted,unknown,,y
203467,aal_118484,1837-01-26,"[ 0.02638288  0.01373444 -0.01122462 ... -0.01389025 -0.02751803
  0.00641374]",1,Bekjendtgjørelser,1837-01-26_83249,"Udgivet af J. Chr. Borch & R. Ph. Rets Enke. - Redigeret af Capitain v. Søberberg, Rd. af D.",Titelblad,19,92,[1024],aal,predicted,unknown,,y
203525,aal_118542,1837-01-30,"[ 0.02927428  0.00825003 -0.00846038 ... -0.00757048 -0.03387903
 -0.01439455]",1,Bekjendtgjørelser,1837-01-30_83325,"Udgivet af J. Chr. Borch & A. ph. Utes Enke. - Redigeret af Capitain v. Foderberg, Rd. af Pd.",Titelblad,19,93,[1024],aal,predicted,unknown,,y
203559,aal_118576,1837-02-01,"[ 0.02797249  0.00673612 -0.02076971 ... -0.01079456 -0.02551379
  0.00959091]",1,Bekjendtgjørelser,1837-02-01_83372,"Udgivet af J. Chr. Barch & H. P. Niels Enke. - Redigeret af Capitain v. Søberberg, Rd. af D.",Titelblad,19,92,[1024],aal,predicted,unknown,,y
203573,aal_118590,1837-02-01,"[ 0.01646859  0.01081317 -0.01925544 ... -0.03035326 -0.0368499
  0.01660517]",1,Bekjendtgjørelser,1837-02-01_83391,"Liigtale over salig Stiftsprovst Krarup, af Pastor Gjerløff i Ferslev, faaes hæftet paa Stiftsbogtrykkeriet for 12 s. Mødet i Filialselskabet for Trykkefrihedens rette Brug, den 7de Febr. holdes hos Boghandler Lundt om Aftenen i Klokken 1.",Blandede Efterretninger,36,239,[1024],aal,predicted,unknown,,y
203607,aal_118624,1837-02-04,"[ 0.01819259  0.01336294 -0.00784487 ... -0.00857571 -0.02344721
 -0.00711556]",1,Bekjendtgjørelser,1837-02-04_83433,"Udgivet af J. Chr. Borch & H. Ph. Ukes Enke. - Redigeret af Capitain v. Bøderberg, Rd. af D.",Titelblad,19,92,[1024],aal,predicted,unknown,,y
203687,aal_118704,1837-02-08,"[ 0.00887878 -0.00066451 -0.02736556 ... -0.00715441 -0.04173794
  0.02194929]",1,Bekjendtgjørelser,1837-02-08_83541,"Justitsraad Winkel-Horn har udgivet ""Min aandige Skjærv og mit Farvel. Priis. 2 s.). - Ligeledes er udkommet: ""Hemmelig Hexebog, almindelig kaldet, Gamle Marens Spaabogt.",Fædrenelandet,24,170,[1024],aal,predicted,unknown,,y
203723,aal_118742,1837-02-09,"[ 0.03788032  0.00196248 -0.01520556 ... -0.01044505 -0.04544584
  0.01236931]",1,Bekjendtgjørelser,1837-02-09_83590,"Udlaan af Bøger fra Hals Sognebibliothek skeer hver Søndag i Hals nordre Skole; Gaver modtages, Catalog - og Regnskab forevises af P. C. Møller. Hou Skole, den 6te Februar 1837. -----",Bekjendtgjørelse,31,183,[1024],aal,predicted,unknown,,y
203729,aal_118748,1837-02-11,"[ 0.02009285  0.01043152 -0.01090287 ... -0.00644984 -0.02253041
 -0.00088132]",1,Bekjendtgjørelser,1837-02-11_83597,"udgivet af J. Chr. Borch & A. ph. Uies Enke. - Redigeret af Captain v. Bøderberg, Rd. af D.",Titelblad,19,91,[1024],aal,predicted,unknown,,y
203768,aal_118787,1837-02-13,"[ 0.02021131  0.01560632 -0.00427118 ... -0.01220096 -0.05373526
 -0.01053625]",1,Bekjendtgjørelser,1837-02-13_83646,"Udgivet af J. Chr. Borch & H. P. Lars Enke. - Rdigert af Captain v. Haderurg, N. af Pd.",Titelblad,19,87,[1024],aal,predicted,unknown,,y
203810,aal_118829,1837-02-15,"[ 0.01588231  0.01664949 -0.00607128 ... -0.02515979 -0.04399032
  0.00779309]",1,Bekjendtgjørelser,1837-02-15_83701,"Torsdagen den 16de Februar 1837 opføres (til Benefice for Titchen), Frierens Besøg, Lystspil i 1 Act af Scribe og Melesville, oversat af Prinzlau, junior, derefter: Alperosen, Patentet og Shawlet, Skuespil i 3 Afdelinger af Holbein. Forestillingen begynder præcise Kl. 6. Titchen & Kjørgaard. -----",Blandede Efterretninger,44,298,[1024],aal,predicted,unknown,,y
203841,aal_118860,1837-02-18,"[ 0.02153108  0.01315262 -0.01613887 ... -0.0055196  -0.03017475
 -0.00728414]",1,Bekjendtgjørelser,1837-02-18_83737,"Udgivet af D. Chr. Borch & H. Ph. lies Enke. - Redigeret af Capitain v. Bøderberg, Rd. af D.",Titelblad,19,92,[1024],aal,predicted,unknown,,y
203872,aal_118891,1837-02-18,"[ 0.0064575   0.01186239 -0.01291873 ... -0.02475811 -0.03659488
  0.01665889]",1,Bekjendtgjørelser,1837-02-18_83773,"Denne herlige Tale, som Hs. Høiærværdighed, efter Manges Anmodning, har udgivet i Trykken, faaes for Mk. 8 s. hæftet hos Boghandler Rottbøll Sadolin.",Blandede Efterretninger,23,149,[1024],aal,predicted,unknown,,y
203893,aal_118913,1837-02-20,"[ 0.04513549  0.00535322 -0.01460461 ...  0.00555982 -0.02572732
 -0.00142881]",1,Bekjendtgjørelser,1837-02-20_83797,"udgivet af 2. Chr. Borch R. A. Pd. Rees Enke. - Redigeret af Capitain v. Foderberg, Pd. af D.",Titelblad,19,93,[1024],aal,predicted,unknown,,y
203929,aal_118949,1837-02-22,"[ 0.03502871  0.00722026 -0.03861723 ... -0.01622708 -0.05762412
 -0.02747175]",1,Bekjendtgjørelser,1837-02-22_83845,"Schous Udtog af Forordninger, 2den Udgave, comsplet til 1830 incl.; Fogtmanns Rescriper, til 1809. linel., samt flere juridiske Bøger anvises tilsalg fra Adressecontoiret. Kjøber til en brugt Arbeidsvogn og et simpelt Bringtøi anviser Adressecontoiret. Ber¬",Bekjendtgjørelse,35,257,[1024],aal,predicted,unknown,,y
203935,aal_118955,1837-02-23,"[ 0.02257136  0.01085571 -0.01196543 ... -0.00471063 -0.03328654
 -0.01171105]",1,Bekjendtgjørelser,1837-02-23_83853,"Udgivet af J. Chr. Borch & A. Ph. Uies Enke. - Redigeret af Capitain v. Føderberg, Rd. af Db.",Titelblad,19,93,[1024],aal,predicted,unknown,,y
204009,aal_119029,1837-02-27,"[ 0.03039478  0.01184874 -0.01667644 ... -0.01148419 -0.03969314
 -0.0038872 ]",1,Bekjendtgjørelser,1837-02-27_83945,"Udgivet af J. Chr. Borch A. A. Ph. Lies Enke. - Redigeret af Capitain v. Bøderberg, Pd. af D.",Titelblad,19,93,[1024],aal,predicted,unknown,,y
204030,aal_119050,1837-02-28,"[ 0.02319231  0.00564581 -0.01069729 ... -0.00374071 -0.02686693
 -0.00178342]",1,Bekjendtgjørelser,1837-02-28_83973,"Udgivet af D. Chr. Borch & H. ph. Uies Enke. - Redigeret af Capitain v. Foderberg, Rd. af D.",Titelblad,19,92,[1024],aal,predicted,unknown,,y
204059,aal_119080,1837-03-02,"[ 0.01722623  0.0156744  -0.02081743 ... -0.00885847 -0.04963952
 -0.01311598]",1,Bekjendtgjørelser,1837-03-02_84005,"udgivet af J. Chr. Borch J. L. P. lies Enke. digeret af Capitain v. Føderberg, Pd. af D.",Titelblad,18,88,[1024],aal,predicted,unknown,,y
204100,aal_119121,1837-03-04,"[ 0.02530494  0.004849   -0.01835852 ... -0.00519801 -0.03620602
  0.00249941]",1,Bekjendtgjørelser,1837-03-04_84098,"udgivet af J. Chr. Borch K. H. Ph. nies Enke. - Redigeret af Capitain v. Bøderberg, N. af D.",Titelblad,19,92,[1024],aal,predicted,unknown,,y
204158,aal_119179,1837-03-06,"[ 0.03244957  0.02628758 -0.02296689 ... -0.02007227 -0.03079689
 -0.01569307]",1,Bekjendtgjørelser,1837-03-06_84171,"Comisk Scene af Operaen Elise og Claudio af Mercadante. 3) Arie af Operaen Donna deel Lago. 4) Comisk Cavatine af Cendrillon. Billetter a 2 Mk. Stk. faaes i mit Logis hos Hr. Gjæstgiver Brünnes og om Aftenen ved Indgangen, som aabnes Kl. 6. Concerten begynder præcise Kl. 7. Paolo Perecini, italiensk Tenorsanger.",Blandede Efterretninger,52,313,[1024],aal,predicted,unknown,,y
204164,aal_119185,1837-03-07,"[ 0.02413872  0.01038838 -0.01197072 ... -0.00191078 -0.02931409
 -0.00519108]",1,Bekjendtgjørelser,1837-03-07_84176,"Udgivet af D. Chr. Borch & A. ph. Uies Enke. - Redigeret af Capitain v. Føderberg, Rd. af D.",Titelblad,19,92,[1024],aal,predicted,unknown,,y
204184,aal_119205,1837-03-09,"[ 0.02146847  0.00505238 -0.0163649  ... -0.00392886 -0.03505728
  0.00139646]",1,Bekjendtgjørelser,1837-03-09_84202,"udgivet af J. Chr. Borch & H. ph. lies Enke. - Rediget af Captain v. Foderberg, Pd. af D.",Titelblad,19,89,[1024],aal,predicted,unknown,,y
204203,aal_119224,1837-03-11,"[ 0.02644232  0.01055209 -0.01356205 ... -0.01084714 -0.03137632
 -0.00546191]",1,Bekjendtgjørelser,1837-03-11_84226,"Udgivet af J. Chr. Borch & H. P. Lies Enke. - Redigeret af Capitain v. Bøderberg, Rd. af D.",Titelblad,19,91,[1024],aal,predicted,unknown,,y
204250,aal_119271,1837-03-11,"[ 0.0385634  -0.00200644 -0.0058815  ... -0.01593358 -0.04372602
 -0.02222114]",1,Bekjendtgjørelser,1837-03-11_84281,"Udgiverne af denne Avis, Rees Enke og Hr. Borch, indføre stedse uden Betaling disse Anmeldelser og alle Bekjendtgjørelser, Bibliotheket vedkommende.",Bekjendtgjørelser,20,148,[1024],aal,predicted,unknown,,y
204299,aal_119320,1837-03-16,"[ 0.02497958  0.00354571 -0.01163288 ... -0.00178147 -0.03603987
 -0.00816641]",1,Bekjendtgjørelser,1837-03-16_84348,"udgivet af J. Chr. Borch & H. P. Uirs Enke. - Rdigeret af Capitain v. Foderberg, Pd. af D.",Titelblad,19,90,[1024],aal,predicted,unknown,,y
204318,aal_119339,1837-03-18,"[ 0.02108825  0.01349657 -0.0127253  ... -0.01447634 -0.02402215
  0.00056773]",1,Bekjendtgjørelser,1837-03-18_84371,"Udgivet af J. Chr. Borch & R. Ph. Kirs Enke. - Redigeret af Capitain v. Søberberg, Rd. af D.",Titelblad,19,92,[1024],aal,predicted,unknown,,y
204348,aal_119369,1837-03-18,"[ 0.03164114  0.00323642 -0.01873229 ... -0.00731245 -0.0336202
 -0.03267147]",1,Bekjendtgjørelser,1837-03-18_84410,"Fra Pressen er udkommen og tilsendt Undertegnede tilForhandling: Retssagen: ""Districtsprovst og Ridder Benzon i Ringsted contra entlediget Skolelærer og Kirkesanger, Brodersen i Nordrup, fremstillet efter Acterne af Brodersen."" 4 Mk. 8 s.",Bekjendtgjörelser,32,238,[1024],aal,predicted,unknown,,y
204352,aal_119373,1837-03-18,"[ 0.0260464   0.00553748 -0.02471845 ... -0.02170352 -0.0333218
  0.03151335]",1,Bekjendtgjørelser,1837-03-18_84414,"Hos Undertegnede faaes Psalmebøger i smukt Bind, saavel i rødt som sort Karduan, med forgyldt Snit; Ditto indbunden i Marmor=Bind, samt ordinaire. Skulle en eller anden Menighed ønske den indført til Confirmationen, da kunne samme faaes til en billig Priis. Rottbøll Sadolin, Boghandler og Bogbinder.",Bekjendtgjörelser,45,300,[1024],aal,predicted,unknown,,y
204358,aal_119379,1837-03-20,"[ 0.02785888  0.00924282 -0.01029463 ... -0.00827759 -0.03742471
 -0.010003  ]",1,Bekjendtgjørelser,1837-03-20_84420,"Udgivet af D. Chr. Borch & A. Ph. Ues Enke. - Redigeret af Capitain v. Soderberg, Rd. af D.",Titelblad,19,91,[1024],aal,predicted,unknown,,y
204376,aal_119397,1837-03-21,"[ 0.02857743  0.01372741 -0.01169662 ... -0.0072895  -0.0270161
 -0.01636732]",1,Bekjendtgjørelser,1837-03-21_84450,"Udgivet af J. Chr. Borch & A. Ph. Utts Enke. - Redigeret af Capitain v. Bøderberg, Rd. af Dø¬",Titelblad,19,93,[1024],aal,predicted,unknown,,y
204534,aal_119556,1837-04-01,"[ 0.02862481  0.00374661 -0.01179262 ... -0.00791205 -0.03685039
 -0.00132998]",1,Bekjendtgjørelser,1837-04-01_84680,"Udgivet af J. Chr. Borch & H. Ph. Lies Enke. - Redigeret af Capitain v. Foderberg, Pd. af D.",Titelblad,19,92,[1024],aal,predicted,unknown,,y
204565,aal_119587,1837-04-01,"[ 0.00198195  0.00051348 -0.00715436 ... -0.03893714 -0.03665104
  0.02096294]",1,Bekjendtgjørelser,1837-04-01_84720,"Ny Samling af Prædikener, holdne i Viborg Domkirkeaf L. Schjødte, Stiftsprovst, Ridder af Dannebrogen, 1837 2 Rbd. Tydsk-Dansk og Dansk-Tydsk Haand=Ordbog, 1 D., compl.; 4 Rbd. 1 Mk. With contra Ræder, af J. P. With, Landsoverrets= samt Hof= og Stadsrets=Assessor, Herredsfoged og Stænder=Deputeret; 40 s. Fortegnelse, over Blomsterfro af Mørch, botanisk Gartner i Kbhvn. Bestillinger modtages hos Rottbøll Sadolin.",Bekjendtgjörelser,59,415,[1024],aal,predicted,unknown,,y
204620,aal_119642,1837-04-06,"[ 0.02296714  0.00823765 -0.00973588 ... -0.00926431 -0.04104868
 -0.00470273]",1,Bekjendtgjørelser,1837-04-06_84788,"Udgivet af J. Chr. Borch & H. Ph. lies Enke. - Redigeret af Capitain v. Fødeberg, Pd. af D.",Titelblad,19,91,[1024],aal,predicted,unknown,,y
204688,aal_119710,1837-04-10,"[ 0.02984959  0.00932563 -0.01422438 ... -0.00917635 -0.03007353
  0.00572054]",1,Bekjendtgjørelser,1837-04-10_84876,"udgivet af J. Chr. Borch & N. Ph. Ree's Enke. – Redigeret af Capitain v. Søderberg, Rd. af D.",Titelblad,19,93,[1024],aal,predicted,unknown,,y
204710,aal_119732,1837-04-10,"[ 0.02464803  0.01679922 -0.02419622 ... -0.01981156 -0.03835317
  0.00277313]",1,Bekjendtgjørelser,1837-04-10_84906,"Følgende Concept=Papirer faaes hos Undertegnede: Til 12 Mk. 8 s., 15 Mk. 8 s., 16 Mk. 8 s., pr. Riis; Rymølles Papir Nr. 4, 22 Mk. 8 s., Nr. 3, 4 Rbd. 8 s., Nr. 2, 4 Rbd. 4 Mk., Nr. 1, 5 Rbd. 4 Mk.; 4 Pds. og 6 Pds. Karduspapir, Pap i forskjellige Nr.; TrykpaRottbøll Sadolin.",Bekjendtgjørelse,58,276,[1024],aal,predicted,unknown,,y
204741,aal_119763,1837-04-13,"[ 0.02931759  0.01609422 -0.00639923 ... -0.0121234  -0.0271806
 -0.00178309]",1,Bekjendtgjørelser,1837-04-13_84941,"Udgivet af J. Chr. Borch & U. Ph. Ree's Enke. – Redigeret af Capitain v. Bøderberg, Rd. af D.",Titelblad,19,93,[1024],aal,predicted,unknown,,y
204756,aal_119778,1837-04-13,"[ 0.01529988  0.01452567  0.00287271 ... -0.01203581 -0.04057347
  0.03131953]",1,Bekjendtgjørelser,1837-04-13_84962,"Fredagen den 14de April opføres: Frierens Besøg, Lystspil i 1 Act af Scribe og Melesville, oversat af Prinzlau. Derefter, hvilken er den Rette, Vaudeville i Act. Forestillingen begynder præcise Kl. 7. Citchen & Kjergaard.",Blandede Efterretninger,34,221,[1024],aal,predicted,unknown,,y
204770,aal_119792,1837-04-15,"[ 0.02984959  0.00932563 -0.01422438 ... -0.00917635 -0.03007353
  0.00572054]",1,Bekjendtgjørelser,1837-04-15_84976,"udgivet af J. Chr. Borch & N. Ph. Ree's Enke. – Redigeret af Capitain v. Søderberg, Rd. af D.",Titelblad,19,93,[1024],aal,predicted,unknown,,y
204810,aal_119832,1837-04-17,"[ 0.0485803   0.01469137 -0.01914895 ... -0.00960345 -0.02877132
 -0.00376317]",1,Bekjendtgjørelser,1837-04-17_85025,"udgivet af J. Chr. Borch & N. P. Ries Enke. – Redigeret af Capitain v. Bøderberg, Pd. af Øs. Aragos Tale.",Titelblad,21,105,[1024],aal,predicted,unknown,,y
204825,aal_119847,1837-04-17,"[ 0.01387338  0.00788297 -0.02143297 ... -0.0231968  -0.03313361
  0.00819874]",1,Bekjendtgjørelser,1837-04-17_85044,En Bog er i Aftes funden i Comoediehuset; den kan mod en passende Douceur faaes paa Stiftsbogtrykkeriet. Nogle Læs Foder kan kjøbes hos L. Bøggild.,Bekjendtgjörelser,25,147,[1024],aal,predicted,unknown,,y
204867,aal_119889,1837-04-20,"[ 0.02723082  0.01183449 -0.01034799 ... -0.01149529 -0.0276442
 -0.00732483]",1,Bekjendtgjørelser,1837-04-20_85099,"Udgivet af J. Chr. Borch & N. Ph. Ure's Enke. – Redigeret af Capitain v. Søderberg, Rd. af Dr.",Titelblad,19,94,[1024],aal,predicted,unknown,,y
204895,aal_119917,1837-04-22,"[ 0.02816235  0.00861088 -0.01279245 ... -0.00993633 -0.03138464
  0.00258921]",1,Bekjendtgjørelser,1837-04-22_85134,"udgivet af J. Chr. Borch & R. Ph. Ries Enke. – Redigeret af Capitain v. Bøderberg, Pd. af Pd.",Titelblad,19,93,[1024],aal,predicted,unknown,,y
204945,aal_119967,1837-04-24,"[ 0.03106656  0.00404453 -0.01554172 ... -0.00876169 -0.03212609
 -0.00278882]",1,Bekjendtgjørelser,1837-04-24_85196,"udgivet af J. Chr. Borch & N. P. Ries Enke. – Redigeret af Capitain v. Bøderberg, Pd. af Dr.",Titelblad,19,92,[1024],aal,predicted,unknown,,y
204972,aal_119994,1837-04-25,"[ 0.02427145  0.00706639 -0.00855653 ... -0.01088449 -0.04192273
 -0.0047794 ]",1,Bekjendtgjørelser,1837-04-25_85229,"udgivet af J. Chr. Borch & A. ph. Uies Enke. - Redigeret af Capitain v. Saderberg, Pd. af D.",Titelblad,19,92,[1024],aal,predicted,unknown,,y
204993,aal_120015,1837-04-27,"[ 0.02499348  0.00780741 -0.01474451 ... -0.00925146 -0.03531705
 -0.00956929]",1,Bekjendtgjørelser,1837-04-27_85258,"Udgivet af J. Chr. Borch & H. p. Lies Enke. - Redigeret af Capitain v. Bøderberg, N. af Dd.",Titelblad,19,91,[1024],aal,predicted,unknown,,y
205017,aal_120039,1837-04-29,"[ 0.021673    0.00676485 -0.00924196 ... -0.01144346 -0.03633399
 -0.01024447]",1,Bekjendtgjørelser,1837-04-29_85285,"udgivet af J. Chr. Borch & H. P. Lies Enke. - Redigeret af Captain v. Bøderurg, N. af Pd.",Titelblad,19,89,[1024],aal,predicted,unknown,,y
205116,aal_120138,1837-05-01,"[ 0.03884963 -0.00039006 -0.02950858 ... -0.02945368 -0.02960658
  0.00275745]",1,Bekjendtgjørelser,1837-05-01_85406,"Følgende brugte Ting anvises fra Bogtrykkeriet: 1 EgeSchatol, en Sove=Sopha og et pletteret Hestetøi. Straahatte til Blegning og Omsyning modtages hos Modehandlerinde Bine Cohn. Grøftespader faaes hos F. C. F. Hartmann.",Bekjendtgjørelser,31,219,[1024],aal,predicted,unknown,,y
205122,aal_120144,1837-05-02,"[ 0.02757184  0.00707918 -0.01319494 ... -0.00998265 -0.03873444
 -0.00787468]",1,Bekjendtgjørelser,1837-05-02_85411,"Udgivet af D. Chr. Borch & H. Ph. Lies Enke. - Redigeret af Capitain v. Soderberg, N. af D.",Titelblad,19,91,[1024],aal,predicted,unknown,,y
205141,aal_120163,1837-05-02,"[ 0.04563965  0.00050332 -0.01903736 ... -0.03070624 -0.04660314
 -0.01026691]",1,Bekjendtgjørelser,1837-05-02_85437,"Følgende brugte Ting anvises fra Bogtrykkeriet: 1 EgeSchatol, en Sove=Sopha og et pletteret Hestetøi.",Bekjendtgjørelse,14,101,[1024],aal,predicted,unknown,,y
205142,aal_120165,1837-05-06,"[ 0.0187771   0.00957299 -0.01319078 ... -0.01314789 -0.04530805
 -0.01300372]",1,Bekjendtgjørelser,1837-05-06_85438,"Udgivet af J. Chr. Borch & H. Pd. lies Enke. - Redigeret af Capitain v. Baderberg, N. af Pd.",Titelblad,19,92,[1024],aal,predicted,unknown,,y
