,article_id,date,text
264763,ode_023687,1814-09-23,"Af Kjøbesummen kan det meeste blive staaende i Eiendommen, mod sikker Forskrivning. Om denne Eiendoms fortrinlige Godhed og Skjønhed, kunne Lysthavende ved Øiesyn overtyde sig, og Konditisionerne kunne forinden Auctionen erfares saavel paa Gaarden som i Odense hos Prokurator Søren Hansen. Odense, 19 September 1814. C. A. Falbe. De som ønske et eller andet Gods bortsolgt, vilde derom behagentligst give skrivtlige Anmeldelser og levere Sagerne forinden denne Maaneds Udgang i min Boepæl No. 641, da efter den Tid intet mere bliver modtaget. Auctionen bliver først i October, der nærmere skal blive bekjendtgjort. Odense, 20 September 1814. Pingel. Et stort Sølv-Signet, som er fundet paa Veien fra Odense til Wullerslev, kan af dets rette Eier, imod at opgivsammes Kjendemærker og betale dette Avertissements Bekostning samt en billig Findeløn, afhentes paa Adressekontoiret. Den averterede Skjøtte-Kondition i Jylland er nu besatBoltingaard den 21 September 1814. J. Eibye. Meget fine Kaffebønner, bruunt og lyst Kandis, meget fiin Rafinade og Meiis, meget fiint hvidt og guult Puddersukker, Chocolade, Korender, Rosiner, Svedsker, Tobakker, BergensPlatfisk, Viin- og Ølædike, Riisengryn og Riismeel, Vitriol, Bruunspaan, Jndigo, Sirup m. m.; samt et Parti norsk Kommen circa 18 a 20 Tønder, hvoraf Prøven forevises; faaes for muligst billigste Priser hos Chr. Flk. Dari Odense Vestergade No. 233 Litr. A."
417075,ode_176325,1845-08-25,"Bierfreund. Nyborg den 23 August 1815. (L. S.) - Hermed et Følgeblad, indeholdende Fyens Stifts landoeconomiske Selskabs Forhandlinger. Fyens Stiftsavis. Udgives 5 Gange ugentlig. Trykt med Hurtigpresse. Følgeblad. til Fyens Stiftsavis No. 161. 1845."
228933,aal_144004,1841-03-12,"Fuldstændigt Aftryk af den indbyrdes Underviisningsmethodes nye Tabeller, udgiven af Candidaturhilosophie S. Hert i Veile, faaes for 12 s. hos D. S. Philipson, J femte Serieaf de forskjellige Uddeelinger af fædrelandske Kunstflidsproducter og Fabricata ere i det herværende Agentur faldne Gevinster paa Nr. 3657 i 25de Uddeeling og Nummerne 11625, 11,664 og 11,678 i 27de Uddeling. - Fornyelsen, til 6te sidste, Serie bedes erindret inden Onsdagen den 24de ds om Aftenen Kl. 6, da Afsendelse at Nummersedlerne maa finde Sted endnu samme Aften med Posten. Adressecomptoiret."
441188,ode_200454,1848-08-02,"Mødet den 2 Marts. 1. Nogle Ansøger om 2 borgerlig Næringsbrug bleve drøftede og med Erklæring forsyne de. 2. En Begjæring fra Bespiisnings=Anstaltens Bestyrere om gen af Raadhuussalen til et Maskebal blev indrømmet 3. En Skrivelse fra Borgerrepr. Starup om Foranstaltninger imod den betydelige Udgift som paaføres Kæmmerkassen ved mede Haandværksvendes Kuur og Pleie blev sendt til Fatkommissionens Erklæring. 4. Et Tilbud at levere Sprøiteslanger af Gutta Percha blev sendt til Brand= og Vandkommissionens Betænkning. (16 Medlemmer vare mødte). Mødet den 10 Marts. 1. Nogle Ansøgninger og Adgang til Næringsbrug expederedes. 2. Brand= og Vandkommissionens Betænkning, i Følge hvilken det paa Tiden ikke findes fornødent eller tilraadeligt at anskaffe Sprøiteslanger af GuttaPercha, blev tiltraadt af Repræsentationen. 3. Et Andragende om Gratiale til tre af Fattigvæsenets Betiente blev ex pederet med følgende Skrivelse til Magistraten: ""Ved at remittere de med Magistratens Ærede af 23 f. M. fremsendt Dokumenter, betræffende et Gratiale til 3 af Fattigvæsenets Betjente, 20 Rbd. til hver især for indeværende Aar, skulle Repræst. bemærke: at Den vel finder det billigt, at de omhandlede tre Betiente forundes et Gratiale, men at man derhos formener at 15 Rbd. til hver, eller ialt 45 Rbd. er det Høieste som burde tilstaaes i Betragtning af de nu forandrede Kornpriser og tillige med Hensyn til Størrelsen af den egentlige og faste Løn, Supplikanterne ere tillagte. Naar altsaa Gratialet bestemmes til 45 Rbd., og hvis Fattigvæsenets Ressoursen ikke kan afholde Beløbet til anstundende October, vil Repræstfor sit Vedkommende intet have imod, at ommeldte 45 Rbd. medtages i Budgettet for næste Aar. 4. En Skrivelse fra Magistraten af 23 Febr. d. A. angaaende Politibetjentes og Arrestforvarerens Udnævnelse af Politiemesteren blev besvare saaledes: ""Ligesom det formenes at være stridende mod velbegrundede Principer, at et enkelt Medlem af Kommunalbestyrelsen skulle kunne besætte denne eller hiin Post i Kommunens underordnede Bestillinger uden fælleds Overveielse med den samlede Bystyrelse, saaledes formener Repræsentationen, at der ikke kan være Grund til at forlade dette Princip, hvad Politiebetjentene. og Arrestforvarerposten angaaer, saasom Kommunalbest. ved Besættelsen af disse Pladse har en særdeles Opfordring til en saadan Forsigtighed og Omsorg, at kun aldeles paalidelige og dygtige Subjecter vorde antagne; da desuden Politiemesteren har Sæde og Stemme i Kommunalbest., og da der vil være at tage særdeles Hensyn til hans Formening og Ønsker under Valgene, forsaavidt som overveiende Modgrundikke skulle være tilstæde hvilket i Regelen ikke kan formodes saa turde ogsaa med Hensyn hertil eiheller nogen væsentlig Hindring være mod Overholdelsen af det ovenberørte Princip; Repræst, skulde saaledes formene at Kommunens Jnteresse Politiemesterens Ønsker ordentligviis og uden Vanskelighed ville lade sig forene under Kommunalbest. Samvirken i Besættelse af de omrørte Betieninger, hvisfølge Repræst, ikke sin der Anledning til isaavidt at gjøre nogen Forandring i sin tid ligere Jndstilling, 5. Et Andragende fra Kapt. Chr. Hansen ang. Udlæggelse af den ved Fattigvæsenets Fagade i Vindegaden indtagne Grund blev ledsaget med følgende Skrivelse til Magistraten: ""Repræst., som for sit Vedk. tiltræder ved lagte Kapt. Hansens Andragende af 25 f. M., udbeder sig Magistratens Medvirkning didhen, at den Gaden tilhørende Grund ved den nye Fattiggaard vorder udlagt til frie Passage, og at som følge heraf den fra Vedk. i Fattiggaarden foretagne Fraing og Beplantning af Gadens Terrain forandres overstemmende med den, før BygningeLinie. (14 Medlemmer vare mødte) Mødet den 21 Marts. 1. Et af Markkommitteen truffet Arrangement om en bedre Retning af Hegnslinien imellem Byens og Bolbroe Jorder blev billiget, og indstillet til Magistratens Sanktion. 2. Det overdroges Markkommitteen at lade Hegnet om Byens Jorder og ved Kolonihaverne paa bedste og billigste Maade istandsætte, som at anskaffe det sædvanligAntal Tyre og Kløverfrøe. 3. En i Skrivelse fra Magistra ten af 18 Marts yderligere motiveret Betænkning om at til træde det til Stadslægens Lønning trufne Regulativ blev i Betragtning af de oplyste Omstændigheder billiget. 4. Jfølge gerrepr. R. Nielsens Andragende om at see Heguslinien ved Bomskolen i Vindegaden ordnet, blev det overdraget han og Kapt. Hansen at træde i Forbindelse med Vedkommende til Sagens Ordning, og derom at indkomme med nærmere Beretning, forinden den endelige Afslutning finder Sted. H. J Audning en Skrivelse fra Magistraten af 1 Marts d. A. med 8 Bilage, betræffende Forhandlinger mellem Generaltoldkamret og Odense Kanalkommission om et projecteret Havne- og roe-Anlæg ved Klinteberg, blev til Sagens foreløbige Beling udnævnt en Kommittee af 3 Medlemmer, nemlig H. Nielsen, S. Hansen og Voigt. 6. J Henhold til det i et entlig Møde den 23 Marts paa Raadhuset Vedtagne blev ommittee af 3 Medlemmer, S. Hansen, H. Schmidt og P. Petersen udnævnt til Forfattelsen af de (15 Medlemmer mødte) Mødet den 14 April. Da ikkun 7 Medlemmer, inkl. n og Vice-Formanden vare mødte, saa kunde ifølge den ende Vedtægt, at i det mindste Halvdelen af Repræsendens hele Antal skal være tilstæde for at Beslutninger med dighed skal kunne tages, Jntet i dette Møde foretages. ødet den 22 April. 1. 7 Ansøgninger om Bevilling til agsbrug bleve drøftede og med Erklæring forsynede. 2 Jægermester Sehesteds og Dr. Paludan Müllers Beger og at maatte benytte Byens Skydeplads til Vaavelse blev eenstemmig billiget. (9 Medlemmer vare mødte) ødet den 28 April. 1. Efter Foranledning fra Mark, eens Formand blev det i et at foradende. det Fornødne til Licitation af Natte2. Arrestforvarer Haagensens Annog om et Gratiale blev indstillet til Magistraten saaledes, at ham forundes 10 Rbd. 3. Kæmmerens Maaneds-Regnskab blev drøftet og billiget, (9 Medl. vare mødte) Mødet den 2 Mai. 1. Til Medlemmer af Kommitteen i yens Lazareth Væsen blev udnævnt Snedkermester Haugsted og Kjøbmand W. Petersen 2. Forsamlingen vedtog at indgaae til Magistraten med Jndstilling, at Jndqvarteringskommissionen blev suppleret til sit fulde Antal, og tillige forøget med flere kyndige Borgere for at Kommissionen i Samvirken med billetteuren kunde varetage saavel de Militaires som Kommunens Tarv under de nu stedfindende extraordinaire Forholde. (9 Medlemmer vare mødte) Mødet den 5 Mai. I. J Anledning en Skrivelse fra Jndforsamlingen blev billiget qvarteringskommissionen, som udnævntes nu i de 6 Distrikter, hvori Byen, med Hensyn til qvarteringen var inddeelt, følgende Borgere til i Forening gsbyrden fordeelt melmed billetteuren at besørge Jndqvarter lem Jndvaanerne paa den ligeligste og billigste Maade: i 1ste Distrikt Snedkermester Tiergen og Brændeviinsbrænder Hansen; i 2det Dist. Reebslager Roulund og Smaahandler Lars sen; i 3die Dist. Tømmerm. Otto Jensen og Brændevbr. Th. Thomsen; i 4de Dist. Bager Hartvig og Kjøbm. L. B. Jürgensen; i 5te Dist. Gartner Blangstrup og Brændevbr. Hagenan; i 6te Dist. Snedkerm. Barth og Brændb. Jeppe Petersen; hvorhos man vedtog at anmode Jndqvarteringsk. at udnævne Een af sin Midte til at lede Forhandlingen med disse Mænd, og iøvrigt give den fornødne Veiledning, 2. Adskillige Regninger bleve drøftede og billigede. (11 Medlemmer vare mødte). Mødet den 12 Mai. 1. Formanden fremlagde en Skrivelse til Magistraten ang, en af ham iværksat Demonstration imod at et Qvantum af 5 a 600 Centner Krudt blev oplagt her i Byen, og blev hvad af ham i saa Henseende var foretaget billiget af Repræsentationen. 2. Borgermesteren mødte per sonlig for at erfare Reprs. Mening om og hvorvidt Leiere burde deeltage i Jndqvarteringsbyrden under de nuværende extraordinaire Forhold, hvorom han var af en bekræftende Formening og som han formodede ogsaa vilde blive den samlede MagistratsAnskuelse. Repræsent, tiltraadte eenstemmig Borgermesterens mening, og ville for sit Vedkommende intet have imod, at Foranstaltning blev realiseret efter et billigt Forhold 3. J Anledning Magistratens Begjæring om Udnævnelsen af en Kommittee til at skaffe Magasin- og Fourageleilighed, blev Bygningskommitteen dertil udnævnt, idet den erklærede, at ville overtage dette Hverv. 4. Brygger Hansens Besværing af 10 hujus ang. Belægningen af Kasernebygningen i Vindegaden blev expederet til Jndqvarteringskommissionen med følgende Skrivelse: ""Ved at fremsende vedfølgende Besværing fra Brygger C. H. Hansen af 10 hujus, angaaende Brugen af hans Kasernebygning i Vindegaden, og hvorom man udbeder sig Kommissionens Erklæring, undlader Repræs, ikke at tilføie hvorlunde det vilde være ønskeligt, at Kasernen under de nuværende Forhold stedse og saavidt muligt havde fuld Belægning af Mandskab og Heste og at desangaaende blev truffet et billigt Arrangement med Eieren paa Kommunalbest. nærmere Approbation. Ved saaledes at arrangere Sagen med Brygger Hansen, undgik man fremtidige Klager og vilde tillige spare vrigheden Anvendelsen af sin Embedsautoritet til Kasernens Belægning, og Repræst, skulde derfor henstille til Kommissionens Overveielse, hvorvidt et saadant Arrangement maatte er agtes tjenligt og opnaaeligt idet Repræst for sit Vedkommende g efter Ret og billighed."" gjerne vil bidrage til Sagens L. (10 Medlemmer vare mødte). Mødet den 18 Mai. I. Det af Markkommitteen trufne Arrangement med Fæsterne af Hedehuset blev billiget af Forsamlingen og fremsendt til Magistraten. 2. Stiftamtets Skrivelse af 26 f. M., hvorefter Justitsministeriet har billiget Kommunalbest. Jndstilling om Udvidelse af Kæmnerens Forretninger og Lønning m. m. blev akteeret til Protocollen. Man ved og at den konstituerede Kæmner fremdeles fungerer paa de hidtil stedfundne Vilkaar, hvorhos man formeente at Bestillingen paa Grund af Tidsomstændighederne ikke burde opslaaes vakant i de første 3 Maaneder, hvorom det Fornødne bliver at indstille til Magistraten. 3 Nogle Regninger bleve drøftede og billigede. (13 Medlemmer vare mødte, Mødet den 26 Mai. I. Jstedetfor Gjæstgiver J. Petersen, der havde begjært sig fritaget, blev Malermester Løngreen, udnævnt til at medvirke i Jndqvarterings enets 6te Distrikt. og vilde Man ved at tilmelde Magistraten dette, fremdeles andrage paa, at et Medlem af Jndqvarteringsk, skulde tiltræde og assistere de udnævnte Distriksmænd i disses Funktioner2. J Anledning et betydeligt Oplag af Fourage og andre brændbare Sager her i Odense, tilskrev man Magistraten saaledes ""J Anledning af det betydelige Forraad af Fourage og andre brændbare Sager, som formedelst Krigen deels opbevares her i Byen, og deels med kortere og længere Forbliven transporteres igjennem Odense, formener Repræst, det af Vigtighed for Kommunen, at dens Brandredskaber og navnlig Sprøiterne med dertil hørende Reqvisiter uopholdelig eftersees og vedbørlig prøves, for at man i Ulykkestilfælde, som Gud forbydedog kan have den Beroligelse at Brandredskaberne ere i fuldkommen brugbar Stand, idet vi tillige troe at burde bemærke, at en saadan Sprøiteprøve, endog uden Hensyn til ovenanførte særegne Omstændigheder, vilde være at afholde efter dealmindelige om Brandvæsen. gjældende Lovbestemmelser. Vi indstille derfor til den ærede Magistrat om det ikke maatte og Prøve blev ansees passende, at den indbemeldte Mynstrinforanlediget. 3 Fremlagtes Magistratens billigelse af det ment. 4. Regningen. Fæsteren i Hedehuset trufne Arrefor Jstandsættelsen af Byens Hegn, viist. (9 Medlemmer vare møMødet den 2 Juni. 1. J Fattigat Udlæggelsen af det ved den nye Farain udsættes til Efteraaret, var Forsamlingen enig, idet man derhos fremdeles. dens Udlæggelse til den anførte Tid. 2. Nogle Juni i et offentlig Anliggende blev for Repræst. Mødet den 9 Junii. 1. Magistratens ved en fra ts Borttagelse og Grunbleve drøftede og forsaavidt de fandt billigelse anvisteEn Begjæring om at benytte den mindre Raadhuussal de indrømmet. (11 Medlemmer vare mødte) Skrivelse udtalte Anskuelse: at Kæmnerposten strax kunde opslaaes vakant, og derefter i sin Tid besættes, blev tiltraadt at Repræst., dog med det Vilkaar: at den nye Kæmner først fra den Tid nyder den forhøiede Løn, da Kommunalbest. seer sig istand til at overdrage ham det forøgede Arbeide, hvori høielsen er begrundet, hvad enten nu dette forøgede Arbeide maatte begynde før eller efter Nytaar. 2. J Anledning en til Markkommitteen indkommen Besværing imod Gruusgravning til Veivæsenet i en til Kornsæd udlagt Lod blev det overdrager Markkommitteen at konferere med Veivæsenet, for om muligt at see Klagen afhjulpen. (15 Medlemmer vare mødte). Mødet den 16 Juni. 1. J Anledning SkoledirektionenSkrivelse med Bilage ang. Vilkaarene ved Besættelsen af Klokker-Embedet ved Frue Kirke, ved den nu indtrufne Vakane og med Hensyn til den forrige Klokkers Familie blev det med 12 imod 2 Stemmer udtalt som Repræst. Mening: at de af Skolekommissionen til den afgaaede Embedsmands Hustrue og tre Børn foreslaaede 110 Rbd. aarlig lægges paa Embeder og at derimod den til Klokker Barfoeds Enke tidligere bestemte Pension af 50 Rbd. aarlig udredes af Skolekassen; Minorite tens tvende Stemmer gik derimod ud paa at ogsaa Pensionen, til Klokker Barfoeds Enke burde afholdes af Klokkerbestillingen. 2. J Anledning af Hofhattemager Dorchs ved Skrivelse fra Magistraten fremsendte Andragende om Godtgjørelse for udlæggende Grund til Gadens Udvidelse tilskrev man gistraten saaledes: ""Under den Forudsætning, som af Hofhattemager Dorch foran er udtalt som en Vished, at Veivæsenet betaler de 2/3 Dele af den Godtgjørelse han forlanger for de 55 Alen han har at afgive til Gadens Udvidelse fra sin Bygge grund til Stedet No. 717 vil Repræst. Jntet have imod, at den fordrede Sum 100 Rbd. tilstaaes ham; og for at Suppl. i saa Henseende snarest mulig kan komme til Vished om Sagens endelige Udfald, skulde Repræst, tillade sig at bede derærede Kommunalbest. uopholdelig at indgive Forestilling til ved Autoritet, om at erholde det bemeldte Bidrag af Veikassen. g hvorved naar saadant er bevilget, Hofhattem Dorch vil blive sat istand til og derved give Gaden den vistnok høist for Udvidelse. (13 Medlemmer vare mødte). Mødet den 23 Juni. 1. Efter Opgjørelse fra munalbest, nedsatte Kommittee til Jndkjøb af Heste efter Justitsministerens Ordre finder en Underballance Sted af 196 Rbd. 82 s., som ad interim vil være at dække af Kæmnerkassen, idet man tog fornødne Reservationer til i sin Tid at see Beløbet refunderet. 2. En Skrivelse fra Hofhattemager Dorch af D. D. blev fremsendt til Magistraten med et Brev af følgende Jndhold: ""Repræst har i sin tidligere Skrivelse af 17 hujus formeent at Hofhattem. Dorch kunde tilstaaes 400 Rbd. for afgivende Grund til Gadens Udvidelse, hvis Veikassen dertil vilde bidrage 2/3 Dele, Dorch har i den Anledning fremsendt vedfølgende Skrivelse af 23 hujus hvori han anhoom, at tilsikkres disse 4000 Rbd., om end Veikassen skulde undslaae sig for at bidrage, og Repræst, er for sit Vedkommende ved Afstemning, og med 13 imod 3 St. kommen til det Resultat, at man burde akkordere Hr. Dorch denne Vished, imod at han er tilfreds med, i Afdrag af 50 Rbd. aarlig, altsaa 8 Aar at modtage Erstatningssummen fra Kæmmerkassen; hvis man nemlig ikke tilsiger Hr. Dorch det omhandlede Vederlag, saa opgiver han Byggeplanen, medens Naboebygningen alle rede er grundlagt efter den nye Byggelinie: derved vil da foren Række af Aar opstaae et saavel for Øiet som Beqvemmeligheden udageligt Vansyn ved Hr. Dorchs fremspringende samle Bygning, og som Kommunen burde see at undgaae, især paa et Sted hvor Hovedrouten falder, og hvor en hensigtsmæssig Udvidelse af Passagen er paatrængende fornøden Repræst, indstiller saaledes Sagen til Magistratens billigelse idet man derhos fremdeles urgerer paa, at en Forestilling til Veivæsenet om at bidrage til Erstatningen snarest mulig burde sendes fra Kommunalbestyrelsen. 3. En fra Magistrater sendt Skrivelse fra Kammerraad Hillerup af 14 hujus om Modificationer i Planen til den nye Gade imellem Vesterog Vindegaden, blev af Repræst, ledsaget med følgende Svarskrivelse: ""Da Repræst. formener at Spørgsmaalet om de af immerraad Hillerup i hans Skrivelse af 14 hujus forlangte Lodificationer i Byggeplanen til den nye Gade beqvemmeligst ne forhandles og afsluttes i et Fælledsmøde, saa indstiller man dette til den ærede Magistrats billigelse, idet man hos bede. ig midlertidig udlaant Sagens Dokumenter forsaavidt disse ere i Magistratens Værge, for at de flere Eligerede, som senere ere indtraadte i Repræst., kunne have Leilighed til, forinden Fælledsmøde. strax at nedrive sin gjøre sig bekjendt med hvad der tidlier forhandlet. 4. Det overdryges Markkommitteen af besørge Licitation paa de sædvanlige Brændselsfornødenh for Byen, samt at lade Vindegaden og Veien til Assiskegaarden gruuslægge, saaog at lade en Grøftevold opføre ved Kilden i bageste Roersskov til Sikkerhed for Byens H. 5. 17 Regninger vare mødt, Mødet den 30 Junii. 1. 3 Ansøgn. rgerlig Militairtjeneste, bleve med Erklæring forsynede; lisaa tvende Ansøgninger om Næringsbrug, og en ditto om yndighedsbevilling. 2. Brødtaxten, saalede som den nu sat af Kommitteen, blev prøvet og billiget. 3. Nogle Regninger bleve drøftede og billigede (15 Medlemmer vare mødte) Mødet den 7 Juli. Da ikkun 5 Medlemmer, Formanden inkl. vare mødte, saa var man nødsaget at udsætte gende Sager til et følgende Møde. Mødet den 11 Juli. 1. Magistratens Skrivelse ang, er af hans i blev bede være i øftede og billigede. (15 Medler Grundstykke ved Gaarden Nr. 510 Litr. C. i Vindeledes: ""Endskjøndt Repræst, ikke kjenat den af for sit 8 hvorved Brygger C. H. Hansen nidlertidigt Brug af de ham til Vindejøbte 32. Alen Jord ved o. 510 Litr. C., medens det derhos synes at fremgaae m foregivne Transaction ikkun ningskommissionen; saa ommende ikke være uvillig til at elsen af det og Gadeare. saadan sin 2. 4 Reg. mødte). saalænge, ikke selv se eller til andeimod at Byen ved et behørigt Bokument sikkres let. Forsaavidt som den ærede Magistrat heri er enig, skulde Repræs. ved at remittere bilagene overlade Ord, ngen af dette Anliggende til Magistratens gode øftede og Kommittee af 3 Medlemmer (Voigt, 6 de. (13 MedMødet den 21 Juli. I. J Anledning W. Petersens Forslag at holde Repræsentantmøderne for aabne Dørre, blev af Forsamlingen, idet den udtalte sig for Principet, nedsat en Hansen og H. C. Nielsen), til at udarbeide, og i et følgende Møde at forelægge de Regler, hvorefter Principet bør gjennemføres. 2. J Sager om almindelig Folkevæbning blev af Formanden fremlagt Kommitteens Betænkning, der blev tiltraadt af Forsamlingen og fremsendt til Magistraten. 3. Et Andragende fra tvende af Retsvidnerne om Tillæg eller Gratiale og en Ansøgning om Næringsbrug bleve med Erklæring forsynede. 4. Over et Andragende, at Omkostningerne til en Deel fornøden Armatur til det herværende Fodjægerkorps maatte udredes af Borgervæbningsfondet eller i manglende Fald, at et Laan af dette Fonddertil maatte bevilges, vedtog man at indhente Betænkning fra den for indbemeldte Fond, efter Frdn. 11 Mai 1804 oprettede Kommission, forinden Repræst for sit Vedkommende slutning i Sagen. (14 Medlemmer, Ledige Embeder. Districtslæge-Embedet i Kjøge Kjøbstad, og dertil hørende District. Ansøgninger om dette Embede, der er opslaaet vacant den 20 Julii, indleveres til Decanus i de Kongel. Sundhedscollegium. - En Prøveprocurator-Bestilling ved Underretterne i Lollands-Falsters Stift, med Forpligtelse til at tage Bopæl i Nakskov. Opslaaet vacant den 25 Juli. - Herredsfoged-Embedet i Nørhald, Støvring og Galthen Herreder. Opslaaet vacant den 25 Juli. Den, der ansættes dette Embede, har at underkaste sig de Forandringer, som i Tiden maatte findes nødvendige eller hensigtsmæssige med Hensyn til Jurisdictions-Forholdene. - St. Catharina Sognekald i Ribe Kjøbstad. Gl. Angivelse 466 Rbd. - Nordmøe Sognekald paa Færøerne. Gl. Angivelse 100 Rbd. Jegge disse Embeder ere opslaaede vacante den 27 Julii J det under 14 Juli d. A. vacant opslaaede Adjunct-Embede ved Frederiksborg lærde Skole vil, efter et senere derom fra Skolens Rector indgivet Forslag, for Tiden blive at overtage Underviisning."
477542,thi_034355,1837-10-03,"De respective Abonnentere fra Landet, der for eet eller flere Qvartaler staae til Rest med Betalingen for Thisted Avis, og for Hr. Pastor Petersens Landboeblad, bedes godhedsfuld at indbetale samme til den 11te October førstkommende. Joh. S. Lund. paa Corsdag udkommer er Extra-skummer,"
664631,vib_149634,1839-04-11,Samler. Forsendes med Brevposten i Danmark og Hertugdømmene. Torsdagen den 11 April 1839. - Redigeret af E. Nerenst. – Udgives fra det Donssiske Officin.
285529,ode_044477,1818-12-04,"Hertugdommene. i Danmart og af Udgiveren Søren Hempel i Odense Redigeres, trykkes og forlægges 4 December 1818. Fredagen den. Jndhold: Kongressen i Aagen (Denueren i santig enroreske Hoster) Nedenandene. Sydameri er arTransportskibs frivillige Overgivelse til Jnsurgenterne.) Blandinger. Fædrelandet. Handels Efterretninger. Nyborg. Odense."
305143,ode_064104,1822-11-26,"Paa Adressekontoiret faaes: Milstabeller for Reisende mellem Kjøbstæderne og tilgrændsende Færgesteder i Fyen, Langeland, Lolland, Falster, og Ærøe. Med, en statistisk Tabel, der viser Folketallet, samt Forholdet mellem Agerland, Mose= og Skov=Plan m.v., i bestævnte Provindser, ved Justitsraad S. Bruun. 1 Mk. Lignende Tabellar over Nørre-Jydland og Hertughumet Schlesvig, ligeledes i Mk. Stykket. Nyr meget lignende Portrait af Napoleon paa St. Helena. Natten imestem den 23 og 24 Novbr. er uden paa minVægge mig frastiaalet 2 Kochuder, som Hornene og Øren. vare afskaarne og Panden udskaaren; den ene af disse var rødbrøget og mærket N. J. Skulde nogen faldbyde disse Huder, da bedes de anholdte, og hvis nogen kan give mig Oplysning om dette dristige Tyverie, da loves en god Douceur. Nørre Lyndelse den 26 Novbr. 1822. Schastian Christiansen, Skomager."
3863,lol_003881,1810-09-07,"Bekjendtgjørelser. Mariboe Bogsamlings Jndtægt og Udgivt, fra 11de Junii 1809 til 11de Junii 1810. Jndtægt. Af Subscribenterne bet, efter Fortegnelsen i Bogsamlingen 195 Rd. 3 Mk. Af nye Subscribentere betalt Hr. Lieutenant K. H. Sen4 lin betalt. Betalt Leie og Mulcter af 6 Rd. 3 Mk. 12 s. Bøger fra 3die Maji d. A. Casse-Behold fra forrige 182 – 3 – 15 s. Aars Regnskab. 427 Rd. 4 Mk. 11 s. Udgivt. Betalt Hr. Pastor Bjerre forSvanningii danske Bibelovers. 2 Rd. For Sørgespillene Axel og 3 - Valdborg og Palnatoke En Auctions-Regning efter 25 – Mk. 12 s. Hr. Obel. . 13 s. Bræder til et Bogskab. 3 - Arbeidsløn derfor En Regning fra Hr. Hatte5 - 3 Mk. mager Lange for kjøbte Bøger 3 – 4 Porto af Bøger, En Regning fra Frøken Wichfeldt for 2 Bøger En Regning fra de HerrerBoghandlere i Kbh., Thoring & Colding. 96 – 5 – 12 s. Porto af Bøger, 3. – 12 s. Hr. Schulz en Regning for Avertissementer, udlagte Post17 - penge og Trykkeløn. 22 – 1 - Bogbinder ElgstrømBetalt en Auctions Regning. for kjøbte Bøger paa Hr. 46 – Schulzes Auction. 107 – 2 36. Casse=Behold 427 Rd. 4 Mk. 11 s."
205941,aal_120966,1837-06-17,"En næsten ny Fyrretræes Dragkiste, som Pantegods, bliver den 10de Dennes solgt ved Hr. Kjøbmand Nielsens Auction paa Ny-Torv. Signeter. faaes udstukket af Roedstedt. Fra Pressen i Odense er udkommen: De mosaiske Troesbekjenderes Stilling. i Danmark, forhen og nu historisk fremstillet i et Tidsløb af næsten 200 Aar, tilligemed alle Lovsteder og offentlige Foranstaltninger dem angaaende, som ere udkomne fra 1651 til 1836. A. D. Cohen, Catechet ved de mosaiske Menigheder i Fyens Stift. Tranumstrandgaard i Øster Hannherred, Hiørring Amt og Tolddistrict, er underhaanden at faae til Kjøbs; til samme er 21 Tdr. Land indhegnet og vel dyrskeet Jord, foruden Overdrev i Sognefælledet, hvor der haves overflødig Jldebrændsel, og ved den nu forestaaende Udskiftning vil Gaarden meget kunne forbedres. For ubekjendte Liebhabere maa jeg bemærke: at Gaardens Bygninger ere gode og vel vedligeholdte (en stor Deel deraf er i de senere Aar opført af Nyt), de afgive godt og bekvem Beboelse for en Familie udenfor Bondestanden, ligesom og, at her ere vel indrettede Pakhuse for en Handlende, for hvem det har saa fordeelagtig en Beliggenhed, som noget Sted paa hele Kysten, og hvilken forhen har været drevet herfra i det Store."
