,text,article_id,clean_category
1279,"(Af Dagen.) Et lidet Pigebarn, neppe et Aar gammel, er fornogle Aftener siden fundet henlagt i Forstuen No. 141 i Gothersgaden; det havde paa sig en mørkeblaae prikket Kattuns Kiole, en Natkoppe, en ulden Klokke og en Særk, alt uden Mærke. Oplysning gives til Politikamret.",lol_09996,Jndenlandsk
1280,"(Af Hempels Avis.) Nakkebølle Gaard og Gods de endelig bortsolgt ved He Auction til Hr. van Drurs, sor nærværende Tid i London tilligemed 3 lætning og Jnventarium for 63,500 Rbd. Sølv. Fravydrgaard blev ligeledes ved 5te Auction solgt til Hr. Kapit. Schesteds fra Rusland for 35 100 Rbd. Sølv.",lol_33819,Jndenlandsk
1281,"(Af Dagen.) Kjøbenhavn den 3die April. Bekjendtgjørelse. Til Hs. Majestæt Kongen er af Søe Premierlieutenant Falsen, Commandeur af Dannebrogen, indleveret en allerunderdanigst Rapport angaaende Expeditionen til Den Anholt, af følgende Jndhold: Allerunderdanigst Rapport:",lol_05761,Jndenlandsk
1282,"Jndenlandsk. Mariboe d. 24de October. (Af Udgiveren.) Vordingborg den 26de October. Den 23de October er hertil Rheden indbragt en Brig paa 111 Konsved Navn Canton og en Galease ved Navn den ringende Jacob von Rostock. Den første en indbragt af Caperfører Hammer, og den sidste af forskjellige, saa man endnu ikke veed hvem den rettePriseier er. De ere lastede, den første med Lagmos, Bomuld, Cancel, Thee og Riis o. s. v., den sidste med Caffe, Topsukker, Cacco og Pundtlæder o. s. v. Begge ere udskaarne af en engelsk Convoy under Langeland.",lol_04327,Jndenlandsk
1283,"J Bladet Ny Dagspost No. 25 og 1 findes hele to Censur-Aabninger, af hvilke den ene i Slutningen af et Stykkeom franske Afskyeligheder for Revolutionen, hvori især gjøres opmærksom paa de utallige",lol_34706,Jndenlandsk
1284,Efter Sultanens Befaling skal hans Billede nu ogsaa præges paa Mynterne.,lol_78303,Jndenlandsk
1285,"De Passagerer, som med Dampskibet agtede sig til Lolland afvigte Tirsdag bleve satte i Land ved Kragesnæs, der faldt dem heelt ubeleilig, da der ere intet Foermændslaug, der kan befordre dem videre, saa at de maatte baade tigge og betale de omkringboende Bønder for at komme videre. Det havde derfor været en saare skjøn Ting, dersom Skibsforeren havde bleven sin første Plan troe, at lægge anved Bandholms Toldsted, for at afsætte og indtage Passagerer, da det næsten hver Dag gives Leilighed, til Passagerernes videre Befordring. For Skibsføreren vilde det desuden have været til stor Fordeel, da en stor Mængde her i Lolland havde betænkt at reise Tid efter anden med Dampskibet til Kjøbenhavn; men hvis skjønne Forhaabninger ere nu gaaede op i Røg og Damp.",lol_26453,Jndenlandsk
1286,"Tiirsdagen den 15de Januari løb efter foregaaaende Dom ved Krigsretten 4 Soldater Spidsrod i Døtofte. Den ene for at have til Unytte opskudt sine Patroner, den anden for at være udebleven af sit Qvarteer over den lovbefalede Tid og den 3die og 4de for begaaet Tyverie, af hvilke den ene havde frastiaalet sin Vært noget over 1000 Rd., som han dog igien fik tilbageFrosten er nu igien forbi. Jgaar sneede og regnede det af S. V. Jmod Aften fik vi en ryggende Storm. Luften var tyk og taget. Vejene forværres nu igjen daglig.",lol_05034,Jndenlandsk
1287,"Nykjøbing. Det har saavel i de foregaaende Vintere, som fornemmeligen i denne Tid, medført megen Ulempe for de Corresponderende, at den indenstifts Postgang er standset stundom flere Dage ved Posternes Udeblivelse fra Sjælland, formedelst Vanskeligheder i Beltpassagen. Efter fleres Ønske, at heri maatte skee en Forandring, har den kongl. Generalpostdirection, ifølge Jndstilling fra det herværende Postcontoir, under 3die denne resolveret: at naar og saa ofte der kan haves grundet Formodning om, at de Hovedposter, der sædvanlig ankomme hertil Mandag Formiddag og Onsdag Eftermiddag, ville udeblive som Følge af Transportens Vanskelighed over Færgestederne, ville de paa denne Byes Postcontoir indleverede Breve til Stederne i Lolland, afgaae herfra Mandag og Onsdag Eftermiddag Kl. 5, i Forening med Stubbekjøbings Breve, som til den Ende ville blive afsendte fra Gaabense Mandag og Onsdag Middag. Som vi høre, er det, i Anledning af det i denne Tidendes N 7 indførte Jnserat og Postgangen, sat under Overveielse, hvorvidt Posterne, naar Omstændighederne paabyde en Afvigelse fra den almindelige Route, kunne føres over Bogøe og Stubbekjøbing. At det i saa Fald vil blive foranstaltet, at Breve og Pakkesager til denne Bye og Omegn, afleveres til Postcontoiret sammesteds, istedetfor først at gaae til Nykjøbing og herfra tilbage, ansee vi som en Selvfølge.",lol_82682,Jndenlandsk
1288,"Blandt de Fonds, der efter Conventionen imellem Danmark og Norge ansees udelukkende at tilhøre Norge, og hvis Capitalformue hidtil har været i Danmark, ere ogsaa 100,000 Rbd. S. V. i Obligationer, som Hs. Majestæt Kongen 1811 har skjænket til det norske Universitet.",lol_29516,Jndenlandsk
1289,"Hos en Bonde i Haared, under Grevskabet Knuhtenborg er i disse Dage født et Lam med 5 Been. Nyekjøbing paa Falster d. 5te Martii. En Mand paa Falster, som havde gjort sig skyldig i Tyverie, vilde, efterat Sagen var bleven aabenbaret, gaae til Eieren med sin Kone og en anden Mand, for at bede om Forladelse, Paa Veien derhen foregav han, at han vilde gaae noget forud, men han skar sig i Halsen, løb til en Brønd og druknede sig.",lol_10718,Jndenlandsk
1290,"J Mands Minde har Kjøbstaden Horsens ikke erholdt saa mange gavnlige Indretninger og Forbedringer, som paa de senere Aar. Disse forøges nu atter derved, at et Jnteressentskab lader bygge en Skonnert paa omtrent 2000 Tdr., og der næres Haab om, at Byen snart faaer et Skibsværft. Lieutenant v. Flindt af slesvigske Cuirasseer-Regiment er ansat som Gymnastiklærer ved den i samme By værende lærde Skole. Den velgjørende Omsorg, som Man i denne strænge Vinter har viist i de flere Byer for huusarme Familier, ved at forsyne dem med Jldebrændsel, har ogsaa fundet Sted i Skanderborg ved Hr. Kjøbmand og Forligelsescommissair Kindlers Omsorg for at indsamle velgjørende Bidrag dertil af Byens Jndvaanere, hvorved han har været saa heldig, strax at sammenbringe 48 Rbdlr., for hvilken Sum Hr. Jensen, Eier af Dyrehaven, leverede 12 Favne Brænde, som bleve frit indkjørte af Byens Jndvaanere, og ere derpaa deels blevne og deels ville blive uddeelte til trængende Familier, som derfor velsigne de Ædle, som ikke heller her forglemte deres trængende Medmennesker.",lol_60308,Jndenlandsk
1291,"(Kbh.) Jndsendt. Agern, glans qvercus, Frugten af qvercus pedunculata, qvercus robur L., der, ristet, bruges i Medicinen som Agernaffe, og i dette Blad er berørt som anbefalet af Hr. Frisch i Nyborg i Kjertelsyge og Svindsot hos Børn, for Svækkelse og svag Mave hos Voxne, er et temmelig gammelt Middel og vel bekjendti den medicinske Verden, som synes at have forglemt den. Agern indeholder meget adstringerende Stof, foruden det nærende Væsen, som sædvanligen findes i slige Kjerner. Den feder Sviin fortræffeligt. Derfor mener ogsaa vor Mynster, at det ikke er uden Analogi, heller ikke uden egentlig therapentisk Erfaring, at Man anvender den imod Tæring, saavel hos Børn som hos Voxne. Dette Caffesurrogat skal være opmuntrende, uden at foraarsage Ængstelse; til 1 Lod kan, for Smagens Skyld, tilsættes 2 Qvintin Caffebønner, eller i Qvintin Chocolade, eller lidt Cancel, som drikkes dagligen. Glans qvercus er, foruden i ovenanførte Sygdomme tilraadt i Hysteri, Asthma, Blegsot, Gigt, hertisk Feber o. f. Frankenau fortæller endog, hvilket sikkert er mindre bekjendt, at Man, for omtrent 40 Aar siden, vil have gjort den Erfaring, at Agerncasse viser sig virksom hos phlegmatiske Herrer, hvis Hustruer sukke i et ufrugtbart Ægteskab.",lol_59956,Jndenlandsk
1292,"Arresthuset i Randers har i mange Aar ei væres saa opfyldt af Arrestantere, som paa nærværende Tid. Deres Antal beløber sig imellem 50 og 60 Personer.",lol_27276,Jndenlandsk
1293,"Paa den Tid, da Alt udskreves til Militair i Tydskland, fandt man ogsaa paa at lade alle SlagsSkribentere conscriberes. Armeerne foresloges da at dannes paa følgende Maade: ""Philosopherne skulde være Generaler; Historikerne, Politikerne og Lægerne Adulanter; Pædagogerne og Archiologerne skulde udskrives til Jnfanteriet; Æsthetiske Skribentere, Digtere og Skuespilforfattere til det lette Cavallerie; hug og skudfaste Jurister og Theologer til det svære Cavallerie; Physikere og Mathematikere til Geniecorpset; Romanskrivere til Luftskippere; Journalister og Avisskrivere til Trompetere, Tomboucer og Pibere; Rabulister og Polemiker til det grove Skyts; og endelig Casuister til Pakvognene og Trosset.""",lol_16926,Jndenlandsk
1294,"J Aaret 1825 opførte Muurmesterne Jensen og Rasmussen fra Svendborg en nye Toldforvalterbolig i Marstal, paa Ærøe. Ved Licitation blev Arbeidet overdraget dem, og efter Begjæring af Toldforvalter Clausen i Marstal, samt imod Løvte, af ham at faae en høiere end den accorderede Betaling, tilføiede de Bygningen en Udvidelse, som var udenfor de ved Licitationen fremlagte Conditioner. Da Clausen nu uægter at opfylde sit Løvte, har Mesterne i Hempels Avis advaret Ehver om, ikke paa lignende Maade at indlade sig med bemeldte Herre, derhos tilkjendegivende: at det ikke nytter af Rettens Vei at angribe ham. Jnstitutet for Metalarbeidere i Kjøbenhavn, som blev stiftet 1807, gjør en ypperlig Fremgang. J sammegives Metalarbeidere Underviisning i de Kunster og Færdigheder, som ikke læres i de almindelige Metalarbeideres Værksteder. Denne Underviisning gives i Vintermaanederne Januar, Februar, Marts, April, September, October, November, December, hver Aften fra 8 til 10. Om Søndagen kunne andre Professionister nyde Underviisning i Tegning, og afbenytte Jnstitutets Bøger, Tegninger, Modeller, o. s. v. Tildeels ved frivillige Bidrag har denne almeennyttige Stiftelse ikke alene vedligeholdt sig, men endog faaet en saadan Capitalforøgelse, at der i forrige Aar er gjort Begyndelse til et Reise-Understøttelses-Jond for Metalarbeidere. - Hr. S. Soldin sagde allerede 1812: Maatte dette Jnstitut, liig Søndagsskolerne, vorde Moder til mange lignende Jnstituter i Staten, maatte alle de unge Poder, der fremvoxe af det, finde ligesaa ivrige, nidkjære, indsigtsfulde Overbestyrere, Bestyrere og Medhjælpere, da vilde Haandværkstanden i vort Fædreneland snart bringe den indenlandske Kunstflid til en Pynt af Fuldkommenhed, der ikke alene vilde gjøre alle udenlandske Arbeider unødvendige, men tillige aabne en nye, riig og uudtømmelig Velstandskilde for Staten."" Ved den kangelige danske Veterinairskole er i Aaret 1825 behandlet følgende Huusdyr. 4034 Heste, 1125 Køer, 321 Sviin, 113 Faar, 1546 Hunde, 151 Katte, 398 Fugle, i Alt 7688.",lol_48282,Jndenlandsk
1295,Den 24de November var en Vogmand fra Odense saa ulykkelig at vælte i en Grøvt paa Veien fra Nyborg og brække Halsen.,lol_44069,Jndenlandsk
1296,"Nyekjøbing den 14de Marts. Atter er her paa Landet den 11de Marts foregaaet følgende sørgelige Begivenhed: En Underofficier af 5te Comp. Slesv. Jnf. Regiment, har skudt sig selv, efter at have ladet Bossen med 3 skarpe Patroner og skrevet 3 Sedler, een til sin Vært, een til en anden Underofficier og een til sin Kiereste.",lol_08373,Jndenlandsk
1297,"(Af Ribe Avis.) Ribe, den 4de October. Ved samme Tid som det i forrige Avis omtalte Luftsyn faaes i Odense, nemlig Tirsdagen den 24de September om Aftenen, omtrent Klokken 9, bemærkedes her i Ribe et lignende Phænomen med samme Omstændigheder. Var dette det samme, som det, det faaes i Odense, kan det neppe have været et elertrisk Udbrud i Skyernes Region, hvorimod ogsaa Varigheden synes at vidne. Den 8de October solgtes Specier paa Kjøbenhavns Børs til 45 1/4 a 45 1/2 Rbmk. For Committeesedler blev givet (med Rente) 97 pr. 100; Obligationer 80 Norske Sedler 37. Svenske Sedler 11 Mk. Disconto 8 Procent.",lol_17841,Jndenlandsk
1298,"Den 1ste August udnævntes Fuldmægtig ved Klasselotteriet i Kjøbenhavn, P. N. Winding, til Told- og Consumtions-Casserer i Nysted.",lol_53336,Jndenlandsk
1299,"Jndenlandsk. Ved den offentligt foretagne Trækning af det 79de kongelige kjøbenhavnske Classe=Lotteries 1ste Classe blev Mandagen den 5te Februar 1827, overeensstemmende med Planen, udtrukket 13 Nummere, hvilke udkom i følgende Orden: No. 277. 137. 165. 150. 153. 100. 19. 112. 169. 232. 163. 98, 20.",lol_51349,Jndenlandsk
1300,"De indkomne Gaver til de Brandlidte paa Marstall beløber sig til 14,158 Rbd. N. V. og 215 Rbd. 47 s. rede Sølv, 216 Tønder 2 Skjepper Rug, 449 Tønder 5 Skjepper Byg og Malt og 18 Lønder i Skjeppe Ærter.",lol_16109,Jndenlandsk
1301,"Den 15de Junii er Told- og Consumptions-Jnspecteur ved Kjøbenhavns Toldkammer, Hr. Kammerraad H. Muus, allernaadigst udnævnt til virkelig Justitsraad.",lol_11483,Jndenlandsk
1302,"Skanderborg Amtsavis og Avertissementstidende maa nu forsendes med Brevposten overalt i de danske Stater. En ung Dame fra Jydland, der for en kort Tid siden reiste til Jtalien, blev meget farlig syg. Man sendte Bud efter en luthersk Præst. Denne gjentog sine Besøg, da det blev bedre med Patientinden, fandt efterhaanden meere og meere Jnteresse for hende, og skal nu, midt iblandt de skjønne Jtalienerinder, have holdt Bryllup med hende.",lol_60603,Jndenlandsk
1303,"J Følge Efterretninger fra Tönningen, er i disse Dage paa Eideren atter ankommet et stort amerikansk Skib, hvis Ladning for største Deelen bestaaer afBomuld.",lol_00738,Jndenlandsk
1304,Kjøbenhavns Børs til 15 Mk. Disconto. 1 5 Proc. - 4 Proc. Kongelige Obligationer (uden Renter) 91 1/2. Nationalbank-Obligat.,lol_42261,Jndenlandsk
1305,"Politidirecteuren har nu faaet den gamle Uskik hævet i Kbhavn, at løsagtige Qvinder ikke mere paa Gaderne indbyder Forbigaaende, hvormed de især henvendte sig til Provindsialerne; thi Stadens egne unge Herrer vidste nok uindbudne at hitte dem. Formedelst de ved den vedvarende skrækkelige Tørke bevirkede sørgelige Udsigter til den kommende Høst steeg Rugen den 22de Juni paa Torvet i Randers til imellem 4 og 5 Rbd. Tdn.",lol_36365,Jndenlandsk
1306,"Fædrelandet. J Stændernes fem og tyvende Møde foredrog Cancellieraad Haastrup et Forslag om Jndskrænkning af Antallet af jordløse Huse, hvilket Forslag fornemmelig blev begrundet i, at disse mange jordløse Huse især forsynede Communerne med Fattiglemmer. Forslaget, der blev understøttet af Provst Birck tilligemed flere af Forsamlingens Medlemmer, blev med 49 Stemmer mod10 henviist til en Committee. Kammerraad Drewsen foredrog derpaa et Forslag til en friereBenyttelse af Jorden paa Landet. Proponenten formeente nemlig, at flere af Bestemmelserne i Frd. 3die Decbr. 1819, vare til Hinder for en hensigtsmæssig Disposition over Landeiendomme og paapegede tillige de skadelige Maader, hvorpaa mansøgte at illudere denne Lovgivning, i det han henviste til den Praxis, som Etatsraad Brink-Seidelin bragte til Omtale i den jydske Forsamling, nemlig om at Eierne udstædte Fæstebreve eller Leiecontracter paa enkelte Deele af deres Eiendomme, hvilken Fremgangsmaade og havde fundet Jndpas i Sjælland. Forslaget blev eenstemmig antaget af Forsamlingen, der bestemte at een Committee skulde tage dette og det foregaaende Forslag under Overveielse, og denne Committee kom derefter til at bestaae af: Proprietair Tutein, Professor Bang, Provst Virk, Justitsraad Povelsen og KammerraadØer. 12. 70 Drewsen. Etatsr. Steenfeldt foredrog derpaa et Forslag om at de kongelige Lov-Udkast, maatte meddeles de Stænderdeputerede og Suppleanterne førend Stænderforsamlingen aabnes. Dette Forslag blev eenstemmigen antaget at skulle prøves af en Committee, der kom til at bestaae af Proponenten Assessor Algreen-Ussing og Professor Bang. Sex og tyvende Møde. Præsidenten aabnede Mødet med den Yttring, at han var overbeviist om, at udtale den hele Forsamlings Mening, naar han, i Anledning af Hendes Maj. Dronningens Fødselfest, udbad sid af den kongelige Commissarius, at han paa Forsamlingens Vegne vilde bringe Deres Majestæter dens allerunderdanigste Lykønskning. Herpaa reiste Forsamlingens Medlemmer sig og udbrøde i et ""Længe leve for Hs. Maj. Dronningen. Den kongelige Commissarius erklærede, at det vil være ham en sand Glæde, at udføre det ham overdragne Ærinde, og han er overbeviist om, at Deres Majestæter med allernaadigst Velbehag ville modtage Forsamlingens Lykønskninger, der ville bringe Dem i Erindring, hvorledes den Kjærlighed, som De selv bærer til Folket, ogsaa gjensidig besjæler Folket mod Deres Majestæter. Derefter foretoges til endelig Behandling Sagen angaaende Udkast til en Anordning, indeholdende Bestemmelser til Conservation af Skjøde og Pantebøger m. m. i mødende Ulykkestilfælde. Gaardmand Hans Christensen foredrog derpaa et Andragende fra endeel Gaardfæstere i Simmerbølle, Skrøbeløv, Snøde, Stoense, Bødstrup, Lindelse, Taggeløv og Magleby Sogne paa Langeland, om Fæstegodses Forandring til Selveiendom eller i alt Fald Hoveriets Afskaffelse. J Dette Andragende gjentog Proponenten hvad der tidligere har været yttret om Selveiendoms mange Fortrin fremfor Fæste og gjorde derhos opmærksom paa, at de fleste HoverieForeninger vare indgaaede paa en Tid da Bonden endnu kun var lidet skikket til at varetage sit Tarv ligeover for Godseieren, og vare som en Følge heraf, blevne høist byrdefulde, og kun lidet stemmende med Nutidens Fordringer. Andragendet selv gik ud paa: 1) at alt Fæstegodset i Danmark efter de gjorte Forslag skulde gaae over til at blive Selveiendom, og 2) at alt Hoverie in natura afskaffes imod et passende Vederlag. Efterat Commissarius havde bemærket, at Forslaget indeholdt Propositioner der vare indgribende i Eiendomsretten og saa afvigende fra de Grundsætninger Forsamlingen tidligere havde vedkjendt sig, at han ikke kunde troe at Forsamlingen nu vilde indlade sig derpaa; udviklede Profesfor Bang nærmere, at Forslaget, naar det antoges, nødvendigviis maatte tilintetgjøre al Eiendomssikkerhed og al Tillid til contractmæssige Forpligtelser, og derved omstyrte en af Grundstøtterne fordet borgerlige Samfund. Fremdeles talte mod Forslaget, Kammerjunker Benzon, Cancellieraad Haastrup og Kammerraad Drewsen, hvorimod det blev understøttet af Sognefogderne Peder West og Hendrik Larsen, samt Gaardmand Anders Christensen. Mod en Yttring af Amtmand Neergaard om at han kjendte Godser hvor Hoveriets Afløsning var bleven tilbudt Bønderne mod en billig Erstatning, men at man ei kunde blive enige, bemærkede Proponenten og at dette ventelig var fordi Erstatningen ei havde været billig. Ved Afstemningen blev Forslaget forkastet med 48 Stemmer mod 7. Præsidenten opfordrede derefter Sognefoged Frederik Jørgensen, som havde indgivet et det forestaaende lignende Andragende fra de hoverigjørende Bønder paa Sæbyholms Gods om Hoveriets Ophævelse, til at forelæse dette, men Sidstnævnte erklærede, at han paa Grund af det Passerede tog Andragendet tilbage, hvorimod han ønskede at det i Stændertidenden maatte blive bemærket at det var indleveret til Forsamlingen. Thorvaldsens Johannes den Døber og dertilhørende Grupper som pryde Frontonen til Frue Kirke ventes snart afdækkede. Foruden disse Arbeider ere endvidere ankomne en Figur af Christusi Marmor, en Døbe=Engel i Marmor, tvende Basreliefs til Skriftestolen i Marmor (forestillende ChristiDaab og den hellige Nadvere) samt Statuer af de 10 Apostle ligeledes i Marmor. Af de ældre Bestillinger staae endnu tilbage at udføre, de to Apostelstatuer, samt Statuer af de 4 Evangelister i Marmor, hvilke skulle anbringes i Nischerne under Frue Kirkes Portal. Ovennævnte Christusfigur, som oprindeligen var bestilt til Christiansborg Slotskirke, er den eneste for hvilken Kunstneren har erklæret sig villig til at modtage Betaling, nemlig, saafremt den bliver overladt til Frue Kirke, den samme Priis af 16,000 Rbd., hvortil den var bestilt af Stadsbygningscommissionen. For de ovrige Figurer vil han kun modtage Erstatning forsine Udlæg, omtrent 2000 Rbd., og disse Beløb beholder han endda ikke selv, men har bestemt at de skulle indbetales til Committeen for Thorvaldsens Museum.",lol_85085,Jndenlandsk
1307,Ved Tallotteriets 104 Trækning i Kjøbenhavn udkom: No. 19. 30. 61. 49. 13.,lol_20240,Jndenlandsk
1308,"Tre farlige Forbrydere, de kagstrøgne og brændemærkede Rasphuusfanger, Carl Krause, Hans Mortensen (ogsaa bekiendt under Navnet Morten Frederiksen) og Lars Hamøe ere udbrudte fra Fangetaarnet i Citadellet Frederikshavn, og Dagen efter undveeg to andre Slaver fra Fæstningsarbeidet. William Nicoll, førende Sluppen ""Mary Anne af Dunder har i ""Dagen"" bevidnet sin erkjendtlige Taktil Skipper Clementsen af Svendborg, som ædelmodigen optog ham med Besætning af 5 Mand fra hans synkefærdige Skib i Østersøen den 13de dennes, og ilandsatte dem i Kjøbenhavn efter 6 Dages Forpleining ombord. Capitainen og dennes 5 Mand erkjendeat skylde Clementsen deres Liv, eftersom de vare Vidne til Skibets Undergang kort efter de forlode det. Flere Skibe vare forud passerede dem forbi uden at agte deres Nød.",lol_65159,Jndenlandsk
1309,"J Vinteren 1820-21 reiste han til England, for der at blive nærmere bekjendt med disse Slags Kjæder. Reisens Øiemed opnaaedes, og ved Hjemkomsten begyndtes strax med Anlæget. Den 17de Octbr. 1821 erholdt Caspersen 10 Aars Eneret til Forfærdigelsen af Patentkjæder. J et Par Aar er nu herfra leveret saavel til den kongelige Marine, som til Private, Kjæder, der ere befundne fuldkommen svarende til deres Hensigt, og have erholdt saa meget bifald, at deres Brug her snart vilde blive almindeligere og Caspersen erholde Erstatning for den Umage og de Bekostninger han har anvendt, paa Anlæget, saafremt der var noget mere Liv i Handel og Seillads. De mindre Jernkjæder bestaae af ganske korte Leed, de større af længere med støbte Jernstivere i Midten. For begge Slags Kjæder gielder det, at jo kortere Ledene ere, jo bedre, da de saaledes brydes mindre paa hinanden, naar Kjæden ved Ankerletning skal vindes om Spillet; men, jo kortere de ere, jo kostbarere ere de og, thi, naar f. Ex. en Ankerkjæde, som svarer til et 12 Tommers Toug, har paa hver Favn 20 Led, og hvert ved49 ved Forarbeidningen forlænges saaledes, at der blot bruges pr. Favn 17 Leed, spares Arbeidsløn og Kul til 270 Led paa en Kjædes fulde Længde, som i Almindelighed er 90 Favne. Desuagtet leverer Caspersen Jernkjæder saa fuldkomne som muligt, skjøndt Englænderne have begyndt at gjøre Ledenne større, hvorved Priserne blive billigere paa Godhedens Bekostning. Det er ogsaa af den Aarsag, at Englænderne ofte bruge flere og ringere Sorter Jern til Kjæder, hvorimod Caspersen stedse bruger det bedste SlagsJern, haabende, at hans Kjæders prøvede Godhed vil skaffe dem Fortrinnet for de noget billigere men mindre gode engelske Kjæder. Endvidere skeer Sveisningen paa alle Caspersens Kjæder, hvori der er Stivere, paa Siden af Leddet, hvorimod mange Englændere sveise slige Ledde i Enderne. Dette sidste sparer omtrent 1/5 af Tiden, hvilket ikke lidet bidrager til at nedsætte Prisen, men igjen forringer Styrken betydeligt. For at prøve Kjæderne anvendes ved Hielp af en Maskine paa hvert enkelt Led en Kraft, der er saa stor, som den, der behøves for at sprænge et Toug af den Styrke, som Kjæden skal træde i Stedet for.",lol_43165,Jndenlandsk
1310,"Mariboe, den 19de Mai. Consumtions-Betient Gluud heri Byen maatte i Forgaars friste den tunge Skjæbne, at hans 3 Aars gamle Barn druknede i en til hans uindhegnede Hauge stødende Park.",lol_48803,Jndenlandsk
1311,"Odense, den 5te Mai. Aldrig saasnart havde Posten bragt Tidenden hertil om Gaarsdagens Festlighed i Hovedstaden, før det almindelige Ønske yttrede sig, ogsaa her at lægge vor hengivne Deeltagelse i Kongehusets og Landets Glæde for Dagen. J denne Henseende var i Aftes hele Byen illumineret, hvorved, iblandt flere Steder, udmærkede sig et smukt Transparent paa Raadhuset, hvori de høie Forlovedes Navne F. F. og C. faaes indfattede i en Ege- og Rosenkrands med Krone over og nedentil tvende sammenslyngede Hænder. Borgermilitairets skjønne Musik bidrog til at oplive den glade Mængde, som var i Bevægelse paa Gaden til Midnat. Aarhuus, den 5te Mai. Den høie Forlovelse, som i Gaar blev declareret mellem Deres kongelige Høiheder Kronprindsesse Caroline og Prinds Frederik Ferdinand, blev feiret her med stor Militairparade af Hs. kongelige Høiheds Regiment og den hele Borgervæbning, som under Musik og Jubelraab udbragte Ønsker om Held og Lykke for de høie Nyforlovede. Regimentets Officierer vare derpaa forsamlede til en Diner. Om Aftenen var hele Byen illumineret, og Borgermusikken lød igjennem Gaderne.",lol_58239,Jndenlandsk
1312,"Ledige Embeder. under det danske Cancelli. Herredsfoged- og Skriver=Tjenesten i Nørre og Bolling Herreder i Ringkjøbing Amt. - Byskriver-Embedet i Varde og Herredsskriver-Embedet i Øster og Vester Herreder i Ribe Amt. – Gjerslev Sognekald i Sjællands Stift, 224 Rbdlr.",lol_59224,Jndenlandsk
1313,"Jndenlandsk. Mariboe. Ormene have i Aar holdt, et slemt Huus med Frugttræerne, saa at mannok kommer til at spise sin Kraasesuppe uden Æbler.",lol_42630,Jndenlandsk
1314,"Dr. Medicinæ Eicheel, som i denne Maaned er død i Odense, har testamenteret Kjøbenhavns Universitet 4000 Rbd.",lol_21294,Jndenlandsk
